"strong","mounce_parsed","row_type"
"G2590","fruit","lookup"
"G2590","crop","lookup"
"G2590","harvest","lookup"
"G2590","produce of vegetation","lookup"
"G2590","by extension deed","lookup"
"G2590","activity","lookup"
"G2590","produce of a person","description"
"G7805","to yield","lookup"
"G7806","a yield","lookup"
"G7807","a yield","lookup"
"G4710","hurry","lookup"
"G4710","haste","lookup"
"G4710","earnestness","lookup"
"G4710","diligence","lookup"
"G4710","zeal","lookup"
"G4710","eagerness earnest","lookup"
"G5590H","life","lookup"
"G5590H","life","lookup"
"G5590H","soul","lookup"
"G5590H","heart","lookup"
"G5590H","mind","lookup"
"G5590H","a person","lookup"
"G5590H","the immaterial (and eternal) part of inner person","description"
"G5590H","often meaning the animate self","description"
"G5590H","which can be translated by pronouns my soul = I","description"
"G5590H","myself","lookup"
"G5590I","myself/yourself/himself","lookup"
"G5590I","life","lookup"
"G5590I","soul","lookup"
"G5590I","heart","lookup"
"G5590I","mind","lookup"
"G5590I","a person","lookup"
"G5590I","the immaterial (and eternal) part of inner person","description"
"G5590I","often meaning the animate self","description"
"G5590I","which can be translated by pronouns my soul = I","description"
"G5590I","myself","lookup"
"G5590J","person","lookup"
"G5590J","life","lookup"
"G5590J","soul","lookup"
"G5590J","heart","lookup"
"G5590J","mind","lookup"
"G5590J","a person","lookup"
"G5590J","the immaterial (and eternal) part of inner person","description"
"G5590J","often meaning the animate self","description"
"G5590J","which can be translated by pronouns my soul = I","description"
"G5590J","myself","lookup"
"G5590K","animal","lookup"
"G5590K","life","lookup"
"G5590K","soul","lookup"
"G5590K","heart","lookup"
"G5590K","mind","lookup"
"G5590K","a person","lookup"
"G5590K","the immaterial (and eternal) part of inner person","description"
"G5590K","often meaning the animate self","description"
"G5590K","which can be translated by pronouns my soul = I","description"
"G5590K","myself","lookup"
"G1457","(passive) to be put into effect","description"
"G1457","inaugurate","lookup"
"G1457","(act.) to open","lookup"
"G1573","to lose heart","lookup"
"G2155","compassionate","lookup"
"G2155","tenderhearted","lookup"
"G2589","heart-knower of the heart","description"
"G6657","heavy-hearted","lookup"
"G7798","to take heart","lookup"
"G8419","dull of heart","lookup"
"G8485","be faint-hearted","lookup"
"G4151H","breath/wind","lookup"
"G4151H","wind","lookup"
"G4151H","breath","lookup"
"G4151H","things which are commonly perceived as having no material substance","description"
"G4151H","by extension spirit","lookup"
"G4151H","heart","lookup"
"G4151H","mind","lookup"
"G4151H","the immaterial part of the inner person that can respond to God","description"
"G4151H","spirit being (evil) spirit","description"
"G4151H","ghost","lookup"
"G4151H","God the Holy Spirit","description"
"G4436","spirit of divination","lookup"
"G4861","united in spirit","lookup"
"G4861","harmonious","lookup"
"G5326","ghost","lookup"
"G2699","mutilation","lookup"
"G2699","cutting away","lookup"
"G2907","meat","lookup"
"G4559","material","lookup"
"G4559","worldly","lookup"
"G4559","sinful","lookup"
"G4559","pertaining to the flesh","description"
"G4559","see also G4561 fleshly","description"
"G4561","flesh","lookup"
"G4561","body","lookup"
"G4561","the soft tissue of a creature","description"
"G4561","often in contrast to bone","description"
"G4561","ligament","lookup"
"G4561","or sinew","lookup"
"G4561","by extension human","lookup"
"G4561","humankind","lookup"
"G4561","with a focus on the fallen human nature","description"
"G4561","sinful nature","lookup"
"G7143","to tear off flesh","description"
"G7681","decaying flesh","lookup"
"G2174","to be cheerful","lookup"
"G2174","glad","lookup"
"G0194","undiluted (of wine not watered down)","description"
"G1411","power","lookup"
"G1411","ability","lookup"
"G1411","miracle","lookup"
"G1411","ruler","lookup"
"G1411","an extended meaning of a person or supernatural being who has administrative power","description"
"G1412","(passive) to be strengthened","description"
"G1743","to give strength","lookup"
"G1743","strengthen","lookup"
"G1743","(middle/passive) to be strong","description"
"G1743","strengthened","lookup"
"G1765","to strengthen (another)","lookup"
"G1765","to regain (one’s own) strength","description"
"G1840","to have power","lookup"
"G1840","be strong enough able","description"
"G1849","authority","lookup"
"G1849","power","lookup"
"G1849","the right to control or govern","description"
"G1849","dominion","lookup"
"G1849","the area or sphere of jurisdiction","description"
"G1849","a ruler","lookup"
"G1849","human or supernatural","lookup"
"G2478","powerful","lookup"
"G2478","strong","lookup"
"G2478","forceful","lookup"
"G2479","strength","lookup"
"G2479","power","lookup"
"G2480","to be strong","lookup"
"G2480","powerful","lookup"
"G2480","able","lookup"
"G2729","to overcome","lookup"
"G2729","prevail","lookup"
"G2729","to be able","lookup"
"G2904","power","lookup"
"G2904","strength","lookup"
"G3618","to build","lookup"
"G3618","build up","lookup"
"G3618","rebuild","lookup"
"G3618","a physical edifice","lookup"
"G3618","by extension to edify","description"
"G3618","strengthen","lookup"
"G3618","develop another person’s life through acts and words of love and encouragement","description"
"G4732","to make strong","lookup"
"G4732","(passive) to become strong","description"
"G4732","be strengthened strengthen","lookup"
"G4991","salvation","lookup"
"G6347","without strength","lookup"
"G1145","to weep","lookup"
"G1145","shed tears","lookup"
"G2805","weeping","lookup"
"G2805","crying","lookup"
"G6443","to weep","lookup"
"G8016","a place of weeping","description"
"G7351","contempt","lookup"
"G7352","contempt","lookup"
"G7353","a contemptible thing","lookup"
"G0571","unbelieving","lookup"
"G0571","lacking in trust","lookup"
"G0571","doubting","lookup"
"G0571","as a noun an unbeliever or outsider","description"
"G0571","one who does not believe the Gospel","description"
"G0639","to be puzzled","lookup"
"G0639","at a loss","lookup"
"G0639","in wonder","lookup"
"G1280","to be perplexed","lookup"
"G1280","puzzled","lookup"
"G1280","in wonder","lookup"
"G1365","to doubt","lookup"
"G3349","to worry about","lookup"
"G3349","be anxious","lookup"
"G3843","surely","lookup"
"G3843","certainly","lookup"
"G3843","by all possible means","description"
"G3843","quite","lookup"
"G3874","encouragement","lookup"
"G3874","comfort","lookup"
"G3874","consolation","lookup"
"G3874","appeal","lookup"
"G3875","counselor","lookup"
"G3875","counsellor","lookup"
"G3888","to comfort","lookup"
"G3888","encourage","lookup"
"G3888","console","lookup"
"G3889","comfort","lookup"
"G3889","consolation","lookup"
"G3890","comfort","lookup"
"G3890","consolation","lookup"
"G3890","encouragement","lookup"
"G3931","comfort","lookup"
"G8618","comforting","lookup"
"G8619","a comforter","lookup"
"G3552","to be unhealthy","lookup"
"G3552","ill sick","lookup"
"G7114","craving","lookup"
"G8013","to crave for strange food","description"
"G1757","(passive) to be blessed","description"
"G3106","to call blessed","lookup"
"G3106","to consider blessed bless","description"
"G3107","blessed (receiving God’s favor)","description"
"G3108","blessedness","lookup"
"G3108","joy","lookup"
"G5486","gracious gift","lookup"
"G5486","see also G5485","lookup"
"G5487","to give graciously","lookup"
"G5487","to show acts of kindness by freely giving","description"
"G5487","(n.) one highly favored","description"
"G5487","see also G5485 favor","description"
"G6050","to bless","lookup"
"G8231","most blessed","lookup"
"G0746","beginning","lookup"
"G0746","origin","lookup"
"G0746","first","lookup"
"G0746","ruler","lookup"
"G0746","power","lookup"
"G0746","authority","lookup"
"G0746","position of authority","lookup"
"G0746","domain","lookup"
"G1414","to be able","lookup"
"G1414","powerful","lookup"
"G1414","strong","lookup"
"G1415","possible (based on power)","description"
"G1415","powerful","lookup"
"G1415","able","lookup"
"G1415","the Mighty One","lookup"
"G1753","working","lookup"
"G1753","power","lookup"
"G1753","energy","lookup"
"G1756","evident","lookup"
"G1850","to have power over","description"
"G1850","(passive) to be mastered","description"
"G2739","(act.) to scorch","lookup"
"G2739","burn","lookup"
"G2739","(passive) to be scorched","description"
"G2739","seared","lookup"
"G2888","(plural) powers of the world","description"
"G3175","great man","lookup"
"G3175","prince","lookup"
"G3175","high official","lookup"
"G6975","be in power","lookup"
"G7027","to have power over","description"
"G8156","power of speech","lookup"
"G0747","author","lookup"
"G0747","originator","lookup"
"G0747","founder","lookup"
"G0747","leader","lookup"
"G0747","ruler","lookup"
"G0758","ruler","lookup"
"G0758","leader","lookup"
"G0758","official","lookup"
"G0831","to have authority over","description"
"G0922","burden","lookup"
"G0922","weight","lookup"
"G0922","this can refer either to difficulty or importance","description"
"G1291","(middle) to give orders","description"
"G1291","command","lookup"
"G1291","authorize","lookup"
"G1291","(passive) what was commanded","description"
"G1299","(active/middle) to command","lookup"
"G1299","order","lookup"
"G1299","direct","lookup"
"G1299","(passive) to be required","description"
"G1299","ordered","lookup"
"G1299","put into effect","lookup"
"G1413","ruler","lookup"
"G1413","sovereign","lookup"
"G1413","(court) official","lookup"
"G2003","command","lookup"
"G2003","order","lookup"
"G2003","authority","lookup"
"G2715","to exercise authority over rule","description"
"G2963","authority","lookup"
"G2963","dominion","lookup"
"G2963","power","lookup"
"G2963","lordship","lookup"
"G4173","city official","lookup"
"G4173","formally","lookup"
"G4173","politarch magistrate","lookup"
"G5242","to govern","lookup"
"G5242","have authority","lookup"
"G5242","to be better than","description"
"G5242","transcend","lookup"
"G5242","(n.) surpassing greatness higher","description"
"G5247","authority","lookup"
"G5247","superiority","lookup"
"G0932","kingdom","lookup"
"G0932","kingship","lookup"
"G0932","royal rule","lookup"
"G2634","to lord it over","description"
"G2634","gain dominion over","lookup"
"G2634","master","lookup"
"G2961","to lord over","lookup"
"G2961","be master of","lookup"
"G2961","have authority over","lookup"
"G2961","one who rules or exercises authority","description"
"G2961","note in some contexts there is an implication that the authority exercised is harsh","description"
"G1504","image","lookup"
"G1504","likeness","lookup"
"G1504","portrait","lookup"
"G5480","mark","lookup"
"G5480","stamp","lookup"
"G5480","image","lookup"
"G5480","idol","lookup"
"G5481","exact representation","lookup"
"G5481","reproduction","lookup"
"G3339","(passive) to be transformed","description"
"G3339","transfigured","lookup"
"G3339","changed in form transform","description"
"G3345","(act.) to transform","lookup"
"G3345","change (the form)","lookup"
"G3345","(middle) to masquerade","lookup"
"G3345","disguise (oneself)","lookup"
"G5122","named","lookup"
"G3576","slow to learn","lookup"
"G3576","lazy","lookup"
"G3576","sluggish","lookup"
"G3636","lazy","lookup"
"G3636","idle","lookup"
"G3636","not active","lookup"
"G3636","troublesome","lookup"
"G8474","slothful","lookup"
"G0871","(passive) to be like","description"
"G0871","similar","lookup"
"G1482","- national (ethnic)","lookup"
"G1482","i.e. (specially) a Gentile","description"
"G1483","like a Gentile","lookup"
"G1483","-like a pagan","lookup"
"G21422","such-like","lookup"
"G2465","like an angel angelic","description"
"G3663","like","lookup"
"G3663","of the same quality or kind of desires","description"
"G3664","- similar (in appearance or character)","description"
"G3665","similarity","lookup"
"G3665","likeness","lookup"
"G3667","likeness","lookup"
"G3667","looking like","lookup"
"G3667","image","lookup"
"G3667","form","lookup"
"G3667","appearance","lookup"
"G3669","likeness","lookup"
"G3946","like","lookup"
"G3946","similar","lookup"
"G4833","(passive) to becomemake like","description"
"G4833","be conformed to","lookup"
"G5616","like","lookup"
"G5616","as","lookup"
"G5616","about (an approximation)","lookup"
"G6530","a lion-like person","lookup"
"G7813","nut-like","lookup"
"G8159","like a covered chariot","description"
"G0581","to die","lookup"
"G0599","to die (in a literal or figuratively sense)","description"
"G0599","to be about to die","description"
"G0599","be mortal","lookup"
"G2253","half dead","lookup"
"G2288","death","lookup"
"G2289","to put to death","description"
"G2289","kill","lookup"
"G2348","(perfect) to have died","description"
"G2348","be deaddie","lookup"
"G2837","(passive) to fall asleep","description"
"G2837","sleep","lookup"
"G2837","die","lookup"
"G2966","dead body","lookup"
"G2966","corpse","lookup"
"G3498","dead (can be used physically or figuratively, of both persons and things)","description"
"G3498","(n.) dead person","lookup"
"G3498","corpse","lookup"
"G3499","(act.) to put to death","description"
"G3499","(passive) to be as good as dead kill","description"
"G3500","death","lookup"
"G3500","deadness","lookup"
"G4430","dead body","lookup"
"G4430","carcass","lookup"
"G4430","corpse","lookup"
"G5053","to die","lookup"
"G0069","to keep awake","lookup"
"G0069","keep alert","lookup"
"G0101","to be impossible","lookup"
"G0120","to be discouraged","lookup"
"G0120","lose heart","lookup"
"G0198","to find out exactly","description"
"G0416","to be moved by the wind","description"
"G0433","to be fitting","lookup"
"G0433","proper","lookup"
"G0433","to do one’s duty","description"
"G0445","to be proconsul","lookup"
"G0480","to be an opponent","description"
"G0480","in conflict","lookup"
"G0548","- to be away","lookup"
"G0566","to receive (in full)","description"
"G0566","to be distant","lookup"
"G0566","(middle) to abstain","lookup"
"G0566","avoid","lookup"
"G0567","refrain-","lookup"
"G0568G","to be distant","lookup"
"G0691","to be idle","lookup"
"G0691","grow weary","lookup"
"G0757","- to be first (in political rank or power)","description"
"G0764","to do ungodly acts","description"
"G0764","act impiously","lookup"
"G0790","to be homeless","lookup"
"G0790","a vagabond","lookup"
"G0812","to be idle","lookup"
"G0812","lazy","lookup"
"G0992","must be put","lookup"
"G1073","to be full","lookup"
"G1096","to be","lookup"
"G1096","become","lookup"
"G1096","happen","lookup"
"G1096","to come into existence","description"
"G1096","be born. It is used in certain contexts to introduce a new section or paragraph in a narrative in Hebrew narrative style and then","description"
"G1096","and it came to pass","description"
"G1130","to be naked","lookup"
"G1139","to be demon-possessed","lookup"
"G1163","it is a must","description"
"G1163","it is necessary (one should, ought)","description"
"G1259","to become reconciled","lookup"
"G1278","to be greatly disturbed","description"
"G1278","troubled","lookup"
"G1278","annoyed vexed","lookup"
"G1282","(passive) to be furious","description"
"G1316","(passive) to be separated","description"
"G1410","to be able","lookup"
"G1480","(passive) to be accustomed","description"
"G1480","required","lookup"
"G1510","- I exist (used only when emphatic)","description"
"G1553","to be away","lookup"
"G1553","absent","lookup"
"G1572","(passive) to be inflamed","description"
"G1572","have a strong desire burn","description"
"G1605","(passive) to be amazed","description"
"G1605","astonished","lookup"
"G1693","to be enraged","lookup"
"G1735","it is possible","lookup"
"G1736","to be at home","description"
"G1740","to be glorified","lookup"
"G1740","honored","lookup"
"G1751","to be inside","lookup"
"G1751","contents","lookup"
"G1754","to be at work in","description"
"G1754","to produce active","lookup"
"G1764","to be present","lookup"
"G1764","(ptcp.) the present","lookup"
"G1789","(passive) to be brought up","description"
"G1789","reared","lookup"
"G1789","trained","lookup"
"G1832","it is legal","lookup"
"G1832","it is proper","lookup"
"G1832","it is permitted","lookup"
"G1870","to be ashamed of","description"
"G1902","to be clothed with","description"
"G1952","to not have (time)","description"
"G1952","to fail to have","description"
"G20125","to be deprived of children","description"
"G2077","- be thou","lookup"
"G21401","be inundated","lookup"
"G2141","to have (financial) ability","description"
"G2141","have plenty","lookup"
"G2141","be well off","lookup"
"G21410","be white","lookup"
"G2164","to produce a good crop","description"
"G2164","be fruitful","lookup"
"G2192","(tr.) to have","lookup"
"G2192","hold","lookup"
"G2192","keep","lookup"
"G2192","(intr.) to be","lookup"
"G2204","to have great fervor","description"
"G2204","as a figurative extension something boiling or seething","description"
"G2204","not found in the NT be fervent","description"
"G2240","to come","lookup"
"G2240","to have come","lookup"
"G2240","be present","lookup"
"G2274","to be lesser","lookup"
"G2277","- let him (or it) be","description"
"G2450","to be Jewish","lookup"
"G2468","- be thou","lookup"
"G2520","to be fitting","lookup"
"G2520","(pcpl.) things that ought to be","description"
"G2520","that are proper","lookup"
"G2577H","ill","lookup"
"G2577H","to grow weary","lookup"
"G2577H","be sick","lookup"
"G2686","to deal craftily","lookup"
"G2686","to be cunning","lookup"
"G2693","(passive) to be scattered prostrate","description"
"G2749","to lay","lookup"
"G2749","lie","lookup"
"G2749","be laid","lookup"
"G2749","laid out","lookup"
"G2749","be destined","lookup"
"G2749","appointed","lookup"
"G2793","to be in danger","description"
"G2865","(act.) to bring","lookup"
"G2865","(middle) to receive (what is due)","description"
"G2865","reward","lookup"
"G2865","be repaid","lookup"
"G2929","to be clear as crystal","description"
"G2990","to keep secret","lookup"
"G2990","escape notice","lookup"
"G2990","be hidden","lookup"
"G3195","to be about to","description"
"G3195","on the point of","description"
"G3195","to be destined","lookup"
"G3195","must","lookup"
"G3195","to intend to","lookup"
"G3195","(what is) to come","description"
"G3195","the future","lookup"
"G3322","to be in the middle","description"
"G3467","to be nearsighted","lookup"
"G3489","to be shipwrecked","lookup"
"G3489","have a shipwreck","lookup"
"G3515","to be (like) a child childlike","description"
"G3873","to be present","lookup"
"G3873","ready","lookup"
"G3909","to happen to be there","description"
"G3918","to be present","lookup"
"G3918","here","lookup"
"G3918","to have come","lookup"
"G3939","to live asbe a stranger","description"
"G3939","visit","lookup"
"G3939","to migrate","lookup"
"G4020","to be a busybody","description"
"G4104","(passive) to be convinced of convince","description"
"G4176","to fulfill one’s duty","description"
"G4176","to conduct oneself","lookup"
"G4176","lead one’s life be a citizen","description"
"G4241","to be proper","lookup"
"G4241","appropriate","lookup"
"G4241","fitting","lookup"
"G4243","to be an ambassador","description"
"G4360","to be angry","lookup"
"G4360","provoked","lookup"
"G4391","to exist be formerly","description"
"G4409","to be supreme","lookup"
"G4409","first","lookup"
"G4409","have first place","lookup"
"G4433","to be or become poor","description"
"G4445","to burn with a feverbe feverish","description"
"G4449","to be red","lookup"
"G4449","the color of fire","description"
"G4583","(passive) to have a seizure to be epileptic","description"
"G4659","to look be sad","description"
"G4704","to be eager","lookup"
"G4704","make every effort","lookup"
"G4704","do one’s best","lookup"
"G4768","to be gloomy","lookup"
"G4840","to be present with","description"
"G4851","to bring together","lookup"
"G4851","to be helpful","lookup"
"G4851","be gained","lookup"
"G4851","(n.) common good","lookup"
"G4851","(imper. verb) it is good","description"
"G4851","better","lookup"
"G4851","beneficial","lookup"
"G4895","- to be in company with","description"
"G4895","i.e. present at the time","description"
"G4916","(passive) to be buried with bury","description"
"G4925","(passive) to be built up together","description"
"G4927","to be next door to adjacent","description"
"G5075","to be a tetrarch","description"
"G5198","to be healthy","lookup"
"G5198","sound","lookup"
"G5225","- to begin under (quietly)","description"
"G5225","i.e. come into existence (be present or at hand)","description"
"G5225","expletively","lookup"
"G5225","to exist (as copula or subordinate to an adjective, participle, adverb or preposition, or as an auxiliary to a principal (verb)","description"
"G5229","to become conceited","lookup"
"G5229","exalt oneself be haughty","description"
"G5252","to think too highly of oneself be haughty","description"
"G5309","to be arrogant","lookup"
"G5309","proud","lookup"
"G5431","to be careful","lookup"
"G5431","concerned","lookup"
"G5492","(passive) to be batteredbatter in a storm","description"
"G5520","to be angry","lookup"
"G5534","it should","lookup"
"G5534","it is necessary","lookup"
"G5600","- = (may, might, can, could, would, should, must, etc.; also with G1487 and its comparative, as well as with other particles) be","description"
"G5605","to suffer the pains of childbirth be in labor","description"
"G5607","- = being","lookup"
"G6023","to lose heart","lookup"
"G6023","become discouraged","lookup"
"G6028","to be greatly amazed","description"
"G6081","to fall in","lookup"
"G6081","collapse","lookup"
"G6081","be downcast","lookup"
"G6083","to be conscious of","description"
"G6083","know","lookup"
"G6108","be better","lookup"
"G6108","do good","lookup"
"G6124","be wild","lookup"
"G6131","to act as next of kin","description"
"G6131","be disinherited","lookup"
"G6141","be despised","lookup"
"G6185","be discouraged","lookup"
"G6215","be a runaway","lookup"
"G6297","be fatigued","lookup"
"G6300","be effronted","lookup"
"G6300","to have a look of effrontery","description"
"G6306","not be turned away","description"
"G6441","be without a turban","description"
"G6452","be mute","lookup"
"G6452","become deaf","lookup"
"G6461","to be estranged","lookup"
"G6542","be ill","lookup"
"G6542","infirm","lookup"
"G6589","be barren","lookup"
"G6589","childless","lookup"
"G6596","to be unfortunate","lookup"
"G6596","be in adversity","lookup"
"G6629","be unwise","lookup"
"G6656","be weighed down","lookup"
"G6772","be naked","lookup"
"G6802","be master","lookup"
"G6804","be second","lookup"
"G6893","be overawed","lookup"
"G6893","divert","lookup"
"G6948","be cloven","lookup"
"G7025","be angry","lookup"
"G7140","be torn from","lookup"
"G7223","to stand as adversary","description"
"G7223","slander","lookup"
"G7235","be pleased with","lookup"
"G7255","be related","lookup"
"G7301","be enough","lookup"
"G7303","be attached to","lookup"
"G7376","be used","lookup"
"G7405","be lenient","lookup"
"G7428","be possessed","lookup"
"G7435","be welcomed as a guest","description"
"G7518","be late","lookup"
"G7533","be approved","lookup"
"G7565","be moldy","lookup"
"G7567","be stable","lookup"
"G7576","be fragrant","lookup"
"G7589","be an enemy","lookup"
"G7618","be esteemed","lookup"
"G7619","be delicious","lookup"
"G7619","delight","lookup"
"G7635","be calm","lookup"
"G7752","be clean","lookup"
"G7767","be late","lookup"
"G7973","be arrogant","lookup"
"G7994","being easily led on","description"
"G8083","be dizzy from wine","description"
"G8128","be with child","lookup"
"G8146","be silent","lookup"
"G8147","be mute","lookup"
"G8186","be white","lookup"
"G8199","be famished","lookup"
"G8229","be irresistibly led","lookup"
"G8242","be infirm","lookup"
"G8320","be infuriated","lookup"
"G8320","cherish wrath","lookup"
"G8363","be troubled with warts","description"
"G8376","be paralyzed","lookup"
"G8422","be yellowish","lookup"
"G8463","be drunk with wine","description"
"G8466","be drunk with wine","description"
"G8468","be undone","lookup"
"G8468","set out","lookup"
"G8513","be sour","lookup"
"G8546","be straight up","lookup"
"G8642","be a bodyguard","lookup"
"G8642","run along","lookup"
"G8658","be in heat","lookup"
"G8687","be darkened","lookup"
"G8694","be in need","lookup"
"G8721","be an advantage","lookup"
"G8825","be carried by wind","description"
"G8854","be numerous","lookup"
"G8898","be first to take","description"
"G8926","be burnt through","lookup"
"G8963","be seated first","lookup"
"G8997","be reddish","lookup"
"G0189","(act of) hearing","lookup"
"G0189","what is heard","lookup"
"G1522","(passive) to be heard","description"
"G1522","listened to hear","lookup"
"G1801","to listen carefully","lookup"
"G1801","pay attention to","lookup"
"G1873","to hear","lookup"
"G1873","listen to","lookup"
"G1874","to listen to","lookup"
"G3878","to refuse to listen","description"
"G3878","ignore","lookup"
"G6354","to listen in turn","description"
"G7214","to listen to attentively","description"
"G2142","riches","lookup"
"G2933","wealth","lookup"
"G2933","possessions","lookup"
"G2933","piece of property","lookup"
"G2933","field possession","lookup"
"G3126","wealth","lookup"
"G3126","assets","lookup"
"G4149","riches","lookup"
"G4149","wealth","lookup"
"G5094","wealth","lookup"
"G5536","money","lookup"
"G5536","wealth","lookup"
"G5536","possessions","lookup"
"G0415","ruthless","lookup"
"G0415","merciless","lookup"
"G0786","unforgiving","lookup"
"G0786","not reconcilable","lookup"
"G2983","to take","lookup"
"G2983","receive","lookup"
"G2983","(passive) to be received","description"
"G2983","selected","lookup"
"G6103","incurable","lookup"
"G6345","incurable","lookup"
"G6345","irretrievable","lookup"
"G7474","incurring ridicule","lookup"
"G0331","curse","lookup"
"G0331","oath","lookup"
"G0331","one cursed","lookup"
"G0332","to bind with an oath","description"
"G0685","curse","lookup"
"G1944","cursed","lookup"
"G2616","(act.) to exploit","lookup"
"G2616","oppress","lookup"
"G2652","curse","lookup"
"G2653","to curse","lookup"
"G2671","curse","lookup"
"G2671","imprecation","lookup"
"G2672","(middle) to curse","lookup"
"G6522","to curse","lookup"
"G6522","oath","lookup"
"G6522","to make an","lookup"
"G7906","a curse","lookup"
"G4992","bringing salvation","lookup"
"G4992","saving","lookup"
"G4992","delivering","lookup"
"G0060","marketplace","lookup"
"G0060","place where the courts meet","description"
"G0832","to play the flute","description"
"G0835","to spend the night","description"
"G0835","find lodging","lookup"
"G1005","the north","lookup"
"G1037","open sea","lookup"
"G1037","the deep","lookup"
"G1206","on the following next day","description"
"G1206","on the second day","description"
"G1273","to spend the (entire) night","description"
"G1359","the twin gods Castor and Pollux","description"
"G1359","the Dioscuri","lookup"
"G1359","sons of Zeus","lookup"
"G1887","the next day","lookup"
"G1887","tomorrow","lookup"
"G1888","in the act","lookup"
"G2789","to play the harp or lyre","description"
"G2960","pertaining to the Lord","description"
"G2960","the Lord’s","lookup"
"G3303","often untranslated","lookup"
"G3303","used with other particles to show contrast on the one hand","description"
"G3303","one...or the other","lookup"
"G3547","teacher of the law","description"
"G3588","(often not translated) the","description"
"G3588","this","lookup"
"G3588","that","lookup"
"G3588","who","lookup"
"G3673","of the same trade","description"
"G3832","with one’s whole family","description"
"G3891","to violate the law","description"
"G3891","act contrary to the law","description"
"G4311","to accompany","lookup"
"G4311","escort","lookup"
"G4311","to send on one’s way","description"
"G4311","help on one’s journey","description"
"G4954","co-member of a body","description"
"G5284","to sail to the lee of","description"
"G5284","to move to the side that offers protection or shelter","description"
"G5476","to the ground","lookup"
"G5476","on the ground","lookup"
"G5496","to lead by the hand","description"
"G7680","affliction","lookup"
"G7983","to afflict grievously","lookup"
"G3835","crafty","lookup"
"G3835","clever","lookup"
"G3835","sly","lookup"
"G6063","to know","lookup"
"G6063","understand","lookup"
"G6063","perceive","lookup"
"G4982","to save","lookup"
"G5456G","voice","lookup"
"G5456G","voice","lookup"
"G5456G","sound","lookup"
"G5456G","tone","lookup"
"G5456G","noise of any kind","description"
"G5456G","by extension speaking","lookup"
"G5456G","language","lookup"
"G4336","to pray","lookup"
"G5185","blind","lookup"
"G5185","(n.) blind person","lookup"
"G1344","to justify","lookup"
"G1344","vindicate","lookup"
"G1344","declare righteous","lookup"
"G1344","to put someone in a proper relationship with another","description"
"G1344","usually referring to God’s relationship to humankind","description"
"G1344","implying a proper legal or moral relationship","description"
"G4434","poor","lookup"
"G4434","(n.) poor","lookup"
"G4434","beggar","lookup"
"G4434","a person of few resources","description"
"G4434","culturally considered oppressed","lookup"
"G4434","despised","lookup"
"G4434","and miserable. The poor in spirit are not lacking in spirit","description"
"G4434","but have the positive moral quality of humility","description"
"G4434","realizing they have nothing to offer God but are in need of his free gifts","description"
"G2323","to serve","lookup"
"G2323","to give help","lookup"
"G2323","take care of another","description"
"G2323","by extension to heal","description"
"G2323","cure","lookup"
"G2323","(passive) to be healed","description"
"G3404","to hate","lookup"
"G3404","(passive) to be hated","description"
"G3404","detestable","lookup"
"G1247","to serve","lookup"
"G1247","wait on","lookup"
"G1247","help","lookup"
"G1247","attend to","lookup"
"G1247","this often refers to spiritual and practical ministry in the Church. To wait upon tables (Act.6 2) may mean to literally help in serving food","description"
"G1247","though some believe it refers (also) to the handling of finances","description"
"G5316","(act.) to shine","lookup"
"G5316","give light","lookup"
"G5316","(middle/passive)","not applicable"
"G5316","to appear","lookup"
"G5316","be visible","lookup"
"G5316","","not applicable"
"G1189","to pray","lookup"
"G1189","ask","lookup"
"G1189","beg","lookup"
"G1189","plead","lookup"
"G4680","wise","lookup"
"G4680","expert","lookup"
"G4680","skilled","lookup"
"G4680","(n.) a person who is skilled or expert","description"
"G4680","often as a class or kind","description"
"G4680","a wise man or woman","description"
"G4506","to rescue","lookup"
"G4506","deliver","lookup"
"G0700","to please","lookup"
"G0700","accommodate","lookup"
"G5013","(act.) to humble (oneself)","description"
"G5013","lower (oneself)","lookup"
"G5013","(passive) to be humbled","description"
"G5013","brought low","lookup"
"G5013","in need","lookup"
"G0094","unjust judge","lookup"
"G3983","to be hungryhunger","lookup"
"G4204","prostitute","lookup"
"G4204","a woman who practices sexual immorality for payment","description"
"G4204","this can refer to religious unfaithfulness","description"
"G3042","hunger","lookup"
"G3042","famine","lookup"
"G3042","starvation","lookup"
"G2675","to restore","lookup"
"G2675","put in order","lookup"
"G2675","mend","lookup"
"G2675","to make complete","lookup"
"G2675","equip","lookup"
"G2675","train","lookup"
"G2675","to prepare","lookup"
"G2675","ordain","lookup"
"G5574","to lie","lookup"
"G1929","to give","lookup"
"G1929","deliver","lookup"
"G1929","hand over to","lookup"
"G1345","regulation","lookup"
"G1345","requirement","lookup"
"G1345","commandment","lookup"
"G1345","righteous act of righteousness","description"
"G2005","to finish","lookup"
"G2005","complete","lookup"
"G2005","end","lookup"
"G2005","to perfect","lookup"
"G2005","attain a goal","lookup"
"G2005","(middle) to undergo","lookup"
"G2706","to despise","lookup"
"G2706","look down on","lookup"
"G2706","scorn","lookup"
"G2706","show contempt","lookup"
"G4205","one who is sexually immoral (male or female)","description"
"G4205","in some contexts distinguished from an adulterer (1Co 6 9)sexual sinner","description"
"G5579","lie","lookup"
"G5579","falsehood","lookup"
"G5579","deception","lookup"
"G3679","to heap insults on","description"
"G3679","denounce","lookup"
"G3679","find fault","lookup"
