"strong","sense_label","gloss","note","row_type"
"G5579","III.2","lying","of persons, and as substantive , οὐ γὰρ ἐπὶ ψευδέσσι πατὴρ Ζεὺς ἔσσετ᾽ ἀρωγός ; perhaps ψεύδεσσι from ψεῦδος; ψ. φανήσεσθαι to be detected : irregular superlative ψευδίστατος","lookup"
"G5579","III.2","false","of persons, and as substantive , οὐ γὰρ ἐπὶ ψευδέσσι πατὴρ Ζεὺς ἔσσετ᾽ ἀρωγός ; perhaps ψεύδεσσι from ψεῦδος; ψ. φανήσεσθαι to be detected : irregular superlative ψευδίστατος","lookup"
"G5579","III.2","liar","of persons, and as substantive , οὐ γὰρ ἐπὶ ψευδέσσι πατὴρ Ζεὺς ἔσσετ᾽ ἀρωγός ; perhaps ψεύδεσσι from ψεῦδος; ψ. φανήσεσθαι to be detected : irregular superlative ψευδίστατος","lookup"
"G5579","III.2","in falsehood","of persons, and as substantive , οὐ γὰρ ἐπὶ ψευδέσσι πατὴρ Ζεὺς ἔσσετ᾽ ἀρωγός ; perhaps ψεύδεσσι from ψεῦδος; ψ. φανήσεσθαι to be detected : irregular superlative ψευδίστατος","lookup"
"G5579","III.2","arrant liar","of persons, and as substantive , οὐ γὰρ ἐπὶ ψευδέσσι πατὴρ Ζεὺς ἔσσετ᾽ ἀρωγός ; perhaps ψεύδεσσι from ψεῦδος; ψ. φανήσεσθαι to be detected : irregular superlative ψευδίστατος","lookup"
"G5579","III.3","falsehoods","τὰ ψευδῆ οὐ ψευδῆ λέγω","lookup"
"G5579","III.3","lies","τὰ ψευδῆ οὐ ψευδῆ λέγω","lookup"
"G5579","III.4","the monkey-market","ψευδέων ἀγορή, in . ή, ιβ, said to be a name of perhaps as being","lookup"
"G5579","III.4","villanous counterfeits of humanity.","ψευδέων ἀγορή, in . ή, ιβ, said to be a name of perhaps as being","lookup"
"G5579","II","beguiled","passive ,","lookup"
"G5579","II","deceived","passive ,","lookup"
"G5579","III","falsely","adverb ψευδῶς λέγειν ; ψ. δοξάζειν","lookup"
"G5579","III","mistakenly","adverb ψευδῶς λέγειν ; ψ. δοξάζειν","lookup"
"G5579","III","groundlessly","adverb ψευδῶς λέγειν ; ψ. δοξάζειν","lookup"
"G3679","headword","ὀνειδ-ίζω",",","headword"
"G3679","I","-ιῶ","future aorist ὠνείδισα ( Epic dialect ὀν-) : perfect ὠνείδικα :— passive , future middle ὀνειδιεῖσθε (in passive sense) : aorist ὠνειδίσθην","lookup"
"G3679","I","cast in","one's to one, usually with accusative of things et dative person , ἀλκὴν μέν μοι πρῶτον ὀνείδισας : with a relative clause instead of the accusative , Ἀγαμέμνονι.. ὀνειδίζων, ὅτι.. : with infinitive , εἴ τίς τῳ ὀ. φιλοκερδεῖ εἶναι :— passive , καὶ σχεδὸν δὴ πάντα.. οὐκ ὀρθῶς ὀνειδίζεται","lookup"
"G3679","I","teeth","one's to one, usually with accusative of things et dative person , ἀλκὴν μέν μοι πρῶτον ὀνείδισας : with a relative clause instead of the accusative , Ἀγαμέμνονι.. ὀνειδίζων, ὅτι.. : with infinitive , εἴ τίς τῳ ὀ. φιλοκερδεῖ εἶναι :— passive , καὶ σχεδὸν δὴ πάντα.. οὐκ ὀρθῶς ὀνειδίζεται","lookup"
"G3679","I","make a reproach","one's to one, usually with accusative of things et dative person , ἀλκὴν μέν μοι πρῶτον ὀνείδισας : with a relative clause instead of the accusative , Ἀγαμέμνονι.. ὀνειδίζων, ὅτι.. : with infinitive , εἴ τίς τῳ ὀ. φιλοκερδεῖ εἶναι :— passive , καὶ σχεδὸν δὴ πάντα.. οὐκ ὀρθῶς ὀνειδίζεται","lookup"
"G3679","I","make a reproach","one's to one, usually with accusative of things et dative person , ἀλκὴν μέν μοι πρῶτον ὀνείδισας : with a relative clause instead of the accusative , Ἀγαμέμνονι.. ὀνειδίζων, ὅτι.. : with infinitive , εἴ τίς τῳ ὀ. φιλοκερδεῖ εἶναι :— passive , καὶ σχεδὸν δὴ πάντα.. οὐκ ὀρθῶς ὀνειδίζεται","lookup"
"G3679","I","to be made a reproach","one's to one, usually with accusative of things et dative person , ἀλκὴν μέν μοι πρῶτον ὀνείδισας : with a relative clause instead of the accusative , Ἀγαμέμνονι.. ὀνειδίζων, ὅτι.. : with infinitive , εἴ τίς τῳ ὀ. φιλοκερδεῖ εἶναι :— passive , καὶ σχεδὸν δὴ πάντα.. οὐκ ὀρθῶς ὀνειδίζεται","lookup"
"G3679","II","reproach","without accusative of things ,","lookup"
"G3679","II","upbraid","without accusative of things ,","lookup"
"G3679","II.1","","with dative person ,","lookup"
"G3679","II.2","chide","with accusative person , ; τοιαῦτ᾽ ὀνειδίζεις με thus me, ; also ἐπειδὴ.. τυφλόν μ᾽ ὠνείδισας (i.e. ὄντα) me being blind, :— passive , ἔκ τινων","lookup"
"G3679","II.2","reproach","with accusative person , ; τοιαῦτ᾽ ὀνειδίζεις με thus me, ; also ἐπειδὴ.. τυφλόν μ᾽ ὠνείδισας (i.e. ὄντα) me being blind, :— passive , ἔκ τινων","lookup"
"G3679","II.2","dost thou reproach","with accusative person , ; τοιαῦτ᾽ ὀνειδίζεις με thus me, ; also ἐπειδὴ.. τυφλόν μ᾽ ὠνείδισας (i.e. ὄντα) me being blind, :— passive , ἔκ τινων","lookup"
"G3679","II.2","didstreproach","with accusative person , ; τοιαῦτ᾽ ὀνειδίζεις με thus me, ; also ἐπειδὴ.. τυφλόν μ᾽ ὠνείδισας (i.e. ὄντα) me being blind, :— passive , ἔκ τινων","lookup"
"G3679","II.2","with","with accusative person , ; τοιαῦτ᾽ ὀνειδίζεις με thus me, ; also ἐπειδὴ.. τυφλόν μ᾽ ὠνείδισας (i.e. ὄντα) me being blind, :— passive , ἔκ τινων","lookup"
"G3679","II.2","to be reproached","with accusative person , ; τοιαῦτ᾽ ὀνειδίζεις με thus me, ; also ἐπειδὴ.. τυφλόν μ᾽ ὠνείδισας (i.e. ὄντα) me being blind, :— passive , ἔκ τινων","lookup"
"G3679","II.2","with..","with accusative person , ; τοιαῦτ᾽ ὀνειδίζεις με thus me, ; also ἐπειδὴ.. τυφλόν μ᾽ ὠνείδισας (i.e. ὄντα) me being blind, :— passive , ἔκ τινων","lookup"
"G1110","headword","γνωστός",", ή, όν,","headword"
"G1110","I","known","collateral form of γνωτός (which see), , ; γνωστόν, τό, , τινός adverb -τῶς ,","lookup"
"G1110","I","common knowledge","collateral form of γνωτός (which see), , ; γνωστόν, τό, , τινός adverb -τῶς ,","lookup"
"G1110","I","clearly","collateral form of γνωτός (which see), , ; γνωστόν, τό, , τινός adverb -τῶς ,","lookup"
"G1110","I.2","knowable",", ; γνωστὰ σαρκός bodily (of anger),","lookup"
"G1110","I.2","symptoms",", ; γνωστὰ σαρκός bodily (of anger),","lookup"
"G1110","II","notables","plural , as substantive , ={γνώριμοι}, , ;","lookup"
"G1110","II","acquaintance","plural , as substantive , ={γνώριμοι}, , ;","lookup"
"G1110","II","friend","plural , as substantive , ={γνώριμοι}, , ;","lookup"
"G1110","III","knowing","active , , uncertain in","lookup"
"G0483","headword","ἀντιλέγω",",","headword"
"G0483","I","speak against",": future ἀντιλέξω: aorist ἀντέλεξα perfect ἀντείρηκα: future passive ἀντειρήσομαι:— τινί; ὑπὲρ τῶν δικαίων —often followed by a dependent clause, ἀ. ὡς.. or that.., χρησμοῖσι οὐκ ἔχω ἀντιλέγειν ὡς οὐκ εἰσὶ ἀληθέες infinitive , ἀ. ποιήσειν ταῦτα, ἤν.. that they will.., if..,","lookup"
"G0483","I","gainsay",": future ἀντιλέξω: aorist ἀντέλεξα perfect ἀντείρηκα: future passive ἀντειρήσομαι:— τινί; ὑπὲρ τῶν δικαίων —often followed by a dependent clause, ἀ. ὡς.. or that.., χρησμοῖσι οὐκ ἔχω ἀντιλέγειν ὡς οὐκ εἰσὶ ἀληθέες infinitive , ἀ. ποιήσειν ταῦτα, ἤν.. that they will.., if..,","lookup"
"G0483","I","contradict",": future ἀντιλέξω: aorist ἀντέλεξα perfect ἀντείρηκα: future passive ἀντειρήσομαι:— τινί; ὑπὲρ τῶν δικαίων —often followed by a dependent clause, ἀ. ὡς.. or that.., χρησμοῖσι οὐκ ἔχω ἀντιλέγειν ὡς οὐκ εἰσὶ ἀληθέες infinitive , ἀ. ποιήσειν ταῦτα, ἤν.. that they will.., if..,","lookup"
"G0483","I","declare in opposition",": future ἀντιλέξω: aorist ἀντέλεξα perfect ἀντείρηκα: future passive ἀντειρήσομαι:— τινί; ὑπὲρ τῶν δικαίων —often followed by a dependent clause, ἀ. ὡς.. or that.., χρησμοῖσι οὐκ ἔχω ἀντιλέγειν ὡς οὐκ εἰσὶ ἀληθέες infinitive , ἀ. ποιήσειν ταῦτα, ἤν.. that they will.., if..,","lookup"
"G0483","I","answer",": future ἀντιλέξω: aorist ἀντέλεξα perfect ἀντείρηκα: future passive ἀντειρήσομαι:— τινί; ὑπὲρ τῶν δικαίων —often followed by a dependent clause, ἀ. ὡς.. or that.., χρησμοῖσι οὐκ ἔχω ἀντιλέγειν ὡς οὐκ εἰσὶ ἀληθέες infinitive , ἀ. ποιήσειν ταῦτα, ἤν.. that they will.., if..,","lookup"
"G0483","I","to reply",": future ἀντιλέξω: aorist ἀντέλεξα perfect ἀντείρηκα: future passive ἀντειρήσομαι:— τινί; ὑπὲρ τῶν δικαίων —often followed by a dependent clause, ἀ. ὡς.. or that.., χρησμοῖσι οὐκ ἔχω ἀντιλέγειν ὡς οὐκ εἰσὶ ἀληθέες infinitive , ἀ. ποιήσειν ταῦτα, ἤν.. that they will.., if..,","lookup"
"G0483","I.2","tell","with accusative of things , ἴσ᾽ ἀντιλέξαι; μῦθον ἀ. τινί one tale another, :— passive , ; of a place, ὑπό τινος ἀντιλεγόμενον ; πρὸς τὰ ἀντειρημένα κτλ., title of work by Chrysippus, ; τόπος ἀντιλλεγόμενος (sic) ; of the genuineness of literary works,","lookup"
"G0483","I.2","in reply to","with accusative of things , ἴσ᾽ ἀντιλέξαι; μῦθον ἀ. τινί one tale another, :— passive , ; of a place, ὑπό τινος ἀντιλεγόμενον ; πρὸς τὰ ἀντειρημένα κτλ., title of work by Chrysippus, ; τόπος ἀντιλλεγόμενος (sic) ; of the genuineness of literary works,","lookup"
"G0483","I.2","to be disputed","with accusative of things , ἴσ᾽ ἀντιλέξαι; μῦθον ἀ. τινί one tale another, :— passive , ; of a place, ὑπό τινος ἀντιλεγόμενον ; πρὸς τὰ ἀντειρημένα κτλ., title of work by Chrysippus, ; τόπος ἀντιλλεγόμενος (sic) ; of the genuineness of literary works,","lookup"
"G0483","I.2","questioned","with accusative of things , ἴσ᾽ ἀντιλέξαι; μῦθον ἀ. τινί one tale another, :— passive , ; of a place, ὑπό τινος ἀντιλεγόμενον ; πρὸς τὰ ἀντειρημένα κτλ., title of work by Chrysippus, ; τόπος ἀντιλλεγόμενος (sic) ; of the genuineness of literary works,","lookup"
"G0483","I.2","counter-claimed","with accusative of things , ἴσ᾽ ἀντιλέξαι; μῦθον ἀ. τινί one tale another, :— passive , ; of a place, ὑπό τινος ἀντιλεγόμενον ; πρὸς τὰ ἀντειρημένα κτλ., title of work by Chrysippus, ; τόπος ἀντιλλεγόμενος (sic) ; of the genuineness of literary works,","lookup"
"G0483","I.2","points in dispute","with accusative of things , ἴσ᾽ ἀντιλέξαι; μῦθον ἀ. τινί one tale another, :— passive , ; of a place, ὑπό τινος ἀντιλεγόμενον ; πρὸς τὰ ἀντειρημένα κτλ., title of work by Chrysippus, ; τόπος ἀντιλλεγόμενος (sic) ; of the genuineness of literary works,","lookup"
"G0483","I.2","to be disputed","with accusative of things , ἴσ᾽ ἀντιλέξαι; μῦθον ἀ. τινί one tale another, :— passive , ; of a place, ὑπό τινος ἀντιλεγόμενον ; πρὸς τὰ ἀντειρημένα κτλ., title of work by Chrysippus, ; τόπος ἀντιλλεγόμενος (sic) ; of the genuineness of literary works,","lookup"
"G0483","I.3","speak in opposition","absolutely ,","lookup"
"G0483","I.3","the opponent","absolutely ,","lookup"
"G1702","headword","ἐμπαίζω",",","headword"
"G1702","I","-ξομαι","future perfect ἐμπέπαιχα:— , τινί :— passive , ψυχὴ ὑπό.. σωμάτων καὶ πραγμάτων ἐμπαιζομένη","lookup"
"G1702","I","mock at","future perfect ἐμπέπαιχα:— , τινί :— passive , ψυχὴ ὑπό.. σωμάτων καὶ πραγμάτων ἐμπαιζομένη","lookup"
"G1702","I","mock","future perfect ἐμπέπαιχα:— , τινί :— passive , ψυχὴ ὑπό.. σωμάτων καὶ πραγμάτων ἐμπαιζομένη","lookup"
"G1702","I.2","","euphemistic in mal. participle ,","lookup"
"G1702","I.3","to be deluded","passive , ; , of the revenues,","lookup"
"G1702","I.3","to be defrauded","passive , ; , of the revenues,","lookup"
"G1702","II","sport in","or , ὡς νεβρὸς χλοεραῖς ἐ. λείμακος ἡδοναῖς ; τοῖς χοροῖσιν ἐ. the dance,","lookup"
"G1702","II","on","or , ὡς νεβρὸς χλοεραῖς ἐ. λείμακος ἡδοναῖς ; τοῖς χοροῖσιν ἐ. the dance,","lookup"
"G1702","II","to sport in","or , ὡς νεβρὸς χλοεραῖς ἐ. λείμακος ἡδοναῖς ; τοῖς χοροῖσιν ἐ. the dance,","lookup"
"G4537","headword","σαλπ-ίζω",",","headword"
"G4537","I","-ιῶ","future : aorist ἐσάλπιγξα ; Epic dialect σάλπιγξα (see. below):—later, future σαλπίσω : aorist ἐσάλπισα passive , perfect σεσάλπιγκται (περι-) Eudamidas cited in :— is Tarentine, ; Attic dialect , cited in ; Boeotian dialect , :— , σάλπιγξι ῥυθμοὺς σ. heaven around, when ,","lookup"
"G4537","I","σαλπίσσω","future : aorist ἐσάλπιγξα ; Epic dialect σάλπιγξα (see. below):—later, future σαλπίσω : aorist ἐσάλπισα passive , perfect σεσάλπιγκται (περι-) Eudamidas cited in :— is Tarentine, ; Attic dialect , cited in ; Boeotian dialect , :— , σάλπιγξι ῥυθμοὺς σ. heaven around, when ,","lookup"
"G4537","I","σαλπίττω","future : aorist ἐσάλπιγξα ; Epic dialect σάλπιγξα (see. below):—later, future σαλπίσω : aorist ἐσάλπισα passive , perfect σεσάλπιγκται (περι-) Eudamidas cited in :— is Tarentine, ; Attic dialect , cited in ; Boeotian dialect , :— , σάλπιγξι ῥυθμοὺς σ. heaven around, when ,","lookup"
"G4537","I","σαλπίδδω","future : aorist ἐσάλπιγξα ; Epic dialect σάλπιγξα (see. below):—later, future σαλπίσω : aorist ἐσάλπισα passive , perfect σεσάλπιγκται (περι-) Eudamidas cited in :— is Tarentine, ; Attic dialect , cited in ; Boeotian dialect , :— , σάλπιγξι ῥυθμοὺς σ. heaven around, when ,","lookup"
"G4537","I","sound the trumpet","future : aorist ἐσάλπιγξα ; Epic dialect σάλπιγξα (see. below):—later, future σαλπίσω : aorist ἐσάλπισα passive , perfect σεσάλπιγκται (περι-) Eudamidas cited in :— is Tarentine, ; Attic dialect , cited in ; Boeotian dialect , :— , σάλπιγξι ῥυθμοὺς σ. heaven around, when ,","lookup"
"G4537","I","trumpeted","future : aorist ἐσάλπιγξα ; Epic dialect σάλπιγξα (see. below):—later, future σαλπίσω : aorist ἐσάλπισα passive , perfect σεσάλπιγκται (περι-) Eudamidas cited in :— is Tarentine, ; Attic dialect , cited in ; Boeotian dialect , :— , σάλπιγξι ῥυθμοὺς σ. heaven around, when ,","lookup"
"G4537","I","the trumpet sounded","future : aorist ἐσάλπιγξα ; Epic dialect σάλπιγξα (see. below):—later, future σαλπίσω : aorist ἐσάλπισα passive , perfect σεσάλπιγκται (περι-) Eudamidas cited in :— is Tarentine, ; Attic dialect , cited in ; Boeotian dialect , :— , σάλπιγξι ῥυθμοὺς σ. heaven around, when ,","lookup"
"G4537","I.2","proclaim","with accusative , ἡμέραν σ. day, of the cock,","lookup"
"G4537","I.2","announce","with accusative , ἡμέραν σ. day, of the cock,","lookup"
"G0048","headword","ἁγνίζω",",","headword"
"G0048","I","wash off","future ῐῶ (ἀφ-) : perfect ἥγνικα: (ἁγνός): — , especially by water (τὸ πῦρ καθαίρει.. τὸ ὕδωρ ἁγνίζει","lookup"
"G0048","I","cleanse away","future ῐῶ (ἀφ-) : perfect ἥγνικα: (ἁγνός): — , especially by water (τὸ πῦρ καθαίρει.. τὸ ὕδωρ ἁγνίζει","lookup"
"G0048","I.2","cleanse",", χέρας σὰς ἁγνίσας μιάσματος:— middle , ,:— passive , ἁγνίσθητι","lookup"
"G0048","I.2","purify",", χέρας σὰς ἁγνίσας μιάσματος:— middle , ,:— passive , ἁγνίσθητι","lookup"
"G0048","I.2","purify oneself",", χέρας σὰς ἁγνίσας μιάσματος:— middle , ,:— passive , ἁγνίσθητι","lookup"
"G0048","I.3","purify","especially ἁ. τὸν θανόντα the dead , :— passive , σώμαθ᾽ ἡγνίσθη πυρί","lookup"
"G0048","I.3","by fire","especially ἁ. τὸν θανόντα the dead , :— passive , σώμαθ᾽ ἡγνίσθη πυρί","lookup"
"G0048","I.4","sacrifice",",","lookup"
"G0048","I.5","hallow",",","lookup"
"G0048","I.5","consecrate",",","lookup"
"G0048","I.6","burn up",",","lookup"
"G0048","I.6","consume",",","lookup"
"G3431","headword","μοιχ-εύω",",","headword"
"G3431","I","commit adultery with","a woman, her, with accusative , :— passive , of the woman,","lookup"
"G3431","I","debauch","a woman, her, with accusative , :— passive , of the woman,","lookup"
"G3431","I.2","worship idolatrously","metaphorically , , τὸ ξύλον καὶ τὸν λίθον","lookup"
"G3431","II","commit adultery","intransitive , ,","lookup"
"G3431","III","shall","metaphorically , in future middle (in passive sense), οὐ μοιχεύσεταί μου τὰ φιλήματα her kisses not from me,","lookup"
"G3431","III","be adulterously stolen","metaphorically , in future middle (in passive sense), οὐ μοιχεύσεταί μου τὰ φιλήματα her kisses not from me,","lookup"
"G1295","headword","διασῴζω",",","headword"
"G1295","I","preserve through","a danger, of persons, Ἀπόλλωνα δ. κατακρύψασα :— middle , τὰ πλείστου ἄξια :— passive , ; τοὺς διασωθέντας ; διασῴζεσθαι ἐς.. or πρός.. to a place, ; from illness,","lookup"
"G1295","I","save for oneself","a danger, of persons, Ἀπόλλωνα δ. κατακρύψασα :— middle , τὰ πλείστου ἄξια :— passive , ; τοὺς διασωθέντας ; διασῴζεσθαι ἐς.. or πρός.. to a place, ; from illness,","lookup"
"G1295","I","come safe through","a danger, of persons, Ἀπόλλωνα δ. κατακρύψασα :— middle , τὰ πλείστου ἄξια :— passive , ; τοὺς διασωθέντας ; διασῴζεσθαι ἐς.. or πρός.. to a place, ; from illness,","lookup"
"G1295","I","to come safe","a danger, of persons, Ἀπόλλωνα δ. κατακρύψασα :— middle , τὰ πλείστου ἄξια :— passive , ; τοὺς διασωθέντας ; διασῴζεσθαι ἐς.. or πρός.. to a place, ; from illness,","lookup"
"G1295","I","recover","a danger, of persons, Ἀπόλλωνα δ. κατακρύψασα :— middle , τὰ πλείστου ἄξια :— passive , ; τοὺς διασωθέντας ; διασῴζεσθαι ἐς.. or πρός.. to a place, ; from illness,","lookup"
"G1295","II","preserve","of things, ἀνδρὶ τἀμὰ δ. λέχη.. ; :— middle , εὐδαιμονίαν, εὐτυχίαν,","lookup"
"G1295","II","maintain","of things, ἀνδρὶ τἀμὰ δ. λέχη.. ; :— middle , εὐδαιμονίαν, εὐτυχίαν,","lookup"
"G1295","II","keep in memory","of things, ἀνδρὶ τἀμὰ δ. λέχη.. ; :— middle , εὐδαιμονίαν, εὐτυχίαν,","lookup"
"G1295","II","preserve for oneself","of things, ἀνδρὶ τἀμὰ δ. λέχη.. ; :— middle , εὐδαιμονίαν, εὐτυχίαν,","lookup"
"G1295","II","retain","of things, ἀνδρὶ τἀμὰ δ. λέχη.. ; :— middle , εὐδαιμονίαν, εὐτυχίαν,","lookup"
"G3170","headword","μεγᾰλύνω",",","headword"
"G3170","I","make great","future μεγαλῠνῶ aorist ἐμεγάλυνα:— passive , future -υνθήσομαι: aorist -ύνθην: perfect participle μεμεγαλυμμένος : (μέγας):— or , τοὺς πολεμίους — passive , μεγαλύνεσθαι ἐκτῶν συμβαινόντων by..,","lookup"
"G3170","I","powerful","future μεγαλῠνῶ aorist ἐμεγάλυνα:— passive , future -υνθήσομαι: aorist -ύνθην: perfect participle μεμεγαλυμμένος : (μέγας):— or , τοὺς πολεμίους — passive , μεγαλύνεσθαι ἐκτῶν συμβαινόντων by..,","lookup"
"G3170","I","exalt","future μεγαλῠνῶ aorist ἐμεγάλυνα:— passive , future -υνθήσομαι: aorist -ύνθην: perfect participle μεμεγαλυμμένος : (μέγας):— or , τοὺς πολεμίους — passive , μεγαλύνεσθαι ἐκτῶν συμβαινόντων by..,","lookup"
"G3170","I","gain great glory","future μεγαλῠνῶ aorist ἐμεγάλυνα:— passive , future -υνθήσομαι: aorist -ύνθην: perfect participle μεμεγαλυμμένος : (μέγας):— or , τοὺς πολεμίους — passive , μεγαλύνεσθαι ἐκτῶν συμβαινόντων by..,","lookup"
"G3170","II","make great by word",", τὸ ὄνομά τινος , [same places]:— middle , , περί τινος ; γέννα in point of birth,","lookup"
"G3170","II","extol",", τὸ ὄνομά τινος , [same places]:— middle , , περί τινος ; γέννα in point of birth,","lookup"
"G3170","II","magnify",", τὸ ὄνομά τινος , [same places]:— middle , , περί τινος ; γέννα in point of birth,","lookup"
"G3170","II","boast oneself",", τὸ ὄνομά τινος , [same places]:— middle , , περί τινος ; γέννα in point of birth,","lookup"
"G3170","II.2","magnify",",","lookup"
"G3170","II.2","exaggerate",",","lookup"
"G0299","headword","ἄμωμος",", ον,","headword"
"G0299","I","blameless","; εἶδος ἄ.","lookup"
"G0299","I","without blemish","; εἶδος ἄ.","lookup"
"G0299","I.2","unblemished","of victims, etc.,","lookup"
"G0299","I.3","unimpaired","ὑγίεια","lookup"
"G0299","I.3","perfect","ὑγίεια","lookup"
"G1818","headword","ἐξᾰπᾰτάω",",","headword"
"G1818","I","-απατηθήσομαι","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G1818","I","deceive","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G1818","I","beguile","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G1818","I","deceive thoroughly","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G1818","I","seduce","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G1818","I","in","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G1818","I","swindling tricks","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G1818","I","cheat","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G1818","I","into believing","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G1818","I","beguile","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G1818","I","assuage","Epic dialect iterative ἐξαπάτασκον :— passive , future ; but -απατήσομαι in passive sense, :— or εἴτινά που.. ἔτι ἔλπεται ἐξαπατήσειν ; a woman, a thing, ; περὶ σαυτὸν ποιεῖσθαι.. ἐφ᾽ οἷς ἐξαπατᾷς ἔλεον surround yourself with compassion for your ; ἐ. τινὰ ὡς.. him that.., ; ἐ. νόσον or it, :— passive , ὡς ἐξαπατηθείς :— middle like active , false reading in","lookup"
"G4267","headword","προγιγνώσκω",",","headword"
"G4267","I","προγεωργ-γῑνώσκω","Ionic dialect and later : future -γνώσομαι: Epic dialect aorist infinitive προγνώμεναι :— or τι [same place]; τὰ στοιχεῖα :—in Medicine texts, τά τε παρεόντα καὶ τὰ προγεγονότα καὶ τὰ μέλλοντα ἔσεσθαι","lookup"
"G4267","I","know","Ionic dialect and later : future -γνώσομαι: Epic dialect aorist infinitive προγνώμεναι :— or τι [same place]; τὰ στοιχεῖα :—in Medicine texts, τά τε παρεόντα καὶ τὰ προγεγονότα καὶ τὰ μέλλοντα ἔσεσθαι","lookup"
