"strong","related_strong","related_form","related_transliteration","related_gloss","status"
"H8081","H4924C","מַשְׁמָן","mash.man","fat piece","ok"
"H8081","H4925","מִשְׁמַנָּה","mish.man.nah","Mishmannah","ok"
"H8081","H8080","שָׁמֵן","sha.men","to grow fat","ok"
"H8081","H8082","שָׁמֵן","sha.men","rich","ok"
"H8085G","H2045","הַשְׁמָעוּת","hash.ma.ut","report","ok"
"H8085G","H3458G","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085G","H3458H","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085G","H3458I","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085G","H3458J","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085G","H3458K","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085G","H3458L","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085G","H3459","יִשְׁמְעֵאלִי","yish.me.e.li","Ishmaelite","ok"
"H8085G","H3460G","יִשְׁמַעְיָ֫הוּ","yish.ma.ya.hu","Ishmaiah","ok"
"H8085G","H3460H","יִשְׁמַעְיָ֫הוּ","yish.ma.ya.hu","Ishmaiah","ok"
"H8085G","H4926","מִשְׁמָע","mish.ma","hearing","ok"
"H8085G","H4927G","מִשְׁמָע","mish.ma","Mishma","ok"
"H8085G","H4927H","מִשְׁמָע","mish.ma","Mishma","ok"
"H8085G","H4928","מִשְׁמַ֫עַת","mish.ma.at","guard","ok"
"H8085G","H8051G","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085G","H8051H","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085G","H8051I","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085G","H8051J","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085G","H8052","שְׁמוּעָה","she.mu.ah","tidings","ok"
"H8085G","H8085H","שָׁמַע","sha.ma","to hear: obey","ok"
"H8085G","H8085I","שָׁמַע","sha.ma","to hear: proclaim","ok"
"H8085G","H8085J","שָׁמַע","sha.ma","to hear: understand","ok"
"H8085G","H8085K","שָׁמַע","sha.ma","to hear: judge","ok"
"H8085G","H8085L","שָׁמַע","sha.ma","to hear: welcome","ok"
"H8085G","H8086","שְׁמַע","she.ma","to hear","ok"
"H8085G","H8087G","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085G","H8087H","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085G","H8087I","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085G","H8087J","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085G","H8088A","שֶׁ֫מַע","she.ma","sound","ok"
"H8085G","H8088B","שֵׁ֫מַע","she.ma","report","ok"
"H8085G","H8089","שֹׁ֫מַע","sho.ma","report","ok"
"H8085G","H8090","שְׁמַע","she.ma","Shema","ok"
"H8085G","H8091","שָׁמָע","sha.ma","Shama","ok"
"H8085G","H8092G","שִׁמְעָא","shim.a","Shimea","ok"
"H8085G","H8092H","שִׁמְעָא","shim.a","Shimea","ok"
"H8085G","H8092I","שִׁמְעָא","shim.a","Shimea","ok"
"H8085G","H8092J","שִׁמְעָא","shim.a","Shimea","ok"
"H8085G","H8093","שִׁמְעָה","shim.ah","Shimeah","ok"
"H8085G","H8094","שְׁמָעָה","she.ma.ah","Shemaah","ok"
"H8085G","H8095G","שִׁמְעוֹן","shim.on","Simeon","ok"
"H8085G","H8095H","שִׁמְעוֹן","shim.on","Shimeon","ok"
"H8085G","H8096G","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096H","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096I","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096J","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096K","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096L","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096M","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096N","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096O","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096P","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096Q","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096R","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096S","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096T","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096U","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096V","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096X","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8096Y","שִׁמְעִי","shim.i","Shimei","ok"
"H8085G","H8097","שִׁמְעִי","shim.i","Shimeite","ok"
"H8085G","H8098A","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098B","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098C","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098D","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098E","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098F","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098G","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098H","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098I","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098J","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098K","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098L","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098M","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098N","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098O","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098P","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098Q","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098R","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098S","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098T","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098U","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098V","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098W","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098X","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098Y","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8098Z","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085G","H8099","שִׁמְעֹנִי","shim.o.ni","Simeon","ok"
"H8085G","H8100","שִׁמְעָת","shim.at","Shimeath","ok"
"H8085G","H8101","שִׁמְעָתִים","shim.a.tim","Shimeathite","ok"
"H8085H","H2045","הַשְׁמָעוּת","hash.ma.ut","report","ok"
"H8085H","H3458G","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085H","H3458H","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085H","H3458I","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085H","H3458J","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085H","H3458K","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085H","H3458L","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085H","H3459","יִשְׁמְעֵאלִי","yish.me.e.li","Ishmaelite","ok"
"H8085H","H3460G","יִשְׁמַעְיָ֫הוּ","yish.ma.ya.hu","Ishmaiah","ok"
"H8085H","H3460H","יִשְׁמַעְיָ֫הוּ","yish.ma.ya.hu","Ishmaiah","ok"
"H8085H","H4926","מִשְׁמָע","mish.ma","hearing","ok"
"H8085H","H4927G","מִשְׁמָע","mish.ma","Mishma","ok"
"H8085H","H4927H","מִשְׁמָע","mish.ma","Mishma","ok"
"H8085H","H4928","מִשְׁמַ֫עַת","mish.ma.at","guard","ok"
"H8085H","H8051G","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085H","H8051H","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085H","H8051I","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085H","H8051J","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085H","H8052","שְׁמוּעָה","she.mu.ah","tidings","ok"
"H8085H","H8085G","שָׁמַע","sha.ma","to hear: hear","ok"
"H8085H","H8085I","שָׁמַע","sha.ma","to hear: proclaim","ok"
"H8085H","H8085J","שָׁמַע","sha.ma","to hear: understand","ok"
"H8085H","H8085K","שָׁמַע","sha.ma","to hear: judge","ok"
"H8085H","H8085L","שָׁמַע","sha.ma","to hear: welcome","ok"
"H8085H","H8086","שְׁמַע","she.ma","to hear","ok"
"H8085H","H8087G","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085H","H8087H","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085H","H8087I","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085H","H8087J","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085H","H8088A","שֶׁ֫מַע","she.ma","sound","ok"
"H8085H","H8088B","שֵׁ֫מַע","she.ma","report","ok"
"H8085H","H8089","שֹׁ֫מַע","sho.ma","report","ok"
"H8085H","H8090","שְׁמַע","she.ma","Shema","ok"
"H8085H","H8091","שָׁמָע","sha.ma","Shama","ok"
"H8085H","H8092G","שִׁמְעָא","shim.a","Shimea","ok"
"H8085H","H8092H","שִׁמְעָא","shim.a","Shimea","ok"
"H8085H","H8092I","שִׁמְעָא","shim.a","Shimea","ok"
"H8085H","H8092J","שִׁמְעָא","shim.a","Shimea","ok"
"H8085H","H8093","שִׁמְעָה","shim.ah","Shimeah","ok"
"H8085H","H8094","שְׁמָעָה","she.ma.ah","Shemaah","ok"
"H8085H","H8095G","שִׁמְעוֹן","shim.on","Simeon","ok"
"H8085H","H8095H","שִׁמְעוֹן","shim.on","Shimeon","ok"
"H8085H","H8096G","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096H","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096I","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096J","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096K","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096L","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096M","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096N","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096O","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096P","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096Q","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096R","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096S","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096T","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096U","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096V","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096X","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8096Y","שִׁמְעִי","shim.i","Shimei","ok"
"H8085H","H8097","שִׁמְעִי","shim.i","Shimeite","ok"
"H8085H","H8098A","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098B","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098C","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098D","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098E","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098F","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098G","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098H","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098I","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098J","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098K","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098L","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098M","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098N","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098O","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098P","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098Q","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098R","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098S","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098T","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098U","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098V","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098W","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098X","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098Y","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8098Z","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085H","H8099","שִׁמְעֹנִי","shim.o.ni","Simeon","ok"
"H8085H","H8100","שִׁמְעָת","shim.at","Shimeath","ok"
"H8085H","H8101","שִׁמְעָתִים","shim.a.tim","Shimeathite","ok"
"H8085I","H2045","הַשְׁמָעוּת","hash.ma.ut","report","ok"
"H8085I","H3458G","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085I","H3458H","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085I","H3458I","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085I","H3458J","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085I","H3458K","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085I","H3458L","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085I","H3459","יִשְׁמְעֵאלִי","yish.me.e.li","Ishmaelite","ok"
"H8085I","H3460G","יִשְׁמַעְיָ֫הוּ","yish.ma.ya.hu","Ishmaiah","ok"
"H8085I","H3460H","יִשְׁמַעְיָ֫הוּ","yish.ma.ya.hu","Ishmaiah","ok"
"H8085I","H4926","מִשְׁמָע","mish.ma","hearing","ok"
"H8085I","H4927G","מִשְׁמָע","mish.ma","Mishma","ok"
"H8085I","H4927H","מִשְׁמָע","mish.ma","Mishma","ok"
"H8085I","H4928","מִשְׁמַ֫עַת","mish.ma.at","guard","ok"
"H8085I","H8051G","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085I","H8051H","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085I","H8051I","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085I","H8051J","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085I","H8052","שְׁמוּעָה","she.mu.ah","tidings","ok"
"H8085I","H8085G","שָׁמַע","sha.ma","to hear: hear","ok"
"H8085I","H8085H","שָׁמַע","sha.ma","to hear: obey","ok"
"H8085I","H8085J","שָׁמַע","sha.ma","to hear: understand","ok"
"H8085I","H8085K","שָׁמַע","sha.ma","to hear: judge","ok"
"H8085I","H8085L","שָׁמַע","sha.ma","to hear: welcome","ok"
"H8085I","H8086","שְׁמַע","she.ma","to hear","ok"
"H8085I","H8087G","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085I","H8087H","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085I","H8087I","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085I","H8087J","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085I","H8088A","שֶׁ֫מַע","she.ma","sound","ok"
"H8085I","H8088B","שֵׁ֫מַע","she.ma","report","ok"
"H8085I","H8089","שֹׁ֫מַע","sho.ma","report","ok"
"H8085I","H8090","שְׁמַע","she.ma","Shema","ok"
"H8085I","H8091","שָׁמָע","sha.ma","Shama","ok"
"H8085I","H8092G","שִׁמְעָא","shim.a","Shimea","ok"
"H8085I","H8092H","שִׁמְעָא","shim.a","Shimea","ok"
"H8085I","H8092I","שִׁמְעָא","shim.a","Shimea","ok"
"H8085I","H8092J","שִׁמְעָא","shim.a","Shimea","ok"
"H8085I","H8093","שִׁמְעָה","shim.ah","Shimeah","ok"
"H8085I","H8094","שְׁמָעָה","she.ma.ah","Shemaah","ok"
"H8085I","H8095G","שִׁמְעוֹן","shim.on","Simeon","ok"
"H8085I","H8095H","שִׁמְעוֹן","shim.on","Shimeon","ok"
"H8085I","H8096G","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096H","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096I","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096J","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096K","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096L","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096M","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096N","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096O","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096P","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096Q","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096R","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096S","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096T","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096U","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096V","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096X","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8096Y","שִׁמְעִי","shim.i","Shimei","ok"
"H8085I","H8097","שִׁמְעִי","shim.i","Shimeite","ok"
"H8085I","H8098A","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098B","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098C","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098D","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098E","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098F","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098G","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098H","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098I","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098J","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098K","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098L","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098M","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098N","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098O","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098P","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098Q","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098R","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098S","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098T","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098U","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098V","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098W","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098X","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098Y","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8098Z","שְׁמַעְיָ֫הוּ","she.ma.ya.hu","Shemaiah","ok"
"H8085I","H8099","שִׁמְעֹנִי","shim.o.ni","Simeon","ok"
"H8085I","H8100","שִׁמְעָת","shim.at","Shimeath","ok"
"H8085I","H8101","שִׁמְעָתִים","shim.a.tim","Shimeathite","ok"
"H8085J","H2045","הַשְׁמָעוּת","hash.ma.ut","report","ok"
"H8085J","H3458G","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085J","H3458H","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085J","H3458I","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085J","H3458J","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085J","H3458K","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085J","H3458L","יִשְׁמָעֵאל","yish.ma.el","Ishmael","ok"
"H8085J","H3459","יִשְׁמְעֵאלִי","yish.me.e.li","Ishmaelite","ok"
"H8085J","H3460G","יִשְׁמַעְיָ֫הוּ","yish.ma.ya.hu","Ishmaiah","ok"
"H8085J","H3460H","יִשְׁמַעְיָ֫הוּ","yish.ma.ya.hu","Ishmaiah","ok"
"H8085J","H4926","מִשְׁמָע","mish.ma","hearing","ok"
"H8085J","H4927G","מִשְׁמָע","mish.ma","Mishma","ok"
"H8085J","H4927H","מִשְׁמָע","mish.ma","Mishma","ok"
"H8085J","H4928","מִשְׁמַ֫עַת","mish.ma.at","guard","ok"
"H8085J","H8051G","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085J","H8051H","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085J","H8051I","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085J","H8051J","שַׁמּוּעַ","sham.mu.a","Shammua","ok"
"H8085J","H8052","שְׁמוּעָה","she.mu.ah","tidings","ok"
"H8085J","H8085G","שָׁמַע","sha.ma","to hear: hear","ok"
"H8085J","H8085H","שָׁמַע","sha.ma","to hear: obey","ok"
"H8085J","H8085I","שָׁמַע","sha.ma","to hear: proclaim","ok"
"H8085J","H8085K","שָׁמַע","sha.ma","to hear: judge","ok"
"H8085J","H8085L","שָׁמַע","sha.ma","to hear: welcome","ok"
"H8085J","H8086","שְׁמַע","she.ma","to hear","ok"
"H8085J","H8087G","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085J","H8087H","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085J","H8087I","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085J","H8087J","שֶׁ֫מַע","she.ma","Shema","ok"
"H8085J","H8088A","שֶׁ֫מַע","she.ma","sound","ok"
"H8085J","H8088B","שֵׁ֫מַע","she.ma","report","ok"
"H8085J","H8089","שֹׁ֫מַע","sho.ma","report","ok"
"H8085J","H8090","שְׁמַע","she.ma","Shema","ok"
"H8085J","H8091","שָׁמָע","sha.ma","Shama","ok"
