"strong","related_strong","related_form","related_transliteration","related_gloss","status"
"G0218","G3045","λιπαρός","liparos","rich","ok"
"G0225","G0226","ἀληθεύω","alētheuō","be truthful","ok"
"G0225","G0227","ἀληθής","alēthēs","true","ok"
"G0225","G0228","ἀληθινός","alēthinos","true","ok"
"G0225","G0230","ἀληθῶς","alēthōs","truly","ok"
"G0226","G0225","ἀλήθεια","alētheia","truth","ok"
"G0226","G0227","ἀληθής","alēthēs","true","ok"
"G0226","G0228","ἀληθινός","alēthinos","true","ok"
"G0226","G0230","ἀληθῶς","alēthōs","truly","ok"
"G0227","G0225","ἀλήθεια","alētheia","truth","ok"
"G0227","G0226","ἀληθεύω","alētheuō","be truthful","ok"
"G0227","G0228","ἀληθινός","alēthinos","true","ok"
"G0227","G0230","ἀληθῶς","alēthōs","truly","ok"
"G0227","G2990","λανθάνω","lanthanō","be hidden","ok"
"G0228","G0225","ἀλήθεια","alētheia","truth","ok"
"G0228","G0226","ἀληθεύω","alētheuō","be truthful","ok"
"G0228","G0227","ἀληθής","alēthēs","true","ok"
"G0228","G0230","ἀληθῶς","alēthōs","truly","ok"
"G0230","G0225","ἀλήθεια","alētheia","truth","ok"
"G0230","G0226","ἀληθεύω","alētheuō","be truthful","ok"
"G0230","G0227","ἀληθής","alēthēs","true","ok"
"G0230","G0228","ἀληθινός","alēthinos","true","ok"
"G0234","","","","","ok"
"G0235","G0243","ἄλλος","allos","another","ok"
"G0253","G3077","λύπη","lupē","grief","ok"
"G0264","G0265","ἁμάρτημα","hamartēma","sin","ok"
"G0264","G0266","ἁμαρτία","hamartia","sin","ok"
"G0264","G0268","ἁμαρτωλός","hamartōlos","sinful","ok"
"G0264","G0361","ἀναμάρτητος","anamartētos","sinless","ok"
"G0264","G4258","προαμαρτάνω","proamartanō","to sin beforehand","ok"
"G0265","G0264","ἁμαρτάνω","hamartanō","to sin","ok"
"G0265","G0266","ἁμαρτία","hamartia","sin","ok"
"G0265","G0268","ἁμαρτωλός","hamartōlos","sinful","ok"
"G0265","G0361","ἀναμάρτητος","anamartētos","sinless","ok"
"G0265","G4258","προαμαρτάνω","proamartanō","to sin beforehand","ok"
"G0266","G0264","ἁμαρτάνω","hamartanō","to sin","ok"
"G0266","G0265","ἁμάρτημα","hamartēma","sin","ok"
"G0266","G0268","ἁμαρτωλός","hamartōlos","sinful","ok"
"G0266","G0361","ἀναμάρτητος","anamartētos","sinless","ok"
"G0266","G4258","προαμαρτάνω","proamartanō","to sin beforehand","ok"
"G0268","G0264","ἁμαρτάνω","hamartanō","to sin","ok"
"G0268","G0265","ἁμάρτημα","hamartēma","sin","ok"
"G0268","G0266","ἁμαρτία","hamartia","sin","ok"
"G0268","G0361","ἀναμάρτητος","anamartētos","sinless","ok"
"G0268","G4258","προαμαρτάνω","proamartanō","to sin beforehand","ok"
"G0273","G0274","ἀμέμπτως","amemptōs","blamelessly","ok"
"G0273","G3201","μέμφομαι","memfomai","to blame","ok"
"G0275","G3308","μέριμνα","merimna","concern","ok"
"G0278","G3338","μεταμέλλομαι","metamellomai","to repent","ok"
"G0283","G3392","μιαίνω","miainō","to stain","ok"
"G0298","G0299","ἄμωμος","amōmos","blameless","ok"
"G0298","G3201","μέμφομαι","memfomai","to blame","ok"
"G0298","G3202","μεμψίμοιρος","mempsimoiros","malcontent","ok"
"G0298","G3469","μωμάομαι","mōmaomai","to criticize","ok"
"G0298","G3470","μῶμος","mōmos","blemish","ok"
"G0299","G0298","ἀμώμητος","amōmētos","blameless","ok"
"G0299","G3201","μέμφομαι","memfomai","to blame","ok"
"G0299","G3202","μεμψίμοιρος","mempsimoiros","malcontent","ok"
"G0299","G3469","μωμάομαι","mōmaomai","to criticize","ok"
"G0299","G3470","μῶμος","mōmos","blemish","ok"
"G0318","G0043","ἀγκάλη","ankalē","arm","ok"
"G0318","G0303","ἀνά","ana","each","ok"
"G0318","G0315","ἀναγκάζω","anankazō","to compel","ok"
"G0318","G0316","ἀναγκαῖος","anankaios","necessary","ok"
"G0318","G0317","ἀναγκαστῶς","anankastōs","necessarily","ok"
"G0318","G1876","ἐπάναγκες","epanankes","necessarily","ok"
"G0327","G0303","ἀνά","ana","each","ok"
"G0327","G2212","ζητέω","zēteō","to seek","ok"
"G0330","G0303","ἀνά","ana","each","ok"
"G0331","G0332","ἀναθεματίζω","anathematizō","to take an oath","ok"
"G0331","G0394","ἀνατίθημι","anatithēmi","to set before","ok"
"G0332","G0331","ἀνάθεμα","anathema","cursed","ok"
"G0334","G0394","ἀνατίθημι","anatithēmi","to set before","ok"
"G0338","G0156","αἰτία","aitia","cause/charge","ok"
"G0338","G0159","αἴτιος","aitios","causer","ok"
"G0340","G0303","ἀνά","ana","each","ok"
"G0340","G0342","ἀνακαίνωσις","anakainōsis","renewal","ok"
"G0340","G2537","καινός","kainos","new","ok"
"G0341","G0303","ἀνά","ana","each","ok"
"G0341","G0342","ἀνακαίνωσις","anakainōsis","renewal","ok"
"G0341","G2537","καινός","kainos","new","ok"
"G0342","G0303","ἀνά","ana","each","ok"
"G0342","G0341","ἀνακαινόω","anakainoō","to renew","ok"
"G0342","G2537","καινός","kainos","new","ok"
"G0350","G0303","ἀνά","ana","each","ok"
"G0350","G0351","ἀνάκρισις","anakrisis","investigation","ok"
"G0350","G2919","κρίνω","krinō","to judge","ok"
"G0361","G0264","ἁμαρτάνω","hamartanō","to sin","ok"
"G0361","G0265","ἁμάρτημα","hamartēma","sin","ok"
"G0361","G0266","ἁμαρτία","hamartia","sin","ok"
"G0361","G0268","ἁμαρτωλός","hamartōlos","sinful","ok"
"G0361","G4258","προαμαρτάνω","proamartanō","to sin beforehand","ok"
"G0362","G0303","ἀνά","ana","each","ok"
"G0362","G3306","μένω","menō","to stay","ok"
"G0363","G0303","ἀνά","ana","each","ok"
"G0363","G0364","ἀνάμνησις","anamnēsis","remembrance","ok"
"G0363","G3403","μιμνήσκω","mimnēskō","to remember","ok"
"G0365","G0303","ἀνά","ana","each","ok"
"G0365","G3501","νέος","neos","new","ok"
"G0389","G0303","ἀνά","ana","each","ok"
"G0389","G0389","ἀναστενάζω","anastenazō","to sigh deeply","ok"
"G0389","G4726","στεναγμός","stenagmos","groan","ok"
"G0389","G4727","στενάζω","stenazō","to groan","ok"
"G0389","G4959","συστενάζω","sustenazō","to groan with","ok"
"G0389","G7929","καταστενάζω","katastenazō","to groan","ok"
"G0389","G9162","στένω","stenō","to moan","ok"
"G0407","G0435G","ἀνήρ","anēr","man","ok"
"G0407","G0435H","ἀνήρ","anēr","man: husband","ok"
"G0415","G1655","ἐλεήμων","eleēmōn","merciful","ok"
"G0416","G0417","ἄνεμος","anemos","wind","ok"
"G0420","G0430","ἀνέχω","anechō","to endure","ok"
"G0420","G2556G","κακός","kakos","evil/harm: evil","ok"
"G0420","G2556H","κακός","kakos","evil/harm: harm","ok"
"G0425","G0447","ἀνίημι","aniēmi","to loosen/leave","ok"
"G0430","G0303","ἀνά","ana","each","ok"
"G0430","G0463","ἀνοχή","anochē","tolerance","ok"
"G0430","G2192","ἔχω","echō","to have/be","ok"
"G0433","G0303","ἀνά","ana","each","ok"
"G0433","G2240","ἥκω","hēkō","to come/be present","ok"
"G0437","G0473","ἀντί","anti","for","ok"
"G0437","G1843","ἐξομολογέομαι","exomologeomai","to agree","ok"
"G0437","G3670","ὁμολογέω","homologeō","to confess/profess","ok"
"G0437","G3671","ὁμολογία","homologia","confession","ok"
"G0437","G3672","ὁμολογουμένως","homologoumenōs","undeniably","ok"
"G0445","G0446","ἀνθύπατος","anthupatos","proconsul","ok"
"G0448","G2436","ἵλεως","hileōs","propitious/gracious","ok"
"G0449","G3538","νίπτω","niptō","to wash","ok"
"G0453","G3539","νοέω","noeō","to understand","ok"
"G0454","G3563","νοῦς","nous","mind","ok"
"G0458","G0459","ἄνομος","anomos","lawless","ok"
"G0458","G0460","ἀνόμως","anomōs","without law","ok"
"G0458","G1772","ἔννομος","ennomos","under law","ok"
"G0458","G3544","νομικός","nomikos","lawyer","ok"
"G0458","G3545","νομίμως","nomimōs","lawfully","ok"
"G0458","G3547","νομοδιδάσκαλος","nomodidaskalos","teacher of the law","ok"
"G0458","G3548","νομοθεσία","nomothesia","law","ok"
"G0458","G3549","νομοθετέω","nomotheteō","to give laws","ok"
"G0458","G3550","νομοθέτης","nomothetēs","lawgiver","ok"
"G0458","G3551","νόμος","nomos","law","ok"
"G0458","G3891","παρανομέω","paranomeō","to break the law","ok"
"G0458","G3892","παρανομία","paranomia","lawlessness","ok"
"G0472","G0473","ἀντί","anti","for","ok"
"G0472","G2192","ἔχω","echō","to have/be","ok"
"G0473","G0473","ἀντί","anti","for","ok"
"G0473","G6338","ἀνθ᾽ οὗ","hanth ou","because of","ok"
"G0473","G6339","ἀνθ᾽ ὧν","hanth ōn","because of","ok"
"G0480","G0473","ἀντί","anti","for","ok"
"G0480","G2749","κεῖμαι","keimai","to lay/be appointed","ok"
"G0483","G0471","ἀντεῖπον","anteipon","to contradict","ok"
"G0483","G0473","ἀντί","anti","for","ok"
"G0483","G0485","ἀντιλογία","antilogia","dispute","ok"
"G0483","G0557","ἀπελεγμός","apelegmos","discredit","ok"
"G0483","G1246","διακατελέγχομαι","diakatelenchomai","to refute","ok"
"G0483","G1256","διαλέγω","dialegō","to dispute","ok"
"G0483","G1649","ἔλεγξις","elegxis","rebuke","ok"
"G0483","G1650","ἔλεγχος","elenchos","rebuke","ok"
"G0483","G1651","ἐλέγχω","elenchō","to rebuke","ok"
"G0483","G1827","ἐξελέγχω","exelenchō","to convict","ok"
"G0483","G1951","ἐπιλέγω","epilegō","to call/choose","ok"
"G0483","G2639","καταλέγω","katalegō","to enrol","ok"
"G0483","G3004G","λέγω","legō","to say: says","ok"
"G0483","G3004H","λέγω","legō","to say: name","ok"
"G0483","G4302","προλέγω","prolegō","to foretell","ok"
"G0485","G0473","ἀντί","anti","for","ok"
"G0485","G0483","ἀντιλέγω","antilegō","to dispute","ok"
"G0485","G3004G","λέγω","legō","to say: says","ok"
"G0485","G3004H","λέγω","legō","to say: name","ok"
"G0505","G4942","συνυποκρίνομαι","sunupokrinomai","to join hypocrisy","ok"
"G0505","G5271","ὑποκρίνω","hupokrinō","to pretend","ok"
"G0505","G5272","ὑπόκρισις","hupokrisis","hypocrisy","ok"
"G0505","G5273","ὑποκριτής","hupokritēs","hypocrite","ok"
"G0506","G5021","τάσσω","tassō","to appoint","ok"
"G0506","G5259G","ὑπό","hupo","by/under: by","ok"
"G0506","G5259H","ὑπό","hupo","by/under: under","ok"
"G0509","G0507","ἄνω","anō","above","ok"
"G0514","G0370","ἀνάξιος","anaxios","unworthy","ok"
"G0514","G0515","ἀξιόω","axioō","to deem worthy","ok"
"G0514","G0516","ἀξίως","axiōs","appropriately","ok"
"G0514","G2661","καταξιόω","kataxioō","to consider worthy","ok"
"G0515","G0370","ἀνάξιος","anaxios","unworthy","ok"
"G0515","G0514","ἄξιος","axios","worthy","ok"
"G0515","G2661","καταξιόω","kataxioō","to consider worthy","ok"
"G0524","","","","","ok"
"G0530","G0537","ἅπας","hapas","all","ok"
"G0530","G2178","ἐφάπαξ","efapax","once/at once","ok"
"G0539","G0538","ἀπατάω","apataō","to trick","ok"
"G0539","G5423","φρεναπάτης","frenapatēs","deceiver","ok"
"G0540","G3962","πατήρ","patēr","father","ok"
"G0543","G0545","ἀπειθής","apeithēs","disobedient","ok"
"G0543","G3982","πείθω","peithō","to persuade","ok"
"G0544","G0545","ἀπειθής","apeithēs","disobedient","ok"
"G0544","G3982","πείθω","peithō","to persuade","ok"
"G0545","G0374","ἀναπείθω","anapeithō","to persuade","ok"
"G0545","G0543","ἀπείθεια","apeitheia","disobedience","ok"
"G0545","G0544","ἀπειθέω","apeitheō","to disobey","ok"
"G0545","G2138","εὐπειθής","eupeithēs","compliant","ok"
"G0545","G3980","πειθαρχέω","peitharcheō","to obey","ok"
"G0545","G3981","πειθός","peithos","persuasive","ok"
"G0545","G3982","πείθω","peithō","to persuade","ok"
"G0548","G0549","ἄπειμι","apeimi","to go","ok"
"G0548","G0575","ἀπό","apo","away from","ok"
"G0548","G1510","εἰμί","eimi","to be","ok"
"G0560","G0575","ἀπό","apo","away from","ok"
"G0560","G1679","ἐλπίζω","elpizō","to hope/expect","ok"
"G0566","G0567","ἀπέχομαι","apechomai","to refrain/","ok"
"G0566","G0568G","ἀπέχω","apechō","to be distant","ok"
"G0566","G0568H","ἀπέχω","apechō","to have in full","ok"
"G0567","G0568G","ἀπέχω","apechō","to be distant","ok"
"G0567","G0568H","ἀπέχω","apechō","to have in full","ok"
"G0567","G0568I","ἀπέχω","apechō","to abstain","ok"
"G0568G","G0567","ἀπέχομαι","apechomai","to refrain/","ok"
"G0568G","G0568G","ἀπέχω","apechō","to be distant","ok"
"G0568G","G0568H","ἀπέχω","apechō","to have in full","ok"
"G0568G","G0568I","ἀπέχω","apechō","to abstain","ok"
"G0568G","G0575","ἀπό","apo","away from","ok"
"G0568G","G2192","ἔχω","echō","to have/be","ok"
"G0569","G0570","ἀπιστία","apistia","unbelief","ok"
"G0569","G0571","ἄπιστος","apistos","unbelieving","ok"
"G0569","G3640","ὀλιγόπιστος","oligopistos","of little faith","ok"
"G0569","G4100","πιστεύω","pisteuō","to trust (in)","ok"
"G0569","G4101","πιστικός","pistikos","pure","ok"
"G0569","G4102G","πίστις","pistis","faith","ok"
"G0569","G4102H","πίστις","pistis","faith: faithfulness","ok"
"G0569","G4103","πιστός","pistos","faithful","ok"
"G0569","G4104","πιστόω","pistoō","be convinced","ok"
"G0570","G0569","ἀπιστέω","apisteō","to disbelieve","ok"
"G0570","G0571","ἄπιστος","apistos","unbelieving","ok"
"G0570","G3640","ὀλιγόπιστος","oligopistos","of little faith","ok"
"G0570","G4100","πιστεύω","pisteuō","to trust (in)","ok"
"G0570","G4101","πιστικός","pistikos","pure","ok"
"G0570","G4102G","πίστις","pistis","faith","ok"
"G0570","G4102H","πίστις","pistis","faith: faithfulness","ok"
"G0570","G4103","πιστός","pistos","faithful","ok"
"G0570","G4104","πιστόω","pistoō","be convinced","ok"
"G0571","G0569","ἀπιστέω","apisteō","to disbelieve","ok"
"G0571","G0570","ἀπιστία","apistia","unbelief","ok"
"G0571","G3640","ὀλιγόπιστος","oligopistos","of little faith","ok"
"G0571","G4100","πιστεύω","pisteuō","to trust (in)","ok"
"G0571","G4101","πιστικός","pistikos","pure","ok"
"G0571","G4102G","πίστις","pistis","faith","ok"
"G0571","G4102H","πίστις","pistis","faith: faithfulness","ok"
"G0571","G4103","πιστός","pistos","faithful","ok"
"G0571","G4104","πιστόω","pistoō","be convinced","ok"
"G0572","G0573","ἁπλοῦς","haplous","sound","ok"
"G0572","G0574","ἁπλῶς","haplōs","without reserve","ok"
"G0573","G0572","ἁπλότης","haplotēs","openness","ok"
"G0573","G0574","ἁπλῶς","haplōs","without reserve","ok"
"G0573","G4120","πλέκω","plekō","to weave","ok"
"G0579","G0575","ἀπό","apo","away from","ok"
"G0579","G0577","ἀποβάλλω","apoballō","to throw away","ok"
"G0579","G0906G","βάλλω","ballō","to throw: throw","ok"
"G0579","G0906H","βάλλω","ballō","to throw: put","ok"
"G0579","G0906I","βάλλω","ballō","to throw: sow","ok"
"G0579","G0906J","βάλλω","ballō","to throw: pour","ok"
"G0579","G0906K","βάλλω","ballō","to throw: hit","ok"
"G0580","G0575","ἀπό","apo","away from","ok"
"G0580","G0577","ἀποβάλλω","apoballō","to throw away","ok"
"G0580","G1000","βολή","bolē","throwing","ok"
"G0581","G0575","ἀπό","apo","away from","ok"
"G0581","G1096","γίνομαι","ginomai","to be","ok"
"G0587","G0588","ἀποδέχομαι","apodechomai","to receive","ok"
"G0591","G0325","ἀναδίδωμι","anadidōmi","to deliver","ok"
"G0591","G0467","ἀνταποδίδωμι","antapodidōmi","to repay","ok"
"G0591","G0575","ἀπό","apo","away from","ok"
"G0591","G1239","διαδίδωμι","diadidōmi","to distribute","ok"
"G0591","G1325","δίδωμι","didōmi","to give","ok"
"G0591","G1431","δωρεά","dōrea","free gift","ok"
"G0591","G1432","δωρεάν","dōrean","freely","ok"
"G0591","G1433","δωρέω","dōreō","to give","ok"
"G0591","G1434","δώρημα","dōrēma","free gift","ok"
"G0591","G1435","δῶρον","dōron","gift","ok"
"G0591","G1554","ἐκδίδωμι","ekdidōmi","to lease","ok"
"G0591","G1929","ἐπιδίδωμι","epididōmi","to give/deliver","ok"
"G0591","G3330","μεταδίδωμι","metadidōmi","to share","ok"
