"strong","strong_variant","sense_label","gloss","note","row_type"
"G5053","","II.5","","of local limits and the like, μέχρι Σολόεντος ἄκρης, ἣ τελευτᾷ τῆς Λιβύης ; τῇ ἡ Κνιδίη χώρη ἐς τὴν ἤπειρον τ.","lookup"
"G0069","","headword","ἀγρυπν-έω",",","headword"
"G0069","","I","lie awake, pass sleepless nights, to pass a sleepless, sufferers from insomnia","perfect ἠγρύπνηκα:— , ; opposed to καθεύδω, ; ἀγρυπνεῖν τὴν νύκτα night, ; οἱ -οῦντες ,","lookup"
"G0069","","I.2","to be watchful","metaphorically , , : with infinitive , μηθέν σε ἐνοχλήσειν","lookup"
"G0069","","I.3","lie awake and think of","with accusative , , τινά","lookup"
"G0101","","headword","ἀδῠνᾰτ-έω",",","headword"
"G0101","","I","to be, lack strength, to be unable","of persons, ἀδύνατος, , : with infinitive , to do,","lookup"
"G0101","","II","to be impossible","of things, ,","lookup"
"G0120","","headword","ἀθῡμ-έω",",","headword"
"G0120","","I","to be disheartened, despond, at, for, to be sore afraid",", ἐς νόσον πεσὼν ἀθυμεῖς; ἀ τινι. or a thing, :— lest, ἀθυμῶ δ᾽ εἰ φανήσομαι","lookup"
"G0198","","headword","ἀκρῑβ-όω",",","headword"
"G0198","","I","make exact, accurate, to be perfect in, arrange precisely, to be exact, perfect","future -ώσω, or , ; ἀ. τάδε bearing these hardships, ; , :— passive , or , —Later in middle ,","lookup"
"G0198","","I.2","investigate accurately, understand thoroughly, are you sure of..?, inquire carefully of",", οἱ τάδ᾽ ἠκριβωκότες; τοὔνομά μου σὺ ἀκριβοῖ; ; , τὸν χρόνον:— passive ,","lookup"
"G0198","","I.3","describe accurately",", τι","lookup"
"G0198","","I.4","to be exact","absolutely , , ἡ φύσις οὐκ ἀκριβοῖ","lookup"
"G0416","","headword","ἀνεμ-ίζομαι",",","headword"
"G0416","","I","to be driven with the wind","passive , : active in","lookup"
"G0433","","headword","ἀνήκω",",","headword"
"G0433","","I","to have come up to, reach up to, have, reached, to rise to, amounts to, has gone, far.., have gone as far as..","a point, of persons and things, ἐς μέτρον τινὸς ἀ.; φρενῶν ἐς τὰ ἐμεωυτοῦ πρῶτα οὔκω ἀ. not yet the highest point I aim at, ; ἀ. εἰς τὸ ὀξύ a point, ; τοῦτο μὲν ἐς οὐδὲν ἀ. nothing, ; μεῖζον ἀ. ἢ κατ᾽ ἐμὰν ῥώμαν the matter too","lookup"
"G0433","","I.2","has come to, has become","ἀ. ἐς σὲ ἔχειν it you to have, yours to have,","lookup"
"G0433","","I.3","refer to, be connected with, involve","ἀ. εἴς τι or .., ; τὰ εἰς ἀργυρίου λόγον ἀ. ἀδικήματα which a money consideration,","lookup"
"G0433","","II","belong, appertain","; τὰ ἀ. τοῖς ἱεροῖς","lookup"
"G0433","","II.2","to be fit, proper","absolutely , or ; τὸ ἀνῆκον, ={τὸ προσῆκον},","lookup"
"G0433","","III","come back","εἰς τοὺς πρώτους πάλιν ἀ. λόγους","lookup"
"G0445","","headword","ἀνθῠπᾰτ-εύω",",","headword"
"G0445","","I","to be proconsul","","lookup"
"G0480","","headword","ἀντίκειμαι",",","headword"
"G0480","","I","to be set over against, correspond with, is held out to, as a fitting reward, bandage","3rd.pers. plural ἀντικέαται passive of ἀντιτίθημι:— τιμὰ ἀγαθοῖσιν ἀ. them —ἀντικείμενος, ὁ, name of a","lookup"
"G0480","","II","to be opposite to, to be opposite, opposed","of places, τινός; of things, or πρὸς ἄλληλα; ἀ. κατὰ διάμετρον in a circle, adverb -μένως, συνέστηκεν","lookup"
"G0480","","II.2","to be opposed, opposed","in various ways, adverb ἀντικειμένως; propositions are either contradictorily (ἀντιφατικῶς) or contrarily (ἐναντίως), ; ἀντικείμενα defined as ὧν τὸ ἕτερον τοῦ ἑτέρου ἀποφάσει πλεονάζει","lookup"
"G0480","","II.3","antithetical","Rhet., ἀντικειμένη [λέξις]","lookup"
"G0480","","III","resist, be adverse, to be hurtful","ἀντικείσομαι τοῖς ἀντικειμένοις σοι; τοῖς σώμασι","lookup"
"G0548","","headword","ἄπειμι",",","headword"
"G0548","","I","","(εἰμί","lookup"
"G0548","","A","sum, to be away, far from","), imperfect ἀπῆν (later ἀπήμην, 2nd pers. singular ἀπῆσθα; Epic dialect ἀπέην: future ἀπέσομαι; Epic dialect ἀπέσσομαι:— or with genitive , ὁππότε πάτρης ἧς ἀπέῃσιν ἀνήρ","lookup"
"G0548","","A.2","to be away, absent, to be wanting, not being counted","absolutely , or and of things, οἵ τ᾽ ὄντες οἵ τ᾽ ἀπόντες, i.e. all that are, every one, ; of the dead, variant in ; τοῦ θεοῦ ἀπεόντος the god imperfect , ἀπῆσαν and ἀπῇσαν are frequently confused in codices, as in","lookup"
"G0566","","headword","ἀπέχω","Included with: ,","headword"
"G0566","","I","keep off or away from, parts, from","future ἀφέξω, and aorist ἀπέσχον:— αἴ κεν τυδέος υἱὸν ἀπόσχη Ἰλίου ἱρῆς; κληῖδες ἀπ᾽ ὤμων αὐχέν᾽ ἔχουσιν the collar-bone the neck the shoulders, ; Εὐβοίης ἀπέχειν.. αἶγας Oracle texts cited in","lookup"
"G0566","","I.2","","with dative person , τοι.. χεῖρας ἀφέξω","lookup"
"G0566","","I.3","","with a preposition , ἀ. φρένα περισσῶν παρὰ φωτῶν","lookup"
"G0566","","I.4","keep off, away","c. accusative only, or σκοτεινὸν ἀ. ψόγον","lookup"
"G0566","","I.5","hinders, debars, from","οὐδὲν ἀπέχει with infinitive , nothing one doing,","lookup"
"G0566","","II","hold one's, off or away from..","middle , κακῶν ἄπο χεῖρας ἔχεσθαι hands —but mostly,","lookup"
"G0566","","II.2","hold oneself off, abstain, desist from, keep my hands off, abstain from ravaging, keep away from","ἀπέχεσθαί τινος a thing, or it, πολέμου; οὐδὲ.. σευ ἀφέξομαι will not thee, ; πόλεως: in perfect passive , μηδὲ τῶν μικρῶν ἀπεσχημένον","lookup"
"G0566","","II.3","abstain from","with infinitive , ἀπέχεσθαι μὴ στρατεῦσαι marching, : also with participle ,","lookup"
"G0566","","II.4","refrain oneself","absolutely ,","lookup"
"G0566","","III","to be away, far from","intransitive in active , or with genitive loci, τῶν Ἐπιπολῶν ἓξ ἢ ἑπτὰ σταδίους; ἀ.ἀπὸ Βαβυλῶνος, etc.,","lookup"
"G0566","","III.b","project, extend, prominent parts, PA","","lookup"
"G0566","","III.c","failing","ἀποσχὼν τεσσαράκοντα μάλιστα σταδίους μὴ φθάσαι ἐλθών to arrinein time by..,","lookup"
"G0566","","III.2","to be far from, were, as farfrom, to be as far, from, is it from the thoughts of..","of actions, ἀπεῖχον τῆς ἐξευρέσιος οὐδὲν ἔλασσον just the discovery, ; ἀπέχει τοῦ μὴ μετ᾽ ὀργῆς [πράττειν] ; πλεῖστον ἀ. τινός as possible doing, ; but τοσοῦτ᾽ ἀπέχει τῶν χορηγῶν so far","lookup"
"G0566","","III.3","to be far remoued from","generally, πολιτείας, μοναρχίας,","lookup"
"G0566","","III.4","differ from","οὐδέν τι ἀπεῖχε γαμετῆς γυναικός","lookup"
"G0566","","III.5","is wanting","διαφύσιες.. ᾗσιν οὐδὲν ἀπέχει ἀγγεῖα εἶναι nothing","lookup"
"G0566","","IV","have, receive in full, receive, in full","or τὴν ἀπόκρισιν; τὸ χρέος ἀ. payment ; ἀπέχω in receipts, ; ἀ. τὸν μισθόν","lookup"
"G0566","","IV.2","it sufficeth, it is enough","impersonal , ἀπέχει","lookup"
"G0567","","headword","ἀπέχω","Included with: ,","headword"
"G0567","","I","keep off or away from, parts, from","future ἀφέξω, and aorist ἀπέσχον:— αἴ κεν τυδέος υἱὸν ἀπόσχη Ἰλίου ἱρῆς; κληῖδες ἀπ᾽ ὤμων αὐχέν᾽ ἔχουσιν the collar-bone the neck the shoulders, ; Εὐβοίης ἀπέχειν.. αἶγας Oracle texts cited in","lookup"
"G0567","","I.2","","with dative person , τοι.. χεῖρας ἀφέξω","lookup"
"G0567","","I.3","","with a preposition , ἀ. φρένα περισσῶν παρὰ φωτῶν","lookup"
"G0567","","I.4","keep off, away","c. accusative only, or σκοτεινὸν ἀ. ψόγον","lookup"
"G0567","","I.5","hinders, debars, from","οὐδὲν ἀπέχει with infinitive , nothing one doing,","lookup"
"G0567","","II","hold one's, off or away from..","middle , κακῶν ἄπο χεῖρας ἔχεσθαι hands —but mostly,","lookup"
"G0567","","II.2","hold oneself off, abstain, desist from, keep my hands off, abstain from ravaging, keep away from","ἀπέχεσθαί τινος a thing, or it, πολέμου; οὐδὲ.. σευ ἀφέξομαι will not thee, ; πόλεως: in perfect passive , μηδὲ τῶν μικρῶν ἀπεσχημένον","lookup"
"G0567","","II.3","abstain from","with infinitive , ἀπέχεσθαι μὴ στρατεῦσαι marching, : also with participle ,","lookup"
"G0567","","II.4","refrain oneself","absolutely ,","lookup"
"G0567","","III","to be away, far from","intransitive in active , or with genitive loci, τῶν Ἐπιπολῶν ἓξ ἢ ἑπτὰ σταδίους; ἀ.ἀπὸ Βαβυλῶνος, etc.,","lookup"
"G0567","","III.b","project, extend, prominent parts, PA","","lookup"
"G0567","","III.c","failing","ἀποσχὼν τεσσαράκοντα μάλιστα σταδίους μὴ φθάσαι ἐλθών to arrinein time by..,","lookup"
"G0567","","III.2","to be far from, were, as farfrom, to be as far, from, is it from the thoughts of..","of actions, ἀπεῖχον τῆς ἐξευρέσιος οὐδὲν ἔλασσον just the discovery, ; ἀπέχει τοῦ μὴ μετ᾽ ὀργῆς [πράττειν] ; πλεῖστον ἀ. τινός as possible doing, ; but τοσοῦτ᾽ ἀπέχει τῶν χορηγῶν so far","lookup"
"G0567","","III.3","to be far remoued from","generally, πολιτείας, μοναρχίας,","lookup"
"G0567","","III.4","differ from","οὐδέν τι ἀπεῖχε γαμετῆς γυναικός","lookup"
"G0567","","III.5","is wanting","διαφύσιες.. ᾗσιν οὐδὲν ἀπέχει ἀγγεῖα εἶναι nothing","lookup"
"G0567","","IV","have, receive in full, receive, in full","or τὴν ἀπόκρισιν; τὸ χρέος ἀ. payment ; ἀπέχω in receipts, ; ἀ. τὸν μισθόν","lookup"
"G0567","","IV.2","it sufficeth, it is enough","impersonal , ἀπέχει","lookup"
"G0568","G","headword","ἀπέχω",",","headword"
"G0568","G","I","keep off or away from, parts, from","future ἀφέξω, and aorist ἀπέσχον:— αἴ κεν τυδέος υἱὸν ἀπόσχη Ἰλίου ἱρῆς; κληῖδες ἀπ᾽ ὤμων αὐχέν᾽ ἔχουσιν the collar-bone the neck the shoulders, ; Εὐβοίης ἀπέχειν.. αἶγας Oracle texts cited in","lookup"
"G0568","G","I.2","","with dative person , τοι.. χεῖρας ἀφέξω","lookup"
"G0568","G","I.3","","with a preposition , ἀ. φρένα περισσῶν παρὰ φωτῶν","lookup"
"G0568","G","I.4","keep off, away","c. accusative only, or σκοτεινὸν ἀ. ψόγον","lookup"
"G0568","G","I.5","hinders, debars, from","οὐδὲν ἀπέχει with infinitive , nothing one doing,","lookup"
"G0568","G","II","hold one's, off or away from..","middle , κακῶν ἄπο χεῖρας ἔχεσθαι hands —but mostly,","lookup"
"G0568","G","II.2","hold oneself off, abstain, desist from, keep my hands off, abstain from ravaging, keep away from","ἀπέχεσθαί τινος a thing, or it, πολέμου; οὐδὲ.. σευ ἀφέξομαι will not thee, ; πόλεως: in perfect passive , μηδὲ τῶν μικρῶν ἀπεσχημένον","lookup"
"G0568","G","II.3","abstain from","with infinitive , ἀπέχεσθαι μὴ στρατεῦσαι marching, : also with participle ,","lookup"
"G0568","G","II.4","refrain oneself","absolutely ,","lookup"
"G0568","G","III","to be away, far from","intransitive in active , or with genitive loci, τῶν Ἐπιπολῶν ἓξ ἢ ἑπτὰ σταδίους; ἀ.ἀπὸ Βαβυλῶνος, etc.,","lookup"
"G0568","G","III.b","project, extend, prominent parts, PA","","lookup"
"G0568","G","III.c","failing","ἀποσχὼν τεσσαράκοντα μάλιστα σταδίους μὴ φθάσαι ἐλθών to arrinein time by..,","lookup"
"G0568","G","III.2","to be far from, were, as farfrom, to be as far, from, is it from the thoughts of..","of actions, ἀπεῖχον τῆς ἐξευρέσιος οὐδὲν ἔλασσον just the discovery, ; ἀπέχει τοῦ μὴ μετ᾽ ὀργῆς [πράττειν] ; πλεῖστον ἀ. τινός as possible doing, ; but τοσοῦτ᾽ ἀπέχει τῶν χορηγῶν so far","lookup"
"G0568","G","III.3","to be far remoued from","generally, πολιτείας, μοναρχίας,","lookup"
"G0568","G","III.4","differ from","οὐδέν τι ἀπεῖχε γαμετῆς γυναικός","lookup"
"G0568","G","III.5","is wanting","διαφύσιες.. ᾗσιν οὐδὲν ἀπέχει ἀγγεῖα εἶναι nothing","lookup"
"G0568","G","IV","have, receive in full, receive, in full","or τὴν ἀπόκρισιν; τὸ χρέος ἀ. payment ; ἀπέχω in receipts, ; ἀ. τὸν μισθόν","lookup"
"G0568","G","IV.2","it sufficeth, it is enough","impersonal , ἀπέχει","lookup"
"G0691","","headword","ἀργέω",",","headword"
"G0691","","I","to be unemployed, do nothing, keep Sabbath, the idle, lying fallow, is out of work, to be at rest, will be unoccupied in","future -ήσω: aorist ἤργησα: perfect ἤργηκα: (ἀργός, ἀεργός):— ; ; οἱ ἀργοῦντες ; γῆ ἀργοῦσα ; ἀργῆσαν ἤμυσε στέγος ; of the senses, νυκτὸς τῆς ὄψεως ἀργούσης: with genitive _of things_, ἀργήσει.. τῆς αὑτοῦ δημιουργίας his own work,","lookup"
"G0691","","II","to be left undone, to be fruitless","passive , ; ἡ σκέψις ἂν ἀργοῖτο","lookup"
"G0757","","headword","ἄρχω",",","headword"
"G0757","","I","to be first","Epic dialect infinitive ἀρχέμεναι imperfect ἦρχον; Doric dialect ἆρχον: future ἄρξω aorist ἦρξα, Epic dialect ἄρξα: perfect ἦρχα:— middle , ; non-thematic participle ἄρχμενος: imperfect , future ἄρξομαι (in middle sense, see below) ; Doric dialect ἀρξεῦμαι: aorist ἠρξάμην — passive , perfect ἦργμαι only in middle sense, see below : aorist ἤρχθην, ἀρχθῆναι:—","lookup"
"G0757","","I","begin, make a beginning, to be the aggressor, to begin one's, to open","in Time, active and middle (in ; π. ἄρχεσθαι operations, ; ἄρχειν τοῦ λόγου a conversation, ; ἄρχεσθαι τοῦ λόγου speech,","lookup"
"G0757","","I.1","make a beginning of, strike the first, beginning with","mostly with genitive , ἄρχειν πολέμοιο; ἄρχειν χειρῶν ἀδίκων, ἄρχειν τῆς πληγῆς, blow, — in middle in religious sense, = {ἀπάρχεσθαι}, ἀρχόμενος μελέων the limbs, ; but active , σπονδαῖσιν ἄρξαι","lookup"
"G0757","","I.2","begin from, with, even, including","with genitive , or .., ἐν σοὶ μὲν λήξω σέο δ᾽ ἄρξομαι; πόθεν ἄρξωμα; ; ἄρχεσθαι, ἦρχθαι ἔκ τινος, ; ἀπό τινος frequently in Prose, ἀρξάμενοι αὐτίκα ἀπὸ παιδίων from boyhood, ; but more commonly ἐκ παίδων, ἐκ παιδός, etc., —ἀπό in non-temporal relations, ἀρξάμενος ἀπὸ σοῦ. i.e. yourself, ; ἀφ᾽ ἱερῶν ἠργμένη ἀρχή","lookup"
"G0757","","I.3","begin","with genitive of things et dative person , ἄρχε θεοῖς δαιτός a banquet to the gods,","lookup"
"G0757","","I.4","show, lead","with accusative , ἄρχειν ὁδόν τινι, him the way, the way, : with other accusatives, ἄρχειν ὕμνον","lookup"
"G0757","","I.5","","of actions, σέο δ᾽ ἕξεται ὅττι κεν ἄρχῃ infinitive , τοῖσιν δ᾽ ἦρχ᾽ ἀγορεύειν among them, : with participle , of continued action or condition, ἦρχον χαλεπαίνων","lookup"
"G0757","","I.6","take the lead!, begin, at first, at the beginning","absolutely , ἄρχε : generally, ἄρχειν [τὴν ἐκεχειρίαν] τήνδε τὴν ἡμέραν Indut. cited in ; τὸ ἄρχον, opposed to τὸ ἑπόμενον, : participle ἀρχόμενος ; ἀρχομένου δὲ πίθου καὶ λήγοντος","lookup"
"G0757","","I.7","","Grammars, of a word, ἄ. ἀπὸ φωνήεντος; ἡ ἄρχουσα (i.e. συλλαβή)","lookup"
"G0757","","II","rule, govern, command","in point of Place or Station,","lookup"
"G0757","","II.1","rule, be leader of","mostly with genitive , .., Βοιωτῶν","lookup"
"G0757","","II.2","held command, led, on","less frequently with dative , ἀνδράσιν ἦρξα; also ἐν δ᾽ ἄρα τοῖσιν ἦρχ᾽ among them, infinitive added, ἄρχε Μυρμιδόνεσσι μάχεσθαι them to fight,","lookup"
"G0757","","II.3","rule, hold a magistracy, to be archon","absolutely , ὅσον τό τ᾽ ἄρχειν καὶ τὸ δουλεύειν δίχα; especially ὁκοῖόν τε εἴη ἄρχειν μετὰ τὸ βασιλεύειν; at Athens, etc., ; ἀρχάς, ἀρχὴν ἄρχειν, ; ἄρχειν τὴν ἐπώνυμον (with or without ἀρχήν)","lookup"
"G0757","","II.4","to be ruled, governed, subjects","passive , with future ἄρξομαι:— etc., ὑπό τινος","lookup"
"G0764","","headword","ἀσεβ-έω",",","headword"
"G0764","","I","to be impious, act profanely, commit sacrilege","; opposed to ἀδικέω, ; περὶ τὰ ἱρά, τοὺς θεούς, ; ἀγγελίας καὶ ἐπιτάξεις παρὰ νόμον ἀ.","lookup"
"G0764","","I.2","sin against, to be affected with the consequences of sin","with accusative person , ἢ θεὸν ἢ ξένον τιν᾽ ἀσεβῶν; τὸν Καίσαρα — passive , ἀσεβοῦνται οἱ θεοί ; of households, ὅταν τις ἀσεβηθῇ τῶν οἴκων","lookup"
"G0764","","I.3","","passive also of the act, ἐμοὶ ἠσέβηται οὐδὲν περί τινος","lookup"
"G0790","","headword","ἀστᾰτέω",",","headword"
"G0790","","I","to be never at rest","πόλοιο φορὰν.. -έουσαν; of the sea,","lookup"
"G0790","","I.2","to be unsettled, to be a wanderer, to be inconstant","; περὶ τοὺς γάμους","lookup"
"G0812","","headword","ἀτακτ-έω",",","headword"
"G0812","","I","to be undisciplined, neglect one's duty, fail to discharge obligation","of a soldier, opposed to εὐτακτέω, :— passive , πολλὰ γὰρ ἠτάκτητο αὐτοῖς: generally,","lookup"
"G0812","","I.2","lead a disorderly life, to desert","generally, it,","lookup"
"G0812","","I.3","raise a riot, rebellion","or ,","lookup"
"G0992","","headword","βλητ-έον",",","headword"
"G0992","","I","one must throw, put","or","lookup"
"G1073","","headword","γέμω",",","headword"
"G1073","","I","to be full","used only in present and imperfect , , properly of a ship,","lookup"
"G1073","","b","","={κύειν},","lookup"
"G1073","","I.2","to be full of, to be laden., to be filled with","with genitive of things , , πλοῖα γέμοντα χρημάτων ; of animals, ὄνοι γέμοντες οἴνου καὶ βρωμάτων W.: with dative , , ἰτρίοισι, πέμμασι,","lookup"
"G1096","","headword","γίγνομαι",",","headword"
"G1096","","I","γίνομαι, γίνυμαι, γίνιουμαι, come into a new state of being","Ionic dialect and after [ῑ], ( Attic dialect Inscrr. have γιγν- in fifth and fourth cententury,; Thess. ; Boeotian dialect future γενήσομαι: aorist ἐγενόμην (ἐγενάμην (προ-) Decrees Byzantine cited in , Ionic dialect 2nd pers. singular γένευ , 3rd.pers. singular γενέσκετο ; Epic dialect γέντο (gṇ-το): perfect γέγονα : 3rd.pers. plural γέγοναν : pluperfect ἐγεγόνει ; Ionic dialect ἐγεγόνεε ; Epic dialect forms (as if from perfect γέγᾰα), 2nd pers. plural γεγάᾱτε pluperfect ἐκ-γεγάτην [ᾰ] ; infinitive γεγάμεν [ᾰ] ; participle γεγᾰώς -ᾰυῖα, plural -ᾰῶτες, -ᾰυῖαι , contraction γεγώς, -ῶσα ; infinitive γεγᾱκειν : middle forms ἐκγεγάασθε epigram :— passive forms, future γενηθήσομαι (only in : aorist ἐγενήθην , later Attic dialect , and Hellenistic Gk., : perfect γεγένημαι , frequently in Attic dialect Poets and Prose, in Attic dialect inscription first in 4th C, : 3rd.pers. plural γεγενέανται : pluperfect ἐγεγένητο ; compare γείνομαι:— : hence,","lookup"
"G1096","","I","come into being","absolutely , opposed to εἶναι, ; and so,","lookup"
"G1096","","I.1","to be born, born, living, at our birth, to have been born, those of an age","of persons, , νέον γεγαώς new , ; ὑπὸ Τμώλῳ γεγαῶτας (and so ) under Tmolus, ; γιγνομέναισι λάχη τάδ᾽.. ἐκράνθη , ; γεγονέναι κακῶς, καλῶς, ; κάλλιον, εὖ, ; τὸ μὴ γενέσθαι not , ; οἱ ὑπὲρ τὰ στρατεύσιμα ἔτη γεγονότες beyond.., : rarely with ordinals, ὀγδοηκοστὸν ἔτος γεγονώς","lookup"
"G1096","","I.2","to be produced, were the produce of, were worth, produced by, total, amount to, products, multiplied, elapse","of things, , ὅσα φύλλα καὶ ἄνθεα γίγνεται ὥρῃ ; opposed to ὄλλυσθαι, ; opposed to ἀπόλλυσθαι, ; opposed to ἀπολείπειν, Apoll.7; opposed to ἀπολήγειν, ; of profits, καρποὶ οἱ ἐξ ἀγελῶν γ. ; τὰ ἆθλα ἀπὸ τεττάρων ταλάντων ἐγένοντο , i.e. , ; τὸ ἀπὸ τῶν αἰχμαλώτων γενόμενον ἀργύριον [the ransom of].., ; of sums, ὁ γεγονὼς ἀριθμὸς τῶν ψήφων the of the votes, staters ; so in in Mathematics texts, of , ὁ ἐξ αὐτῶν γενόμενος ἀριθμός ; ἀριθμὸς γενόμενος ἑκατοντάκις ; of times of day, ὡς ἡ ἡμέρα ἐγένετο ; of Time in general, , διέτης χρόνος ἐγεγόνεε ταῦτα πρήσσουσι","lookup"
"G1096","","I.2.b","falldue, dues, regular, normal, usual number",", οἱ γιγνόμενοι δασμοί ; τὸ τίμημα τὸ γ., τὸ γ. ἀργύριον, : with dative , τὸ γ. τινὶ ἔλαιον ; τοῖς γείτοσι τὸ γ. , τίμημα, χάρις, ; ἐν ταῖς γ. ἡμέραις in the of days, ; frequently in later Gk., as","lookup"
"G1096","","I.3","take place, come to pass, to be, are held, is passed, are given, taken, God forbid, suppose it done, it is done, take place, were favourable, the event, the fact, the facts, the past, the future, to have passed, it happened, came to pass, it came to pass, it is possible","of events, , and in past tenses , καί σφιν ἄχος κατὰ θυμὸν ἐγίγνετο ; τὰ Ὀλύμπια γίγνεται, τραγῳδοὶ γίγνονται, , ; ψήφισμα γ. , ; πιστὰ γ., ὅρκοι γ., pledges , oaths ,; γίγνεταί τι ὑπό τινος ( masculine ), ; ὃ μὴ γένοιτο which , ; but γένοιτο, = ; γένοιτο γένοιτο , participle , γίγνεταί τί μοι βουλομένῳ, ἀσμένῳ (see. βούλομαι, ἄσμενος); οὐκ ἂν ἐμοί γε ἐλπομένῳ τὰ γένοιτο, i.e. I could not hope to see these things , , etc.; of sacrifices, omens, etc., οὐ γάρ σφι ἐγίνετο τὰ σφάγια χρηστά. , participle , τὸ γενόμενον , ; τὰ γενόμενα , ; τὰ γεγενημένα , ; τὸ γενησόμενον , ; τὰ γεγονότα, opposed to ὄντα, μέλλοντα, ; but in perfect and pluperfect , , ὡς διετὴς χρόνος ἐγεγόνεε .. that.., ; ἐγένετο, ὡς ἤκουσεν.. καὶ ἐθυμώθη , when he heard.. that.., infinitive , γίνεται εὑρεῖν to find, ; ἐγένετο, with accusative et infinitive , that, : with dative et infinitive , ἐάν σοι γένηται στραφῆναι","lookup"
"G1096","","II","come into, become, to be","followed by a Predicate, a certain state, , and (in past tenses), ,","lookup"
"G1096","","II.1","turning, ;, am I to become","followed by Nouns and adjectives , δηΐοισι δὲ χάρμα γ. ; πάντα δὲ γιγνόμενος πειρήσεται every way, ; παντοῖος γ., followed by μή, with infinitive , participle , μὴ προδοὺς ἡμᾶς γένῃ, i.e. προδότης ἡμῶν, what , i.e. what is to become of me?","lookup"
"G1096","","II.1.b","having ceased to be, ex, former","in past tenses, , ὁ γενόμενος στρατηγός the -strategus, ; ἡ γ. γυνή τινος the wife,","lookup"
"G1096","","II.2","it goes, to be parted from, to be","with adverbs , κακῶς χρῆν Κανδαύλῃ γενέσθαι ; εὖ, καλῶς, ἡδέως γ., well, etc., ; with personal construction, οἱ παρὰ Πλάτωνι δειπνήσαντες ἐς αὔριον ἡδέως γίγνονται ; δίχα γ. τοῦ σώματος .., ; τριχῇ γ. in three divisions, ; γ. ἐμποδών, ἐκποδών,","lookup"
"G1096","","II.3","","followed by oblique cases of Nouns,","lookup"
"G1096","","II.3.a","become one of, fall to, belong to, to be under control of, to be at, cost","with genitive , γ. τῶν δικαστέων, τῶν γεραιτέρων, .., ; , ἡ νίκη Ἀγησιλάου ἐγεγένητο ; , ὁ νοῦς ὅταν αὑτοῦ γένηται : of things, , i.e. , so much, αἱ τριχίδες εἰ γενοίαθ᾽ ἑκατὸν τοὐβολοῦ","lookup"
"G1096","","II.3.b","fall to","with dative , , i. e. as wife,","lookup"
"G1096","","II.3.c","have done, to be separated, turn, comes, to be, disappear, to be engaged, arrive, be, fall into, be in, to be set, to be multiplied, opposite to, to be formed, to be present, to depend, go, to be at, near, meditate","with Preps., γ. ἀπὸ δείπνου, ἐκ θυσίας, .., ; πολὺν χρόνον γ. ἀπό τινος from.., ; γ. εἴς τι into, τὸ κακὸν γ. εἰς ἀγαθόν ; εἰς βρῶσιν; εἰς οὐδέν, εἰς κενόν, even without preposition , ἐμὲ χρεὼ γ. ; γ. τι εἴς τινα to him, of a dowry, ; of a ward, ; γ. ἐξ ὀφθαλμῶν τινι out of sight, ; ἐξ ἀνθρώπων γ. from.., ; γ. ἐν.., in.., οἱ ἐν ποιήσει γινόμενοι in poetry, ; ἐν [πολέμῳ] ; ἐν ὀργῇ, ἐν αἰτίᾳ πρός τινα γ., ; of things, ἐν καιρῷ γ. in season, ; γ. διὰ γηλόφων, of a road, ; but δι᾽ ἔχθρας γ. τινί at enmity with, ; γ. ἐπὶ ποταμῷ or at.., ; γ. ἐπί τινι or one's power, ; γ. ἐπί τινι, also, over.., ; γ. ἐφ᾽ ἡμῶν αὐτῶν alone, ; γ. ἐπ᾽ ἐλπίδος in hope, into a number, ; γ. κατά τινα or τι near.. or .., in battle, ; but κατὰ ξυστάσεις γ. into groups, ; καθ᾽ αὑτοὺς γ. alone, ; γ. μετὰ τοῦ θείου with God, ; γ. παρ᾽ ἀμφοτέροις τοῖς πράγμασι on both sides, ; γ. παρά τι upon.., ; γ. περὶ τὸ συμβουλεύειν in.., ; γενοῦ πρός τινα to So-and-so, ; γ. πρὸς τῇ καρδίᾳ or .., ; γ. πρός τινι in.., ; αὐτὸς πρὸς αὑτῷ , ; γενέσθαι πρός τινων inclined towards them, ; γ. πρὸ ὁδοῦ forward on the way, ; γ. ὑπό τινι subject to.., ; γ. ὑπὸ ταῖς μηχαναῖς under the protection of..,","lookup"
"G1096","","II.4","jánati, jánas, gnatus.","γίγνεται followed by plural nouns, ἵνα γίγνηται.. ἀρχαί τε καὶ γάμοι . (Cf. 'procreate', (={γένος}), Latin gigno , )","lookup"
"G1130","","headword","γυμνητ-εύω",",","headword"
"G1130","","I","to be naked","","lookup"
"G1130","","I.2","to be lightly clad","","lookup"
"G1130","","I.3","to be light-armed","","lookup"
"G1139","","headword","δαιμον-ίζομαι",",","headword"
"G1139","","I","fate appointed","middle , ={δαιμονάω}, ἄλλος κατ᾽ ἄλλην δαιμονίζεται τύχην each one hath his own","lookup"
"G1139","","II","to be deified","as passive , ; active in","lookup"
"G1139","","III","to be possessed by a demon, evil spirit","or","lookup"
"G1163","","headword","δεῖ",":","headword"
"G1163","","I","there is need","subjunctive δέη, sometimes contraction δῆ (in codices of Comedy texts, as ; ὁπόσου κα δῆ ; infinitive δεῖ; participle δέον (see. infr. IV): imperfect ἔδει, Ionic dialect ἔδεε: future δεήσει : aorist I ἐδέησε —Impers. from δέω (A), (the sense of moral obligation, properly belonging to χρή, is later,","lookup"
