cluster,cluster_name,strongs,translit,type,type_mix,n_keywords,keywords
M23,Strength,H2392,cho.zeq,STATUS,S100,1,"strength"
M23,Strength,H2393,chez.qah,STATUS,S100,4,"strength; strong; being; force"
M23,Strength,H2394,choz.qah,STATUS,S100,3,"force; strength; violence"
M23,Strength,H2428G,cha.yil,STATUS,S100,8,"strength; strong; efficiency; wealth; army; ability; force; soldiers"
M23,Strength,H2429,cha.yil,QUALITY,Q100,3,"strength; army; power"
M23,Strength,H2626,cha.sin,STATUS,S100,2,"mighty; strong"
M23,Strength,H2632,che.sen,QUALITY,Q100,5,"authority; power; strength; shil; ton"
M23,Strength,H2634,cha.son,QUALITY,Q100,1,"strong"
M23,Strength,H3027W,yad,STATUS,S100,18,"owner; rule; strength; power; side; portion; sign; monument; fractional; share; repetition; axle-trees; axle; stays; support; tenons; phallus; wrists"
M23,Strength,H3201,ya.khol,ACTION,A99/Q1,4,"prevail; overcome; endure; power"
M23,Strength,H3581B,ko.ach,STATUS,S100,2,"strength; power"
M23,Strength,H3981,ma.a.mats,STATUS,S100,3,"power; strength; force"
M23,Strength,H4468,mam.la.khut,STATUS,S100,4,"kingdom; dominion; reign; sovereignty"
M23,Strength,H4474,mim.shal,STATUS,S100,2,"dominion; ruler"
M23,Strength,H4475,mem.sha.lah,STATUS,S100,3,"dominion; rule; realm"
M23,Strength,H4768,mar.bit,STATUS,S100,4,"greatness; increase; number; multitude"
M23,Strength,H4896,mish.tar,STATUS,S100,2,"rule; authority"
M23,Strength,H4910,ma.shal,ACTION,A100,3,"rule; dominion; reign"
M23,Strength,H4915B,mo.shel,STATUS,S100,1,"dominion"
M23,Strength,H4951,mis.rah,STATUS,S100,3,"dominion; rule; government"
M23,Strength,H5794,e.zuz,QUALITY,Q92/S8,4,"strength; strong; mighty; fierce"
M23,Strength,H5797,oz,STATUS,S100,1,"strength"
M23,Strength,H5807,e.zuz,STATUS,S100,2,"strength; fierceness"
M23,Strength,H5810,a.zaz,ACTION,A100,1,"strong"
M23,Strength,H5943,il.lay,QUALITY,Q100,19,"high; god; deity; lord; baal; almighty; elohe; israel; banner; peace; provider; righteousness; everlasting; jealous; hosts; highest; abba; eli; eloi"
M23,Strength,H6099,a.tsum,QUALITY,Q100,3,"mighty; vast; numerous"
M23,Strength,H6105A,a.tsom,ACTION,A100,3,"vast; numerous; mighty"
M23,Strength,H6108,o.tsem,STATUS,S100,3,"strength; power; bones"
M23,Strength,H6109,ots.mah,STATUS,S100,2,"strength; power"
M23,Strength,H6635B,tsa.va,STATUS,S100,19,"hosts; lord; deity; god; baal; almighty; high; elohe; israel; banner; peace; provider; righteousness; everlasting; jealous; highest; abba; eli; eloi"
M23,Strength,H6696A,tsur,ACTION,A100,4,"confine; bind; besiege; cramp"
M23,Strength,H6862D,tsar,QUALITY,Q100,3,"hard; pebble; flint"
M23,Strength,H7235A,ra.vah,ACTION,A100/S0,2,"multiply; numerous"
M23,Strength,H7236,re.vah,QUALITY,Q100,1,"grow"
M23,Strength,H7287A,ra.dah,ACTION,A100,4,"rule; dominion; dominate; tread"
M23,Strength,H7337,ra.chav,ACTION,A100,4,"enlarge; grow; wide; large"
M23,Strength,H7980,sha.lat,ACTION,A100,7,"domineer; exercise; power; dominate; mastery; master; lord"
M23,Strength,H7981,she.let,QUALITY,Q100,3,"rule; power; domineer"
M23,Strength,H7983,shil.ton,STATUS,S100,4,"power; mastery; che; sen"
M23,Strength,H7985,shol.tan,QUALITY,Q100,2,"dominion; sovereignty"
M23,Strength,H7989,shal.lit,QUALITY,Q100,3,"domineering; mastery; master"
M23,Strength,H7990,shal.lit,QUALITY,Q100,3,"ruling; mastery; authority"
M23,Strength,H8592,ta.a.tsu.mah,STATUS,S100,1,"power"
M23,Strength,H8623,taq.qiph,QUALITY,Q100,1,"mighty"
M23,Strength,H8624,taq.qiph,QUALITY,Q100,2,"strong; mighty"
M23,Strength,H8630,ta.qeph,ACTION,A100,3,"prevail; overcome; overpower"
M23,Strength,H8631,te.qeph,QUALITY,Q100,3,"grow; strong; hardened"
M23,Strength,H8632A,te.qaph,QUALITY,Q100,2,"strength; qeph"
M23,Strength,H8633,to.qeph,STATUS,S100,4,"power; authority; strength; energy"
M24,Weakness,G0091,adikeō,ACTION,A100,7,"harm; wrong; mistreat; unjustly; injure; violate; law"
M24,Weakness,G0674,apopsuchō,ACTION,A100,6,"faint; breathe; away; die; heart; dismayed"
M24,Weakness,G0724,harpagē,STATUS,S100,8,"plunder; greediness; confiscation; robbery; pillage; plundering; prey; spoil"
M24,Weakness,G0726,harpazō,ACTION,A100,16,"seize; catch; steal; carry; wild; beast; away; force; snatch; avidity; eagerly; appropriate; convey; suddenly; transport; hastily"
M24,Weakness,G0769G,astheneia,STATUS,S100,18,"weakness; weak; illness; infirmity; want; strength; feebleness; bodily; ill; health; sickness; frailty; imperfection; intellectual; suffering; affliction; distress; calamity"
M24,Weakness,G0769H,astheneia,STATUS,S100,17,"weakness; ill; illness; infirmity; want; strength; feebleness; bodily; health; sickness; frailty; imperfection; intellectual; suffering; affliction; distress; calamity"
M24,Weakness,G0770G,astheneō,ACTION,A100,19,"weak; ill; infirm; deficient; strength; inefficient; sick; faith; doubt; hesitate; unsettled; timid; authority; dignity; power; contemptible; afflicted; distressed; needy"
M24,Weakness,G0770H,astheneō,ACTION,A100,19,"weak; ill; infirm; deficient; strength; inefficient; sick; faith; doubt; hesitate; unsettled; timid; authority; dignity; power; contemptible; afflicted; distressed; needy"
M24,Weakness,G0771,asthenēma,STATUS,S100,5,"weakness; failing; infirmity; doubt; hesitation"
M24,Weakness,G0772G,asthenēs,QUALITY,Q100,19,"weak; ill; strength; infirm; helpless; inefficient; feeble; energy; body; sick; sickly; mentally; spiritually; dubious; hesitating; afflicted; distressed; oppressed; calamities"
M24,Weakness,G0772H,asthenēs,QUALITY,Q86/A14,19,"weak; ill; strength; infirm; helpless; inefficient; feeble; energy; body; sick; sickly; mentally; spiritually; dubious; hesitating; afflicted; distressed; oppressed; calamities"
M24,Weakness,G0984,blaptō,ACTION,A100,6,"hurt; injure; weaken; hinder; disable; harm"
M24,Weakness,G1000,bolē,STATUS,S100,5,"throwing; cast; throw; distance; thrown"
M24,Weakness,G1634,ekpsuchō,ACTION,A100,3,"expire; die; spirit"
M24,Weakness,G2253,hēmithanēs,QUALITY,Q100,3,"half-dead; half; dead"
M24,Weakness,G2347,thlipsis,STATUS,S100,11,"pressure; trouble; distress; oppression; tribulation; compression; affliction; mind; distressing; circumstances; trial"
M24,Weakness,G2559,kakoō,ACTION,A100,8,"harm; mistreat; oppress; persecute; poison; embitter; evil; angry"
M24,Weakness,G2616,katadunasteuō,ACTION,A100,6,"oppress; exploit; tyrannize; dominate; power; oppressed"
M24,Weakness,G2669,kataponeō,ACTION,A100,9,"oppress; oppressed; distressed; exhaust; labor; suffering; wear; distress; overpower"
M24,Weakness,G3499,nekroō,ACTION,A100,7,"death; dead; kill; deaden; mortify; rendered; impotent"
M24,Weakness,G3552,noseō,ACTION,A100,9,"sick; unhealthy; ill; diseased; appetite; craving; excessive; vicious; fondness"
M24,Weakness,G3554,nosos,STATUS,S100,4,"illness; disease; sickness; distemper"
M24,Weakness,G3993,penēs,STATUS,S100,4,"poor; labors; bread; needy"
M24,Weakness,G4661,skulon,STATUS,S100,6,"plunder; spoils; booty; stripped; enemy; spoil"
M24,Weakness,G4730,stenochoria,STATUS,S100,7,"hardship; distress; difficulty; narrowness; narrow; straits; anguish"
M24,Weakness,G5185,tuflos,QUALITY,Q100,2,"blind; mentally"
M24,Weakness,G5186,tufloō,ACTION,A100,6,"blind; blindness; deprive; sightblind; render; met"
M24,Weakness,G5604,ōdin,STATUS,S100,19,"labor; birth; pain; agony; spasms; pains; woman; travail; pang; throes; preliminary; troubles; development; catastrophe; hebrew; stringent; band; snare; noose"
M24,Weakness,H1669,da.ev,ACTION,A100,2,"languish; faint"
M24,Weakness,H1727,duv,ACTION,A100,3,"pine; away; pass"
M24,Weakness,H1738,da.vah,ACTION,A100,4,"sick; ill; unwell; infirmity"
M24,Weakness,H1739,da.veh,QUALITY,Q100,3,"sick; faint; unwell"
M24,Weakness,H1741,de.vay,QUALITY,Q50/S50,2,"illness; languishing"
M24,Weakness,H1792,da.kha,—,,4,"crush; crushed; contrite; broken"
M24,Weakness,H1794,da.khah,—,,4,"crush; crushed; contrite; broken"
M24,Weakness,H1795,dak.kah,—,,1,"crushing"
M24,Weakness,H2483,cho.li,STATUS,S100,1,"sickness"
M24,Weakness,H2627,chas.sir,QUALITY,Q100,3,"lacking; wanting; deficient"
M24,Weakness,H3013,ya.gah,ACTION,A100,4,"suffer; afflict; grieve; grief"
M24,Weakness,H3286,ya.eph,ACTION,A100,4,"faint; grow; weary; fatigued"
M24,Weakness,H3631,kil.la.von,STATUS,S100,6,"failing; completion; destruction; consumption; annihilation; pining"
M24,Weakness,H3807,ka.tat,—,,5,"crush; beat; beating; pieces; fine"
M24,Weakness,H3811,la.ah,ACTION,A100,4,"weary; impatient; grieved; offended"
M24,Weakness,H4064,mad.veh,STATUS,S100,2,"disease; sickness"
M24,Weakness,H4164,mu.tsaq,STATUS,S100,2,"constraint; distress"
M24,Weakness,H4712,me.tsar,STATUS,S100,3,"terror; straits; distress"
M24,Weakness,H4835,me.ru.tsah,STATUS,S100,2,"oppression; crushing"
M24,Weakness,H5034B,na.vel,ACTION,A100,5,"wither; sink; drop; languish; fade"
M24,Weakness,H5065,na.ga.s,ACTION,A100,7,"oppress; press; drive; exact; exert; demanding; pressure"
M24,Weakness,H5136,nush,ACTION,A100,1,"sick"
M24,Weakness,H5222,ne.kheh,—,,2,"smitten; stricken"
M24,Weakness,H5223,na.kheh,—,,3,"crippled; stricken; smitten"
M24,Weakness,H5781,uq,ACTION,A100,2,"totter; crush"
M24,Weakness,H6001A,a.mel,QUALITY,Q100,4,"labour; labourer; sufferer; wretched"
M24,Weakness,H6031B,a.nah,ACTION,A100,5,"afflict; oppress; humble; afflicted; bowed"
M24,Weakness,H6035,a.nav,QUALITY,Q100,4,"poor; humble; afflicted; meek"
M24,Weakness,H6040,o.ni,STATUS,S100,3,"affliction; poverty; misery"
M24,Weakness,H6041,a.ni,QUALITY,Q100,4,"afflicted; poor; humble; wretched"
M24,Weakness,H6087A,a.tsav,ACTION,A100,6,"hurt; pain; grieve; displease; vex; wrest"
M24,Weakness,H6101,a.tsel,ACTION,A100,1,"sluggish"
M24,Weakness,H6102,a.tsel,QUALITY,Q100,2,"sluggish; lazy"
M24,Weakness,H6103,ats.lah,STATUS,S100,2,"sluggishness; laziness"
M24,Weakness,H6104,ats.lut,STATUS,S100,2,"sluggishness; laziness"
M24,Weakness,H6115,o.tser,STATUS,S100,2,"coercion; restraint"
M24,Weakness,H6869A,bats.tsa.rah,STATUS,S100,3,"dearth; death; destitution"
M24,Weakness,H6869C,tsa.rah,STATUS,S100,3,"vexer; rival; wife"
M24,Weakness,H6887C,tsa.rar,ACTION,A100,2,"distress; suffer"
M24,Weakness,H7186,qa.sheh,QUALITY,Q100,4,"severe; hard; cruel; obstinate"
M24,Weakness,H7219,rosh,STATUS,S100,5,"poison; gall; venom; bitter; poisonous"
M24,Weakness,H7503,ra.phah,ACTION,A100,5,"slacken; sink; relax; drop; disheartened"
M24,Weakness,H7533,ra.tsats,ACTION,A100,2,"crush; oppress"
M24,Weakness,H7665,sha.var,ACTION,A100,2,"break; pieces"
M24,Weakness,H7667,she.ver,STATUS,S100,7,"breaking; fracture; crushing; breach; crash; ruin; shattering"
M24,Weakness,H7670,shib.ba.ron,STATUS,S100,4,"breaking; destruction; shattering; crushing"
M24,Weakness,H8463,ta.cha.lu.im,STATUS,S100,2,"disease; diseases"
M24,Weakness,H8513,te.la.ah,STATUS,S100,4,"hardship; toil; distress; weariness"
M25,Life,G1312,diafthora,STATUS,S100,3,"decay; corruption; dissolution"
M25,Life,G4151G,pneuma,STATUS,S100,63,"spirit; breath; wind; perceived; material; substance; extension; heart; mind; immaterial; inner; respond; god; being; ghost; holy; air; motion; spiritual; bodiless; specter; foul; vital; principle; human; soul; seat; thought; mental; frame; characteristic; influential; pervading; influence; distinguished; outward; circumstances; divinely; bestowed; true; believers; latent; import; significance; mere; letter; process; superior; merely; natural; carnal; course; operation; divine; dispensation; sealing; energy; gift; inspiration; professedly; communication; professed; possessor"
M25,Life,G4151H,pneuma,STATUS,S100,63,"spirit; breath; wind; perceived; material; substance; extension; heart; mind; immaterial; inner; respond; god; being; ghost; holy; air; motion; spiritual; bodiless; specter; foul; vital; principle; human; soul; seat; thought; mental; frame; characteristic; influential; pervading; influence; distinguished; outward; circumstances; divinely; bestowed; true; believers; latent; import; significance; mere; letter; process; superior; merely; natural; carnal; course; operation; divine; dispensation; sealing; energy; gift; inspiration; professedly; communication; professed; possessor"
M25,Life,H2416A,chay,QUALITY,Q97/S3,7,"alive; living; green; flowing; fresh; lively; reviving"
M25,Life,H2416B,chay,QUALITY,Q97/S3,1,"kinsfolk"
M25,Life,H2416C,chay.yah,STATUS,S96/Q4,2,"living; animal"
M25,Life,H2418,cha.ya,QUALITY,Q100,1,"live"
M25,Life,H2421,cha.yah,ACTION,A100,10,"live; life; remain; alive; sustain; prosperously; ever; quickened; restored; health"
M25,Life,H2422,cha.yeh,QUALITY,Q100,4,"vigorous; lively; vigour; life"
M25,Life,H2424,chay.yut,STATUS,S100,1,"living"
M25,Life,H2425,cha.yay,ACTION,A100,10,"live; life; remain; alive; sustain; prosperously; ever; quickened; restored; health"
M25,Life,H4241,mich.yah,STATUS,S100,4,"recovery; preservation; life; sustenance"
M25,Life,H5301,na.phach,ACTION,A100,5,"breathe; blow; sniff; seethe; lose"
M25,Life,H5314,na.phash,ACTION,A100,3,"refreshed; breath; refresh"
M25,Life,H5782,ur,ACTION,A100,4,"rouse; awake; awaken; incite"
M26,Righteousness,G0087,adiakritos,QUALITY,Q100,4,"impartial; undistinguishing; free; prejudice"
M26,Righteousness,G0156,aitia,STATUS,S100,7,"charge; reason; motive; incitement; accusation; crime; case"
M26,Righteousness,G0159,aitios,QUALITY,Q100,2,"causer; originator"
M26,Righteousness,G0467,antapodidōmi,ACTION,A100,4,"repay; return; back; recompense"
M26,Righteousness,G0515,axioō,ACTION,A100,9,"deem; worthy; consider; wise; fitting; judge; esteem; deserving; require"
M26,Righteousness,G0843,autokatakritos,QUALITY,Q100,1,"self-condemned"
M26,Righteousness,G1341,dikaiokrisia,STATUS,S100,4,"justice; righteous; judgment; just"
M26,Righteousness,G1342,dikaios,QUALITY,Q100,23,"just; right; righteous; upright; god; standards; actions; expressed; covenants; relationship; equitable; fair; persons; absolutely; account; acceptance; ordinary; innocent; pious; frequently; distinctive; titles; messiah"
M26,Righteousness,G1343,dikaiosunē,STATUS,S100,27,"righteousness; right; justice; doing; agreement; god; standards; being; relationship; fair; equitable; dealing; integrity; virtue; generosity; alms; piety; godliness; investiture; attribute; acceptance; righteous; justification; frequently; provision; mean; instance"
M26,Righteousness,G1344,dikaioō,ACTION,A97/S3,22,"justify; vindicate; declare; righteous; relationship; referring; god; humankind; implying; legal; render; right; just; justice; avouch; true; guiltless; accept; acquitted; cleared; approved; accepted"
M26,Righteousness,G1345,dikaiōma,STATUS,S100,17,"righteous; regulation; requirement; commandment; righteousness; rightful; justice; equity; sentence; condemnation; acquittal; justification; decree; law; ordinance; meritorious; instance"
M26,Righteousness,G1347,dikaiōsis,STATUS,S100,9,"justification; right; just; declaration; justice; judicial; sentence; acquittal; acceptance"
M26,Righteousness,G1349,dikē,STATUS,S100,2,"condemnation; sentence"
M26,Righteousness,G1556,ekdikeō,ACTION,A100,7,"avenge; revenge; grant; justice; execute; right; punish"
M26,Righteousness,G1557,ekdikēsis,STATUS,S100,7,"vengeance; justice; punishment; retributive; vindicate; avenge; inflict"
M26,Righteousness,G1558,ekdikos,QUALITY,Q100,5,"avenging; punishing; avenger; inflicts; punishment"
M26,Righteousness,G1738,endikos,QUALITY,Q100,3,"just; fair; deserved"
M26,Righteousness,G2118,euthutēs,STATUS,S100,7,"righteousness; uprightness; extension; straight; object; found; equity"
M26,Righteousness,G2589,kardiognōstēs,STATUS,S100,4,"heart-knower; heart; searcher; hearts"
M26,Righteousness,G2613,katadikazō,ACTION,A100,2,"condemn; judgment"
M26,Righteousness,G2632,katakrinō,ACTION,A100,5,"condemn; judgment; guilty; light; contrast"
M26,Righteousness,G2633,katakrisis,STATUS,S100,2,"condemnation; censure"
M26,Righteousness,G3049,logizomai,ACTION,A100,18,"count; credit; reckon; think; consider; calculate; enumerate; matter; account; impute; nought; despised; deem; infer; conclude; presume; ponder; reason"
M26,Righteousness,G5267,hupodikos,QUALITY,Q100,12,"accountable; answerable; legal; process; judicial; sentence; verdict; opposed; party; suit; liable; penalty"
M26,Righteousness,G6048,katadikē,STATUS,S100,6,"judgment; sentence; condemnation; conviction; manuscripts; list"
M26,Righteousness,G6083,sunoida,ACTION,A100,4,"conscious; know; manuscripts; list"
M26,Righteousness,H3476,yo.sher,STATUS,S100,2,"uprightness; straightness"
M26,Righteousness,H3483,ye.sha.rah,STATUS,S100,1,"uprightness"
M26,Righteousness,H4339,me.shar,STATUS,S100,4,"uprightness; evenness; straightness; equity"
M26,Righteousness,H4941I,mish.pat,STATUS,S100,24,"justice; rule; prescription; judgment; ordinance; deciding; case; court; seat; process; procedure; litigation; sentence; decision; execution; right; rectitude; privilege; due; fitting; measure; fitness; custom; plan"
M26,Righteousness,H4941J,mish.pat,STATUS,S100,22,"justice; custom; judgment; ordinance; deciding; case; court; seat; process; procedure; litigation; sentence; decision; execution; right; rectitude; privilege; due; fitting; measure; fitness; plan"
M26,Righteousness,H5229,ne.kho.chah,QUALITY,Q100,5,"upright; straight; front; right; straightness"
M26,Righteousness,H5765,a.val,ACTION,A100,3,"unjustly; wrongfully; deviate"
M26,Righteousness,H6186B,a.rakh,ACTION,A100,2,"value; tax"
M26,Righteousness,H6662,tsad.diq,QUALITY,Q100,3,"righteous; just; lawful"
M26,Righteousness,H6663,tsa.deq,ACTION,A100,3,"justify; just; righteous"
M26,Righteousness,H6664G,tse.deq,STATUS,S100,3,"righteousness; justice; rightness"
M26,Righteousness,H6664H,tse.deq,STATUS,S100,21,"righteousness; god; deity; lord; baal; almighty; high; elohe; israel; banner; peace; provider; everlasting; jealous; hosts; highest; abba; eli; eloi; name; justice"
M26,Righteousness,H6666,tse.da.qah,STATUS,S100,2,"righteousness; justice"
M26,Righteousness,H7561,ra.sha,ACTION,A100,2,"wicked; wickedly"
M26,Righteousness,H8196,she.phot,STATUS,S100,1,"judgment"
M26,Righteousness,H8200,she.phat,QUALITY,Q100,1,"judge"
M27,Evil,G0930,basanistēs,STATUS,S100,6,"torturer; inquisitor; tormentor; keeper; prison; jailer"
M27,Evil,G1493,eidōleion,STATUS,S100,4,"idol's; temple; idol; heathen"
M27,Evil,G1494,eidōlothutos,QUALITY,Q100,5,"sacrificed; idols; meat; offered; idol"
M27,Evil,G1495,eidōlolatreia,STATUS,S100,4,"idolatry; reverence; worship; idols"
M27,Evil,G1496,eidōlolatrēs,STATUS,S100,6,"idolater; worships; idols; practices; idolatry; worshipper"
M27,Evil,G1497,eidōlon,STATUS,S100,15,"idol; object; worshiped; formed; casting; carving; shape; image; statue; god; heathen; flesh; victims; sacrificed; idols"
M27,Evil,G2554,kakopoieō,ACTION,A100,6,"evil; harm; wrong; injure; commit; sin"
M27,Evil,G2712,kateidōlos,QUALITY,Q100,8,"idolatrous; full; idols; images; rife; sunk; idolatry; grossly"
M27,Evil,H6091,a.tsav,STATUS,S100,2,"idol; image"
M27,Evil,H6292,pig.gul,STATUS,S100,2,"refuse; foul"
M27,Evil,H7419,ra.mut,STATUS,S100,7,"refuse; height; lofty; stature; heap; remains; corpses"
M27,Evil,H7451A,ra,QUALITY,Q94/S5/A2,17,"bad; harmful; evil; disagreeable; malignant; unpleasant; displeasing; worse; worst; sad; unhappy; unkind; wicked; persons; thoughts; deeds; actions"
M27,Evil,H7451I,ra.ah,STATUS,S98/Q2,6,"distress; evil; harm; misery; injury; wrong"
M27,Evil,H7489A,ra.a,ACTION,A100,2,"evil; bad"
M27,Evil,H7496,re.pha.im,STATUS,S100,5,"shade; ghosts; dead; shades; spirits"
M27,Evil,H7843,sha.chat,ACTION,A96/S4,4,"ruin; destroy; corrupt; decay"
M27,Evil,H8074G,sha.mem,ACTION,A97/Q3,21,"desolate; destroyed; deserted; appalled; stun; stupefy; desolated; deflowered; awestruck; stunned; appalling; horror; horror-causer; appaller; devastate; ravage; appal; lay; astounded; desolation; ruin"
M27,Evil,H8077A,she.ma.mah,STATUS,S96/Q4,4,"devastation; waste; desolation; shi"
M27,Evil,H8262,shiq.qets,ACTION,A100,5,"detest; abominable; count; filthy; detestable"
M28,Envy,G0192,akrasia,STATUS,S100,7,"self-indulgence; intemperance; unruly; appetite; lustfulness; lack; self-control"
M28,Envy,G0766,aselgeia,STATUS,S100,9,"debauchery; sensuality; lewdness; intemperance; licentiousness; lasciviousness; insolence; outrageous; behavior"
M28,Envy,G0810,asōtia,STATUS,S100,4,"debauchery; dissipation; wildness; dissoluteness"
M28,Envy,G1939,epithumia,STATUS,S100,13,"desire; longing; coveting; craving; lusting; earnest; irregular; violent; specifically; impure; lust; object; enkindles"
M28,Envy,G2052,eritheia,STATUS,S100,13,"rivalry; selfish; ambition; faction; strife; service; party; spirit; feud; contentious; disposition; untowardness; disobedience"
M28,Envy,G2237,hēdonē,STATUS,S100,7,"pleasure; desire; enjoyment; negative; gratification; sensual; passion"
M28,Envy,G2442,himeirō,ACTION,A100,3,"desire; long; wish"
M28,Envy,G2691,katastrēniaō,ACTION,A100,11,"desire; filled; desires; conflict; dedication; someonefeel; desirous; headstrong; wanton; feel; sexual"
M28,Envy,G3715,orexis,STATUS,S100,4,"lust; desire; longing; concupiscence"
M28,Envy,G3863,parazēloō,ACTION,A100,7,"envious; arouse; jealousy; provoke; excite; emulation; indignation"
M28,Envy,G4089,pikros,QUALITY,Q100,3,"bitter; salty; harsh"
M28,Envy,G4123,pleonektēs,STATUS,S100,8,"greedy; claims; share; covetous; avaricious; defrauds; sake; gain"
M28,Envy,G4124,pleonexia,STATUS,S100,18,"greediness; avarice; advantage; possesses; inordinate; desire; riches; covetousness; grasping; overreaching; extortion; gift; exacted; importunity; conferred; grudging; hard-wrung; scheme"
M28,Envy,G4559,sarkikos,QUALITY,Q100,17,"fleshly; material; worldly; sinful; pertaining; flesh; body; corporeal; physical; carnal; low; spiritual; knowledge; frame; human; opposed; divine"
M28,Envy,G4560,sarkinos,QUALITY,Q100,5,"fleshly; flesh; human; worldly; unspiritual"
M28,Envy,G5354,phthoneō,ACTION,A100,2,"envy; jealous"
M28,Envy,G5355,phthonos,STATUS,S100,3,"envy; jealously; spite"
M28,Envy,G5365,filarguria,STATUS,S100,5,"love; money; avarice; greed; covetousness"
M28,Envy,G5366,filarguros,QUALITY,Q100,4,"money-loving; avaricious; greedy; covetous"
M28,Envy,G5369,filēdonos,QUALITY,Q100,4,"pleasure-loving; loving; pleasure; lover"
M28,Envy,H0176B,o,—,,1,"desire"
M28,Envy,H0183,a.vah,ACTION,A100,10,"desire; incline; covet; wait; longingly; wish; sigh; want; greedy; prefer"
M28,Envy,H1942,hav.vah,STATUS,S100,2,"desire; chasm"
M28,Envy,H2181,za.nah,ACTION,A100,5,"fornicate; commit; fornication; harlot; play"
M28,Envy,H2183,ze.nu.nim,STATUS,S100,3,"fornication; adultery; prostitution"
M28,Envy,H2184,ze.nut,STATUS,S100,2,"fornication; harlotry"
M28,Envy,H2530A,cha.mad,ACTION,A100,6,"desire; covet; pleasure; delight; desirable; greatly"
M28,Envy,H2530B,cha.mu.dah,ACTION,A100,4,"desirable; precious; desirableness; preciousness"
M28,Envy,H2532A,chem.dah,STATUS,S100,2,"desire; desirable"
M28,Envy,H2532B,cha.mu.dah,STATUS,S100,3,"desirable; desirableness; preciousness"
M28,Envy,H2836A,cha.shaq,ACTION,A100,4,"desire; love; attached; long"
M28,Envy,H2837,che.sheq,STATUS,S100,2,"desire; desired"
M28,Envy,H4261,mach.mad,STATUS,S100,3,"desire; desirable; pleasant"
M28,Envy,H5690,a.gav,STATUS,S100,2,"lust; love"
M28,Envy,H5691,a.ga.vah,STATUS,S100,2,"lust; lustfulness"
M28,Envy,H6887E,tsa.rar,ACTION,A100,2,"rival; rival-wife"
M28,Envy,H7520,ra.tsad,ACTION,A100,6,"watch; envy; stealthily; envious; hostility; enmity"
M28,Envy,H8378,ta.a.vah,STATUS,S100,1,"desire"
M28,Envy,H8457,taz.nut,STATUS,S100,2,"fornication; harlotry"
M28,Envy,H8669,te.shu.qah,STATUS,S100,3,"desire; longing; craving"
M29,Desire,G0830,authairetos,QUALITY,Q100,5,"self-chosen; initiative; chooses; course; spontaneously"
M29,Desire,G1938,epithumētēs,STATUS,S100,6,"desires; heart; desirer; ardent; desire; anything"
M29,Desire,G2307,thelēma,STATUS,S100,16,"desire; decision; bent; inclination; resolve; purpose; design; sovereign; pleasure; behest; frequently; deo; permittente; god; please; permit"
M29,Desire,G2309,thelō,ACTION,A100,13,"desire; decide; want; wish; exercise; unimpassioned; operation; willing; inclined; disposed; choose; intend; design"
M29,Desire,G4288,prothumia,STATUS,S100,5,"eagerness; willingness; readiness; promptness; mind"
M29,Desire,H2974,ya.al,ACTION,A100,7,"willing; begin; beginning; willingness; undertake; pleased; determined"
M29,Desire,H3336,ye.tser,STATUS,S100,4,"intention; framing; purpose; framework"
M29,Desire,H5068,na.dav,ACTION,A100,3,"willing; incite; impel"
M29,Desire,H5069,ne.dav,QUALITY,Q100,4,"willing; volunteer; offer; freely"
M29,Desire,H6634,tse.va,QUALITY,Q100,4,"desire; inclined; willing; pleased"
M29,Desire,H7148,qa.ri,QUALITY,Q100,2,"chosen; summoned"
M29,Desire,H7522,ra.tson,STATUS,S100,5,"acceptance; pleasure; delight; favour; goodwill"
M30,Obedience,G0458,anomia,STATUS,S100,8,"lawlessness; wickedness; lawless; deed; violation; law; iniquity; sin"
M30,Obedience,G0524,apalgeō,ACTION,A100,6,"callous; lose; sensitivity; desist; grief; insensible"
M30,Obedience,G0543,apeitheia,STATUS,S100,5,"disobedience; uncompliant; disposition; obstinacy; unbelief"
M30,Obedience,G0544,apeitheō,ACTION,A100,8,"disobey; disobedient; uncompliant; refuse; belief; disbelieve; obedience; conformity"
M30,Obedience,G3876,parakoē,STATUS,S100,7,"disobedience; unwillingness; hear; erroneous; hearing; deviation; obedience"
M30,Obedience,G3878,parakouō,ACTION,A100,10,"ignore; refuse; listen; overhear; hear; amiss; fail; neglect; obey; disregard"
M30,Obedience,G3892,paranomia,STATUS,S100,6,"lawlessness; wrongdoing; violation; law; transgression; iniquity"
M30,Obedience,G3893,parapikrainō,ACTION,A100,8,"rebel; disobey; incite; bitter; feelings; provoke; provokingly; rebellious"
M30,Obedience,G3894,parapikrasmos,STATUS,S100,4,"rebellion; exasperation; provocation; revolt"
M30,Obedience,G4456,pōroō,ACTION,A100,7,"harden; deaden; dull; petrify; feelings; callous; unimpressible"
M30,Obedience,G4457,pōrōsis,STATUS,S100,6,"hardening; stubbornness; hardness; heart; callousness; insensibility"
M30,Obedience,G4641,sklērokardia,STATUS,S100,5,"hardness; heart; stubbornness; obstinacy; perverseness"
M30,Obedience,G4643,sklērotēs,STATUS,S100,5,"hardness; stubbornness; heart; obstinacy; perverseness"
M30,Obedience,H2954,ta.phash,ACTION,A100,3,"insensitive; gross; fat"
M30,Obedience,H4775,ma.rad,ACTION,A100,3,"rebel; revolt; rebellious"
M30,Obedience,H4776,me.rad,QUALITY,Q100,2,"rebellion; red"
