cluster,cluster_name,strongs,translit,type,type_mix,n_keywords,keywords
M01,Fear,G0085,ademoneo,ACTION,A100,7,"distressed; troubled; depressed; dejected; full; anguish; sorrow"
M01,Fear,G0318,anankē,STATUS,S100,10,"necessity; constraint; compulsion; obligation; duty; spiritual; distress; trial; affliction; hardship"
M01,Fear,G1167,deilia,STATUS,S100,2,"timidity; cowardice"
M01,Fear,G1168,deiliaō,ACTION,A100,4,"timid; afraid; cowardly; fear"
M01,Fear,G1169,deilos,QUALITY,Q100,4,"timid; afraid; cowardly; fearful"
M01,Fear,G1568,ekthambeo,ACTION,A100,7,"awe-struck; overwhelmed; wonder; distressed; alarmed; amazed; astonished"
M01,Fear,G1569,ekthambos,QUALITY,Q100,1,"astonished"
M01,Fear,G1630,ekfobos,QUALITY,Q100,3,"terrified; frightened; horrified"
M01,Fear,G1719,emfobos,QUALITY,Q100,3,"afraid; terrified; terrible"
M01,Fear,G1790,entromos,QUALITY,Q100,2,"trembling; terrified"
M01,Fear,G2285,thambos,STATUS,S100,4,"amazement; astonishment; wonder; awe"
M01,Fear,G4422,ptoeō,ACTION,A100,7,"frighten; startled; frightenedfrighten; terrify; affright; terrified; frightened"
M01,Fear,G4423,ptoēsis,STATUS,S100,5,"fear; alarming; consternation; dismay; frightening"
M01,Fear,G4426,pturomai,ACTION,A100,6,"frighten; frightened; scare; terrify; terrified; consternation"
M01,Fear,G5156,tromos,STATUS,S100,12,"trembling; fear; quaking; terror; agitation; mind; anxious; solemn; responsibility; reverence; veneration; awe"
M01,Fear,G5398,foberos,QUALITY,Q100,3,"fearful; dreadful; terrible"
M01,Fear,G5399,fobeō,ACTION,A100,25,"fear; afraid; alarmed; contexts; impediment; faith; love; reverence; worship; god; deep; awe; but; only; occurs; literature; dread; reverentially; reluctant; scruple; apprehensive; fearfully; anxious; fearful; impressed"
M01,Fear,G5400,fobētron,STATUS,S100,7,"fearful; eventthing; inspires; terror; terrible; sight; event"
M01,Fear,G5401,fobos,STATUS,S100,12,"fear; terror; reverence; affright; astonishment; amazement; trembling; concern; object; reverential; awe; deference"
M01,Fear,G6015,deos,STATUS,S100,5,"fear; reverence; awe; manuscripts; list"
M01,Fear,H0366,a.yom,QUALITY,Q100,2,"terrible; dreadful"
M01,Fear,H0367,e.mah,STATUS,S100,2,"terror; dread"
M01,Fear,H0926,ba.hal,ACTION,A100,10,"dismay; disturb; alarm; terrify; hurry; disturbed; anxious; afraid; hurried; nervous"
M01,Fear,H0927,be.hal,QUALITY,Q100,6,"dismay; frighten; alarm; hurry; hasten; alarmed"
M01,Fear,H0928,be.ha.lah,STATUS,S100,5,"dismay; sudden; terror; ruin; alarm"
M01,Fear,H1091,bal.la.hah,STATUS,S100,5,"terror; destruction; calamity; dreadful; event"
M01,Fear,H1205,be.a.tah,STATUS,S100,2,"terror; dismay"
M01,Fear,H1481C,gur,ACTION,A100,4,"dread; fear; awe; afraid"
M01,Fear,H1670,de.a.vah,STATUS,S100,5,"dismay; faintness; failure; mental; energy"
M01,Fear,H1674,de.a.gah,STATUS,S100,3,"anxiety; anxious; care"
M01,Fear,H1763,de.chal,QUALITY,Q100,1,"fear"
M01,Fear,H2113,ze.va.ah,STATUS,S100,4,"trembling; horror; object; terror"
M01,Fear,H2119B,za.chal,ACTION,A100,2,"fear; afraid"
M01,Fear,H2189,za.a.vah,STATUS,S100,4,"horror; trembling; object; terror"
M01,Fear,H2283,chag.ga,STATUS,S100,2,"terror; reeling"
M01,Fear,H2729,cha.rad,ACTION,A100,6,"tremble; quake; move; afraid; startled; terrified"
M01,Fear,H2730,cha.red,QUALITY,Q100,3,"trembling; fearful; afraid"
M01,Fear,H2731,cha.ra.dah,STATUS,S100,6,"trembling; fear; anxiety; quaking; anxious; care"
M01,Fear,H2844A,chat,STATUS,S100,2,"terror; fear"
M01,Fear,H2847,chit.tah,STATUS,S100,2,"terror; fear"
M01,Fear,H2849,chat.chat,STATUS,S100,1,"terror"
M01,Fear,H2851,chit.tit,STATUS,S100,1,"terror"
M01,Fear,H2865,cha.tat,ACTION,A100,5,"dismayed; shattered; broken; abolished; afraid"
M01,Fear,H2866,cha.tat,STATUS,S100,1,"terror"
M01,Fear,H3016,ya.gor,QUALITY,Q100,2,"fearing; fearful"
M01,Fear,H3025,ya.gor,ACTION,A100,3,"fear; dread; afraid"
M01,Fear,H3372G,ya.re,ACTION,A100,17,"fear; revere; frightening; afraid; awe; awed; reverence; honour; fearful; dreadful; feared; astonishment; inspire; godly; terrify; shoot; pour"
M01,Fear,H3372H,ya.re,ACTION,A100,17,"fear; revere; awesome; afraid; awe; awed; reverence; honour; fearful; dreadful; feared; astonishment; inspire; godly; terrify; shoot; pour"
M01,Fear,H3373,ya.re,QUALITY,Q75/A25,3,"afraid; fearing; reverent"
M01,Fear,H3374,yir.ah,STATUS,S98/A2,3,"fear; terror; fearing"
M01,Fear,H3735,ke.ra,QUALITY,Q100,2,"distressed; grieved"
M01,Fear,H4032,ma.gor,STATUS,S100,2,"terror; fear"
M01,Fear,H4034,me.go.rah,STATUS,S100,2,"fear; terror"
M01,Fear,H4035,me.gu.rah,STATUS,S100,4,"fear; terror; storehouse; granary"
M01,Fear,H4172A,mo.rah,STATUS,S100,3,"fear; reverence; terror"
M01,Fear,H4172B,mo.ra,STATUS,S100,3,"fear; appoint; terror"
M01,Fear,H4288,me.chit.tah,STATUS,S100,4,"terror; destruction; ruin; breaking"
M01,Fear,H4637,ma.a.ra.tsah,STATUS,S100,4,"terror; awful; shock; crash"
M01,Fear,H4867,mish.bar,STATUS,S100,3,"wave; breaker; breaking"
M01,Fear,H6125,a.qah,STATUS,S100,2,"pressure; oppression"
M01,Fear,H6178,a.ruts,STATUS,S100,5,"dreadful; chasm; ravine; steep; slope"
M01,Fear,H6206,a.rats,ACTION,A100,7,"tremble; dread; fear; oppress; prevail; break; terrified"
M01,Fear,H6342,pa.chad,ACTION,A100,5,"dread; fear; tremble; revere; awe"
M01,Fear,H6343,pa.chad,STATUS,S100,2,"dread; terror"
M01,Fear,H6345,pach.dah,STATUS,S100,4,"dread; fear; awe; religious"
M01,Fear,H6426,pa.lats,ACTION,A100,2,"shudder; tremble"
M01,Fear,H6427,pal.la.tsut,STATUS,S100,2,"shuddering; trembling"
M01,Fear,H7264,ra.gaz,ACTION,A100,7,"tremble; quake; rage; quiver; agitated; excited; perturbed"
M01,Fear,H7268,rag.gaz,QUALITY,Q100,3,"quivering; trembling; quaking"
M01,Fear,H7269,rog.zah,STATUS,S100,3,"quivering; trembling; quaking"
M01,Fear,H7297,ra.hah,ACTION,A100,1,"fear"
M01,Fear,H7374,re.tet,STATUS,S100,2,"panic; trembling"
M01,Fear,H7460,ra.ad,ACTION,A100,2,"tremble; quake"
M01,Fear,H7461A,ra.ad,STATUS,S100,2,"trembling; dah"
M01,Fear,H7461B,re.a.dah,STATUS,S100,1,"trembling"
M01,Fear,H7578,re.tet,STATUS,S100,1,"trembling"
M01,Fear,H7661,sha.vats,STATUS,S100,3,"agony; cramp; anguish"
M01,Fear,H8047G,sham.mah,STATUS,S100,4,"horror; destroyed; waste; appalment"
M01,Fear,H8175A,sa.ar,ACTION,A100,5,"shudder; shiver; dread; bristle; afraid"
M01,Fear,H8178A,sa.ar,STATUS,S100,3,"shuddering; terror; horror"
M01,Fear,H8312,sar.ap.pim,STATUS,S100,3,"anxiety; disquieting; thoughts"
M01,Fear,H8429,te.vah,QUALITY,Q100,2,"startled; alarmed"
M01,Fear,H8539,ta.mah,ACTION,A100,4,"astounded; stunned; amazed; dumbfounded"
M01,Fear,H8541,tim.ma.hon,STATUS,S100,3,"bewilderment; astonishment; stupefaction"
M01,Fear,H8606,tiph.le.tset,STATUS,S100,3,"terror; shuddering; horror"
M02,Anger,G0024,aganaktēsis,STATUS,S100,1,"indignation"
M02,Anger,G0485,antilogia,STATUS,S100,7,"dispute; argument; opposition; rebellion; contradiction; question; hostility"
M02,Anger,G2042,erethizō,ACTION,A100,8,"provoke; irritate; stir; arouse; embitter; exasperate; incite; stimulate"
M02,Anger,G2054,eris,STATUS,S100,7,"quarrel; strife; dissension; discord; altercation; contentious; disposition"
M02,Anger,G2200,zestos,QUALITY,Q100,6,"hot; boiled; boiling; glowing; zeal; fervent"
M02,Anger,G2371,thumomacheō,ACTION,A100,9,"quarrel; fighting; mad; wage; war; fiercely; warmly; hostile; enraged"
M02,Anger,G2373,thumoō,ACTION,A100,5,"anger; angry; provoke; angered; enraged"
M02,Anger,G3055,logomachia,STATUS,S100,7,"quarrel; contention; strife; dispute; trivial; unprofitable; controversy"
M02,Anger,G3709,orgē,STATUS,S100,20,"wrath; anger; expression; strong; displeasure; hostility; range; petty; human; righteous; god; sinful; disobedience; mental; bent; impulse; indignation; indignantly; vengeance; punishment"
M02,Anger,G3710,orgizō,ACTION,A100,20,"anger; angry; enraged; feel; express; strong; displeasure; hostility; range; petty; human; righteous; god; sinful; disobedience; list; deponent; provoke; irritate; indignant"
M02,Anger,G3711,orgilos,QUALITY,Q100,6,"quick-tempered; inclined; anger; prone; irascible; passionate"
M02,Anger,G3947,paroxunō,ACTION,A100,10,"provoke; greatly; distressed; angered; irritated; sharpen; incite; stir; irritate; anger"
M02,Anger,G3948,paroxusmos,STATUS,S100,12,"stirring; sharp; disagreement; spurring; encouraging; inciting; incitement; fit; anger; contention; angry; dispute"
M02,Anger,G3949,parorgizō,ACTION,A100,4,"anger; exasperate; provoke; irritate"
M02,Anger,G3950,parorgismos,STATUS,S100,5,"anger; provocation; excited; indignation; wrath"
M02,Anger,G4088,pikria,STATUS,S100,4,"bitterness; spirit; language; harshness"
M02,Anger,G5379,filoneikia,STATUS,S100,5,"love; dispute; strife; contention; rivalry"
M02,Anger,G5380,filoneikos,QUALITY,Q100,6,"dispute-loving; contentious; quarrelsome; fond; contention; disputatious"
M02,Anger,H0599,a.naph,ACTION,A100,4,"angry; displeased; breathe; hard"
M02,Anger,H0888,be.esh,QUALITY,Q100,5,"displeased; evil; bad; displeasing; ash"
M02,Anger,H2152,zal.a.phah,STATUS,S100,4,"scorching; burning; heat; raging"
M02,Anger,H2194,za.am,ACTION,A100,4,"indignant; denounce; express; indignation"
M02,Anger,H2195,za.am,STATUS,S100,2,"indignation; anger"
M02,Anger,H2196,za.aph,ACTION,A100,7,"enrage; fret; sad; wroth; vexed; enraged; humour"
M02,Anger,H2197,za.aph,STATUS,S100,4,"rage; raging; storming; indignation"
M02,Anger,H2198,za.eph,QUALITY,Q100,4,"vexed; angry; raging; humour"
M02,Anger,H2528,che.ma,QUALITY,Q100,3,"rage; anger; mah"
M02,Anger,H2534,che.mah,STATUS,S100,9,"rage; heat; hot; displeasure; indignation; anger; wrath; poison; bottles"
M02,Anger,H2734,cha.rah,ACTION,A100,6,"incensed; hot; furious; burn; becomeangry; kindled"
M02,Anger,H2740,cha.ron,STATUS,S100,3,"burning; anger; heat"
M02,Anger,H2750,cho.ri,STATUS,S100,2,"burning; heat"
M02,Anger,H3707,ka.as,ACTION,A100,8,"provoke; angry; vexed; indignant; wroth; grieved; anger; wrath"
M02,Anger,H3708B,ka.a.s,STATUS,S95/A5,4,"vexation; anger; provocation; grief"
M02,Anger,H4683,mats.tsah,STATUS,S100,2,"strife; contention"
M02,Anger,H4695,mats.tsut,STATUS,S100,2,"strife; contention"
M02,Anger,H4808,me.ri.vah,STATUS,S100,3,"provocation; strife; contention"
M02,Anger,H5307K,na.phal,ACTION,A100,23,"angry; fallen; lie; cast; fail; prostrate; attack; desert; away; short; result; settle; waste; offered; inferior; throw; knock; lay; overthrow; lot; assign; apportion; drop"
M02,Anger,H6696B,tsur,ACTION,A100,5,"provoke; hostility; adversary; treat; foe"
M02,Anger,H7065,qa.na,ACTION,A100,4,"jealous; envy; envious; zealous"
M02,Anger,H7067H,qan.na,QUALITY,Q100,1,"jealous"
M02,Anger,H7068,qin.ah,STATUS,S100,3,"jealousy; ardour; zeal"
M02,Anger,H7072,qan.no,QUALITY,Q100,1,"jealous"
M02,Anger,H7107,qa.tsaph,ACTION,A100,4,"angry; displeased; fret; wroth"
M02,Anger,H7109,qe.tsaph,QUALITY,Q100,2,"wrath; anger"
M02,Anger,H7110A,qe.tseph,STATUS,S100,2,"wrath; anger"
M02,Anger,H7265,re.gaz,QUALITY,Q100,2,"enrage; rage"
M02,Anger,H7379,riv,STATUS,S100,3,"strife; controversy; dispute"
M03,Grief,G0928G,basanizō,ACTION,A100,20,"torture; torment; tortured; tormented; pain; apply; lapis; lydius; touchstone; examine; scrutinize; try; either; afflict; afflicted; pained; diseases; tossed; agitated; waves"
M03,Grief,G0928H,basanizō,ACTION,A100,21,"torture; anguish; torment; tortured; tormented; pain; apply; lapis; lydius; touchstone; examine; scrutinize; try; either; afflict; afflicted; pained; diseases; tossed; agitated; waves"
M03,Grief,G0931,basanos,STATUS,S100,18,"torment; severe; pain; torture; lapis; lydius; species; stone; lydia; being; metals; thought; indicate; alloy; mixed; therefore; trial; examination"
M03,Grief,G2346,thlibō,ACTION,A100,13,"press; crowd; trouble; narrow; pressed; troubled; persecuted; squeeze; encumber; throng; distress; afflict; compressed"
M03,Grief,G2799,klaiō,ACTION,A100,9,"weep; cry; wail; mourn; intrans; shed; tears; transitive; bewail"
M03,Grief,G2805,klauthmos,STATUS,S100,2,"weeping; crying"
M03,Grief,G2875,koptō,ACTION,A100,9,"cut; mourn; beat; breast; smite; self; mourning; lament; bewail"
M03,Grief,G3076,lupeō,ACTION,A100,15,"grieve; sorrow; grief; sorrowful; sad; distressed; grieveto; occasion; distress; grieved; pained; aggrieve; cross; vex; feel"
M03,Grief,G3600,odunaō,ACTION,A100,11,"anguished; grieve; anxious; agony; pain; either; bodily; mentally; tormented; distressed; grieved"
M03,Grief,G3601,odunē,STATUS,S100,6,"anguish; grief; pain; body; mind; sorrow"
M03,Grief,G3602,odurmos,STATUS,S100,6,"mourning; deep; sorrow; lamentation; bitter; wailing"
M03,Grief,G3996,pen.the.o,ACTION,A100,9,"mourn; grieve; trans; lament; sad; bewail; self; feel; guilt"
M03,Grief,G3997,penthos,STATUS,S100,4,"grief; mourning; sadness; sorrow"
M03,Grief,G4036,perilupos,QUALITY,Q100,7,"sorrowful; overwhelmingly; greatly; distressing; grieved; exceedingly; distressed"
M03,Grief,G4087,pikrainō,ACTION,A100,8,"embitter; sour; bitter; embittered; render; grow; angry; harsh"
M03,Grief,G4192,ponos,STATUS,S100,9,"travail; pain; agony; hard; work; toil; labor; misery; anguish"
M03,Grief,G4660,skullō,ACTION,A100,9,"trouble; bother; annoy; harassed; flay; lacerate; vex; sorry; plight"
M03,Grief,G4726,stenagmos,STATUS,S100,5,"groan; sigh; sighing; groaning; inward"
M03,Grief,G4729,stenochōreō,ACTION,A100,12,"press; crushed; withhold; restricted; crowd; together; narrow; straiten; straits; cooped; cramped; restrict"
M03,Grief,G4818,sullupeō,ACTION,A100,5,"grieved; deeply; distressed; grieve; together"
M03,Grief,G4841,sumpaschō,ACTION,A100,7,"suffer; share; suffering; sympathize; endure; corresponding; sufferings"
M03,Grief,G4928,sunochē,STATUS,S100,7,"anguish; distress; being; together; compression; mind; anxiety"
M03,Grief,G4959,sustenazō,ACTION,A100,5,"groan; join; groaning; together; lament"
M03,Grief,G5605,ōdinō,ACTION,A100,9,"labor; suffer; pains; childbirth; travail; birth; pangs; effort; spiritual"
M03,Grief,H0056,a.val,ACTION,A100,2,"mourn; lament"
M03,Grief,H0057,a.vel,QUALITY,Q100,2,"mourning; mourner"
M03,Grief,H0060,e.vel,STATUS,S100,1,"mourning"
M03,Grief,H0584,a.nach,ACTION,A100,3,"sigh; groan; gasp"
M03,Grief,H0585,a.na.chah,STATUS,S100,2,"sighing; groaning"
M03,Grief,H0603,a.na.qah,STATUS,S100,3,"groaning; crying; lamentation"
M03,Grief,H1058,ba.khah,ACTION,A100,5,"weep; bewail; cry; shed; tears"
M03,Grief,H1059,be.kheh,STATUS,S100,2,"bitterly; weeping"
M03,Grief,H1065,be.khi,STATUS,S100,1,"weeping"
M03,Grief,H1068,be.khit,STATUS,S100,1,"weeping"
M03,Grief,H1671,de.a.von,STATUS,S100,5,"sorrow; fainting; pining; languishing; faintness"
M03,Grief,H1742,dav.va,QUALITY,Q100,1,"faint"
M03,Grief,H1830,da.ma,ACTION,A100,1,"weep"
M03,Grief,H1832,dim.ah,STATUS,S100,1,"tears"
M03,Grief,H2254C,cha.val,ACTION,A100,2,"labour; travail"
M03,Grief,H2256B,che.vel,STATUS,S100,4,"pain; sorrow; travail; pang"
M03,Grief,H2256M,che.vel,STATUS,S100,6,"pain; cord; rope; territory; band; company"
M03,Grief,H2470I,cha.lah,ACTION,A100,14,"weak; grieved; sorrowful; sick; diseased; sorry; feel; ill; tired; sore; signs; sickness; grieve; wounded"
M03,Grief,H3015,ya.gon,STATUS,S100,3,"sorrow; grief; anguish"
M03,Grief,H3510,ka.av,ACTION,A100,3,"pain; sore; sorrowful"
M03,Grief,H3511,ke.ev,STATUS,S100,2,"pain; sorrow"
M03,Grief,H4157,mu.a.qah,STATUS,S100,3,"distress; compression; pressure"
M03,Grief,H4341,makh.ov,STATUS,S100,2,"pain; sorrow"
M03,Grief,H4470,me.mer,STATUS,S100,1,"bitterness"
M03,Grief,H4472,mam.ror,STATUS,S100,2,"bitterness; bitter"
M03,Grief,H4553,mis.ped,STATUS,S100,2,"mourning; wailing"
M03,Grief,H4620,ma.a.tse.vah,STATUS,S100,4,"torment; pain; grief; terror"
M03,Grief,H4689,ma.tsoq,STATUS,S100,5,"distress; straitness; straits; stress; anguish"
M03,Grief,H4691,me.tsu.qah,STATUS,S100,4,"distress; straitness; straits; stress"
M03,Grief,H4751,mar,QUALITY,Q92/A8,10,"bitter; bitterness; water; food; harlot's; end; wickedness; cry; pain; bitterly"
M03,Grief,H4786,mo.rah,STATUS,S100,2,"bitterness; grief"
M03,Grief,H4787,mor.rah,STATUS,S100,1,"bitterness"
M03,Grief,H4798,mar.ze.ach,STATUS,S100,4,"mourning; cry; joy; revelry"
M03,Grief,H4843,ma.rar,ACTION,A100,4,"provoke; bitter; strong; strengthen"
M03,Grief,H4844,ma.ror,QUALITY,Q100,3,"bitterness; bitter; herb"
M03,Grief,H5009,ne.a.qah,STATUS,S100,2,"groan; groaning"
M03,Grief,H5076,ne.dud,STATUS,S100,1,"tossing"
M03,Grief,H5100,ne.ha.mah,STATUS,S100,2,"groaning; growling"
M03,Grief,H5594,sa.phad,ACTION,A100,3,"mourn; wail; lament"
M03,Grief,H5999,a.mal,STATUS,S100,3,"trouble; toil; labour"
M03,Grief,H6088,a.tsav,QUALITY,Q100,2,"pain; grieve"
M03,Grief,H6089A,e.tsev,STATUS,S100,6,"toil; pain; hurt; sorrow; labour; hardship"
M03,Grief,H6090A,o.tsev,STATUS,S100,2,"pain; sorrow"
M03,Grief,H6093,its.tsa.von,STATUS,S100,5,"toil; pain; labour; hardship; sorrow"
M03,Grief,H6094,ats.tse.vet,STATUS,S100,5,"injury; pain; hurt; sorrow; wound"
M03,Grief,H6365,pid,STATUS,S100,3,"disaster; ruin; destruction"
M03,Grief,H6695A,tsoq,STATUS,S100,3,"distress; constraint; strait"
M03,Grief,H6695B,tsu.qah,STATUS,S100,3,"anguish; pressure; distress"
M03,Grief,H6735C,tsir,STATUS,S100,2,"pang; distress"
M03,Grief,H6862B,tsar,QUALITY,Q74/S26,2,"distress; straits"
M03,Grief,H6869B,tsa.rah,STATUS,S100,3,"distress; straits; trouble"
M03,Grief,H7089,qe.pha.dah,STATUS,S100,2,"anguish; shuddering"
M03,Grief,H7451C,ra.ah,STATUS,S99/Q1,6,"distress; harm; evil; misery; injury; wrong"
M03,Grief,H7879,si.ach,STATUS,S100,3,"complaint; meditation; musing"
M03,Grief,H8386,ta.a.niy.yah,STATUS,S100,2,"mourning; grieving"
M03,Grief,H8424,tu.gah,STATUS,S100,3,"grief; heaviness; sorrow"
M04,Joy,G0020,agalliasis,STATUS,S100,4,"joy; delight; exultation; extreme"
M04,Joy,G0021,agalliao,ACTION,A100,11,"rejoice; filled; delight; joy; celebrate; praise; exult; exceedingly; fill; desire; ardently"
M04,Joy,G0701,arestos,QUALITY,Q100,5,"pleasing; desirable; right; acceptable; deemed"
M04,Joy,G2106,eudokeō,ACTION,A100,7,"delight; well; pleased; think; approve; consent; pleasure"
M04,Joy,G2114,euthumeō,ACTION,A100,6,"cheerful; courage; happy; cheerfultake; heart; spirits"
M04,Joy,G2167,eufrosune,STATUS,S100,4,"joy; gladness; cheerfulness; rejoicing"
M04,Joy,G2169,eucharistia,STATUS,S100,14,"thankfulness; expression; thanks; thanksgiving; gratitude; conversation; marked; gentle; cheerfulness; grateful; heart; contrasted; unseemly; mirth"
M04,Joy,G2170,eucharistos,QUALITY,Q100,5,"thankful; grateful; pleasing; mindful; benefits"
M04,Joy,G2174,eupsucheō,ACTION,A100,5,"glad; cheerful; animated; encouraged; spirits"
M04,Joy,G2284,thambeō,ACTION,A100,5,"astonish; amazed; astoundedastonish; astonished; awestruck"
M04,Joy,G2295,thauma,STATUS,S100,4,"marvel; wonder; astonishment; admiration"
M04,Joy,G2296,thaumazō,ACTION,A100,4,"marvel; wonder; amazed; greatly"
M04,Joy,G3108,makarismos,STATUS,S100,6,"blessedness; joy; happy; calling; pronouncing; self-congratulation"
M04,Joy,G3685,oninemi,ACTION,A100,7,"joy; benefit; optative; receive; profit; pleasure; genitive"
M04,Joy,G4796,sunchairo,ACTION,A100,5,"rejoice; sympathize; joy; advancement; congratulate"
M04,Joy,G4913,sunēdomai,ACTION,A100,8,"delight; agreement; pleased; along; others; congratulate; approve; cordially"
M04,Joy,G5463,chairo,ACTION,A100,12,"rejoice; glad; delighted; hail; greetings; joyful; full; joy; salutation; greet; epistolary; health"
M04,Joy,G5479,chara,STATUS,S100,7,"joy; rejoicing; happiness; gladness; meton; occasion; bliss"
M04,Joy,H1082,ba.lag,ACTION,A100,3,"cheerful; gleam; smile"
M04,Joy,H1523,gil_verb,ACTION,A100,3,"rejoice; exult; glad"
M04,Joy,H1524A,gil,STATUS,S100,1,"rejoicing"
M04,Joy,H1525,gi.lah,STATUS,S100,1,"rejoicing"
M04,Joy,H2302,cha.dah,ACTION,A100,1,"rejoice"
M04,Joy,H2304,ched.vah,STATUS,S100,2,"joy; gladness"
M04,Joy,H2305,ched.vah,QUALITY,Q100,1,"joy"
M04,Joy,H2531,che.med,STATUS,S100,5,"delight; desire; beauty; desirable; pleasant"
M04,Joy,H2654A,cha.phets,ACTION,A100,4,"delight; pleasure; desire; pleased"
M04,Joy,H2655,cha.phets,QUALITY,Q100,4,"delighting; delight; desiring; pleasure"
M04,Joy,H2656,che.phets,STATUS,S97/Q3,2,"pleasure; delight"
M04,Joy,H2868,te.ev,QUALITY,Q100,2,"glad; tav"
M04,Joy,H2896A,tov,QUALITY,Q91/A8/S2,16,"pleasant; agreeable; excellent; rich; valuable; estimation; appropriate; becoming; better; glad; happy; prosperous; understanding; benign; right; tav"
M04,Joy,H4010,mav.li.git,STATUS,S100,5,"cheer; smiling; cheerfulness; source; brightening"
M04,Joy,H4652,miph.la.ah,STATUS,S100,3,"wonder; wondrous; work"
M04,Joy,H4885,ma.s.vo.s,STATUS,S100,3,"rejoicing; exultation; joy"
M04,Joy,H5207,ni.cho.ach,STATUS,S100,3,"soothing; quieting; tranquillising"
M04,Joy,H5273A,na.im,QUALITY,Q100,5,"pleasant; delightful; sweet; lovely; agreeable"
M04,Joy,H5276,na.em,ACTION,A100,5,"pleasant; beautiful; sweet; delightful; lovely"
M04,Joy,H5278,no.am,STATUS,S100,5,"pleasantness; kindness; delightfulness; beauty; favour"
M04,Joy,H5282,na.a.man,STATUS,S100,1,"pleasantness"
M04,Joy,H5539,sa.lad,ACTION,A100,5,"rejoice; leap; jump; spring; joy"
M04,Joy,H5730B,ed.nah,STATUS,S100,1,"delight"
M04,Joy,H5951,a.li.tsut,STATUS,S100,1,"exultation"
M04,Joy,H5965,a.las,ACTION,A100,1,"rejoice"
M04,Joy,H6026,a.nog,ACTION,A100,4,"delight; soft; delicate; dainty"
M04,Joy,H6027,o.neg,STATUS,S100,4,"delight; exquisite; daintiness; pleasantness"
M04,Joy,H6028,a.nog,QUALITY,Q100,2,"dainty; delicate"
M04,Joy,H6381,pa.la,ACTION,A100,7,"wonder; marvellous; wonderful; surpassing; extraordinary; separate; distinguishing"
M04,Joy,H6382,pe.le,STATUS,S100,2,"wonder; marvel"
M04,Joy,H7445,re.na.nah,STATUS,S100,4,"triumphing; ringing; cry; shout"
M04,Joy,H7797,su.s,ACTION,A100,2,"rejoice; exult"
M04,Joy,H8055,sa.mach,ACTION,A99/Q1,2,"rejoice; glad"
M04,Joy,H8056,sa.me.ach,QUALITY,Q95/A5,3,"glad; joyful; merry"
M04,Joy,H8057,sim.chah,STATUS,S100,3,"joy; mirth; gladness"
M04,Joy,H8173B,sha.a,ACTION,A100,2,"delight; sport"
M04,Joy,H8191,sha.a.shu.im,STATUS,S100,2,"delight; enjoyment"
M04,Joy,H8342,sa.s.von,STATUS,S100,4,"rejoicing; gladness; joy; exultation"
M04,Joy,H8540,te.mah,QUALITY,Q100,2,"wonder; miracle"
M04,Joy,H8588,ta.a.nug,STATUS,S100,6,"luxury; daintiness; exquisite; delight; pleasantness; comfort"
M05,Love,G0014,agathoergeō,ACTION,A100,2,"confer; benefits"
M05,Love,G0015,agathopoieō,ACTION,A100,4,"right; well; morally; correct"
M05,Love,G0016,agathopoiia,STATUS,S100,2,"doing; well-doing"
M05,Love,G0017,agathopoios,STATUS,S100,4,"doing; right; substantive; well-doer"
M05,Love,G0018,agathos,QUALITY,Q99/S1,1,"goodness"
M05,Love,G0025,agapaō,ACTION,A100,14,"love; god; son; even; enemies; value; esteem; feel; manifest; generous; concern; faithful; delight; store"
M05,Love,G0026,agapē,STATUS,S100,18,"love; god; son; even; enemies; feast; common; meal; shared; christians; connection; church; meetings; generosity; kindly; concern; devotedness; love-feasts"
M05,Love,G0415,aneleēmōn,QUALITY,Q100,5,"merciless; ruthless; unmerciful; uncompassionate; cruel"
M05,Love,G0420,anexikakos,QUALITY,Q100,5,"resentful; enduring; patient; evils; injuries"
M05,Love,G0448,anileōs,QUALITY,Q100,1,"merciless"
M05,Love,G0463,anochē,—,,4,"tolerance; forbearance; clemency; patience"
M05,Love,G0572,haplotēs,STATUS,S100,18,"openness; formally; quality; singleness; translated; generosity; liberality; sincerity; honesty; expressing; purpose; motivation; simplicity; purity; mind; arising; frankness; character"
M05,Love,G0866,afilarguros,QUALITY,Q100,6,"greedy; loving; money; fond; covetous; generous"
M05,Love,G1433,dōreō,ACTION,A100,4,"confer; bestow; freely; grant"
M05,Love,G1517,eirēnopoieō,ACTION,A100,7,"peace; reconciliation; parties; christ; believer; god; reconcile"
M05,Love,G1577,ekklēsia,STATUS,S100,24,"assembly; church; congregation; group; gathered; together; refer; believers; riotous; mob; but; christian; totality; locale; never; building; meeting; popular; children; israel; transferred; body; local; portion"
M05,Love,G1652,eleeinos,QUALITY,Q100,4,"pitiful; pitiable; wretched; miserable"
M05,Love,G1653,eleeō,ACTION,A100,2,"mercy; merciful"
