cluster,strong,surface,family
M02,H7265,angered,anger-wrath-vexation
M02,H7266,rage,anger-wrath-vexation
M02,H7379,adversary,malice-enmity-persecution
M02,H7379,case,other-uncategorised
M02,H7379,cause,other-uncategorised
M02,H7379,complaint,prayer-petition-crying-out
M02,H7379,contention,violence-cruelty
M02,H7379,controversy,other-uncategorised
M02,H7379,dispute,other-uncategorised
M02,H7379,disputed cases,other-uncategorised
M02,H7379,fight,violence-cruelty
M02,H7379,indictment,other-uncategorised
M02,H7379,lawsuit,other-uncategorised
M02,H7379,pleadings,prayer-petition-crying-out
M02,H7379,quarrel,other-uncategorised
M02,H7379,quarreling,other-uncategorised
M02,H7379,received,other-uncategorised
M02,H7379,strife,violence-cruelty
M02,H7379,strive,other-uncategorised
M02,H8409,hostility,other-uncategorised
M03,G0214,clanging,other-uncategorised
M03,G0214,wailing,other-uncategorised
M03,G0389,sighed deeply,grief-lament-sorrow
M03,G0928G,torment,other-uncategorised
M03,G0928G,tormented,other-uncategorised
M03,G0928G,tormenting,other-uncategorised
M03,G0928H,agony,other-uncategorised
M03,G0928H,beaten,other-uncategorised
M03,G0928H,making headway painfully,faint-despair-languishing
M03,G0928H,suffering,faint-despair-languishing
M03,G0929,torment,other-uncategorised
M03,G0930,jailers,other-uncategorised
M03,G0931,pains,faint-despair-languishing
M03,G0931,torment,other-uncategorised
M03,G1145,wept,grief-lament-sorrow
M03,G1298,greatly troubled,faint-despair-languishing
M03,G1776,causes trouble,other-uncategorised
M03,G2354,lament,grief-lament-sorrow
M03,G2354,lamenting,grief-lament-sorrow
M03,G2354,sang a dirge,other-uncategorised
M03,G2799,Weep,grief-lament-sorrow
M03,G2799,mourn,grief-lament-sorrow
M03,G2799,mourning,grief-lament-sorrow
M03,G2799,tears,grief-lament-sorrow
M03,G2799,weep,grief-lament-sorrow
M03,G2799,weeping,grief-lament-sorrow
M03,G2799,wept,grief-lament-sorrow
M03,G2805,weeping,grief-lament-sorrow
M03,G2875,cut,other-uncategorised
M03,G2875,mourn,grief-lament-sorrow
M03,G2875,mourning,grief-lament-sorrow
M03,G2875,mourning for,grief-lament-sorrow
M03,G2875,wail,other-uncategorised
M03,G3076,caused,other-uncategorised
M03,G3076,caused pain,faint-despair-languishing
M03,G3076,distressed,faint-despair-languishing
M03,G3076,grief,grief-lament-sorrow
M03,G3076,grieve,grief-lament-sorrow
M03,G3076,grieved,grief-lament-sorrow
M03,G3076,pain,faint-despair-languishing
M03,G3076,pained,faint-despair-languishing
M03,G3076,sorrowful,grief-lament-sorrow
M03,G3076,sorry,other-uncategorised
M03,G3077,grief,grief-lament-sorrow
M03,G3077,pain,faint-despair-languishing
M03,G3077,painful,faint-despair-languishing
M03,G3077,reluctantly,other-uncategorised
M03,G3077,sorrow,grief-lament-sorrow
M03,G3077,sorrows,grief-lament-sorrow
M03,G3437,complaint,prayer-petition-crying-out
M03,G3600,anguish,faint-despair-languishing
M03,G3600,great distress,faint-despair-languishing
M03,G3600,sorrowful,grief-lament-sorrow
M03,G3601,anguish,faint-despair-languishing
M03,G3601,pangs,other-uncategorised
M03,G3602,lamentation,grief-lament-sorrow
M03,G3602,mourning,grief-lament-sorrow
M03,G3649,howl,other-uncategorised
M03,G3759,Alas,other-uncategorised
M03,G3759,Woe,grief-lament-sorrow
M03,G3759,alas,other-uncategorised
M03,G3759,woe,grief-lament-sorrow
M03,G3759,woes,grief-lament-sorrow
M03,G3926,trouble,other-uncategorised
M03,G3996,mourn,grief-lament-sorrow
M03,G3996,mourned,grief-lament-sorrow
M03,G3996,mourning aloud,grief-lament-sorrow
M03,G3997,mourning,grief-lament-sorrow
M03,G4036,exceedingly sorry,other-uncategorised
M03,G4036,sad,grief-lament-sorrow
M03,G4036,sorrowful,grief-lament-sorrow
M03,G4087,be harsh,other-uncategorised
M03,G4087,bitter,grief-lament-sorrow
M03,G4087,made bitter,grief-lament-sorrow
M03,G4090,bitterly,grief-lament-sorrow
M03,G4192,anguish,faint-despair-languishing
M03,G4192,pain,faint-despair-languishing
M03,G4660,harassed,other-uncategorised
M03,G4660,trouble,other-uncategorised
M03,G4660,trouble yourself,other-uncategorised
M03,G4726,groaning,grief-lament-sorrow
M03,G4726,groanings,grief-lament-sorrow
M03,G4778,mistreated,other-uncategorised
M03,G4818,grieved,grief-lament-sorrow
M03,G4841,suffer,faint-despair-languishing
M03,G4841,suffer together,faint-despair-languishing
M03,G4928,anguish,faint-despair-languishing
M03,G4928,distress,faint-despair-languishing
M03,G4959,groaning together,grief-lament-sorrow
M03,G5003,wretched,other-uncategorised
M03,G5015,disturbed,other-uncategorised
M03,G5015,stirred up,other-uncategorised
M03,G5015,stirring up,other-uncategorised
M03,G5015,terrified,other-uncategorised
M03,G5015,trouble,other-uncategorised
M03,G5015,troubled,faint-despair-languishing
M03,G5015,troubling,other-uncategorised
M03,G5135,wounded,other-uncategorised
M03,G5605,birth pains,faint-despair-languishing
M03,G5605,childbirth,other-uncategorised
M03,G5605,labor,other-uncategorised
M03,H0056,caused mourning,grief-lament-sorrow
M03,H0056,grieve,grief-lament-sorrow
M03,H0056,grieved,grief-lament-sorrow
M03,H0056,lament,grief-lament-sorrow
M03,H0056,mourn,grief-lament-sorrow
M03,H0056,mourned,grief-lament-sorrow
M03,H0056,mourner,grief-lament-sorrow
M03,H0056,mourning,grief-lament-sorrow
M03,H0056,mourns,grief-lament-sorrow
M03,H0057,mourn,grief-lament-sorrow
M03,H0057,mourners,grief-lament-sorrow
M03,H0057,mourning,grief-lament-sorrow
M03,H0060,mourner,grief-lament-sorrow
M03,H0060,mourning,grief-lament-sorrow
M03,H0061,Alas,other-uncategorised
M03,H0061,But,other-uncategorised
M03,H0061,Nevertheless,other-uncategorised
M03,H0061,No,other-uncategorised
M03,H0061,Well,other-uncategorised
M03,H0061,but,other-uncategorised
M03,H0061,truth,faith-faithfulness-truth
M03,H0099,grieved,grief-lament-sorrow
M03,H0109,grieve,grief-lament-sorrow
M03,H0188,Alas,other-uncategorised
M03,H0188,Woe,grief-lament-sorrow
M03,H0188,woe,grief-lament-sorrow
M03,H0190,Woe,grief-lament-sorrow
M03,H0337,Woe,grief-lament-sorrow
M03,H0337,woe,grief-lament-sorrow
M03,H0480,Woe,grief-lament-sorrow
M03,H0480,woe,grief-lament-sorrow
M03,H0535,forlorn,other-uncategorised
M03,H0535,grown feeble,faint-despair-languishing
M03,H0535,languish,faint-despair-languishing
M03,H0535,languished,faint-despair-languishing
M03,H0535,languishes,faint-despair-languishing
M03,H0535,sick,other-uncategorised
M03,H0535,wither,faint-despair-languishing
M03,H0535,withers,faint-despair-languishing
M03,H0578,lament,grief-lament-sorrow
M03,H0578,mourn,grief-lament-sorrow
M03,H0584,groan,grief-lament-sorrow
M03,H0584,groaned,grief-lament-sorrow
M03,H0584,groaning,grief-lament-sorrow
M03,H0584,groans,grief-lament-sorrow
M03,H0584,pitied,other-uncategorised
M03,H0584,sigh,grief-lament-sorrow
M03,H0585,groaning,grief-lament-sorrow
M03,H0585,groans,grief-lament-sorrow
M03,H0585,moaning,other-uncategorised
M03,H0585,sighing,grief-lament-sorrow
M03,H0585,sorrow,grief-lament-sorrow
M03,H0603,groan,grief-lament-sorrow
M03,H0603,groaning,grief-lament-sorrow
M03,H0603,groans,grief-lament-sorrow
M03,H0928,calamity,other-uncategorised
M03,H0928,panic,other-uncategorised
M03,H0928,terror,fear-of-god-awe
M03,H1058,Weep,grief-lament-sorrow
M03,H1058,after,other-uncategorised
M03,H1058,at all,other-uncategorised
M03,H1058,bewail,other-uncategorised
M03,H1058,bitterly,grief-lament-sorrow
M03,H1058,crying,prayer-petition-crying-out
M03,H1058,lament,grief-lament-sorrow
M03,H1058,lamentation,grief-lament-sorrow
M03,H1058,more,other-uncategorised
M03,H1058,weep,grief-lament-sorrow
M03,H1058,weeping,grief-lament-sorrow
M03,H1058,weeps,grief-lament-sorrow
M03,H1058,wept,grief-lament-sorrow
M03,H1059,bitterly,grief-lament-sorrow
M03,H1065,Weeping,grief-lament-sorrow
M03,H1065,aloud,other-uncategorised
M03,H1065,bitterly,grief-lament-sorrow
M03,H1065,for,other-uncategorised
M03,H1065,tears,grief-lament-sorrow
M03,H1065,trickle,other-uncategorised
M03,H1065,weep,grief-lament-sorrow
M03,H1065,weeping,grief-lament-sorrow
M03,H1065,wept,grief-lament-sorrow
M03,H1068,weeping,grief-lament-sorrow
M03,H1670,terror,fear-of-god-awe
M03,H1671,languishing,faint-despair-languishing
M03,H1742,faint,faint-despair-languishing
M03,H1742,sick,other-uncategorised
M03,H1804,trouble,other-uncategorised
M03,H1830,bitterly,grief-lament-sorrow
M03,H1830,weep,grief-lament-sorrow
M03,H1832,tears,grief-lament-sorrow
M03,H1832,weeping,grief-lament-sorrow
M03,H1945,Ah,other-uncategorised
M03,H1945,Alas,other-uncategorised
M03,H1945,Come,other-uncategorised
M03,H1945,Up,other-uncategorised
M03,H1945,Woe,grief-lament-sorrow
M03,H1945,Woe to,grief-lament-sorrow
M03,H2254C,conceives,other-uncategorised
M03,H2254C,labor,other-uncategorised
M03,H2256B,agony,other-uncategorised
M03,H2256B,pain,faint-despair-languishing
M03,H2256B,pains,faint-despair-languishing
M03,H2256B,pangs,other-uncategorised
M03,H2256B,sorrows,grief-lament-sorrow
M03,H2256B,young,other-uncategorised
M03,H2256M,allotted,other-uncategorised
M03,H2256M,apportioned,other-uncategorised
M03,H2256M,cord,other-uncategorised
M03,H2256M,cords,other-uncategorised
M03,H2256M,group,other-uncategorised
M03,H2256M,line,other-uncategorised
M03,H2256M,lines,other-uncategorised
M03,H2256M,measuring line,other-uncategorised
M03,H2256M,portion,other-uncategorised
M03,H2256M,region,other-uncategorised
M03,H2256M,rope,other-uncategorised
M03,H2256M,ropes,other-uncategorised
M03,H2256M,seacoast,other-uncategorised
M03,H2256M,snares,malice-enmity-persecution
M03,H2256M,two portions,other-uncategorised
M03,H2342I,Writhe,other-uncategorised
M03,H2342I,afraid,fear-of-god-awe
M03,H2342I,agony,other-uncategorised
M03,H2342I,anguish,faint-despair-languishing
M03,H2342I,born,other-uncategorised
M03,H2342I,great,other-uncategorised
M03,H2342I,labor,other-uncategorised
M03,H2342I,labored,other-uncategorised
M03,H2342I,pain,faint-despair-languishing
M03,H2342I,wounded,other-uncategorised
M03,H2342I,writhe,other-uncategorised
M03,H2342I,writhed,other-uncategorised
M03,H2342I,writhes,other-uncategorised
M03,H2427A,anguish,faint-despair-languishing
M03,H2427A,pain,faint-despair-languishing
M03,H2427A,pangs,other-uncategorised
M03,H2470I,appeal,other-uncategorised
M03,H2470I,grief,grief-lament-sorrow
M03,H2470I,grieved,grief-lament-sorrow
M03,H2470I,grievous,grief-lament-sorrow
M03,H2470I,labor,other-uncategorised
M03,H2470I,sorry,other-uncategorised
M03,H2479,anguish,faint-despair-languishing
M03,H3015,anguish,faint-despair-languishing
M03,H3015,grief,grief-lament-sorrow
M03,H3015,sighing,grief-lament-sorrow
M03,H3015,sorrow,grief-lament-sorrow
M03,H3018,gains,other-uncategorised
M03,H3018,labor,other-uncategorised
M03,H3018,labored,other-uncategorised
M03,H3018,labors,other-uncategorised
M03,H3018,toil,other-uncategorised
M03,H3018,wealth,wealth-poverty-riches
M03,H3018,work,other-uncategorised
M03,H3213,Wail,other-uncategorised
M03,H3213,wail,other-uncategorised
M03,H3213,wailings,other-uncategorised
M03,H3213,wails,other-uncategorised
M03,H3215,wail,other-uncategorised
M03,H3215,wailing,other-uncategorised
M03,H3499B,bowstrings,worship-prostration-service
M03,H3499B,cord,other-uncategorised
M03,H3499B,string,other-uncategorised
M03,H3499B,tent-cord,other-uncategorised
M03,H3510,ache,other-uncategorised
M03,H3510,grieved,grief-lament-sorrow
M03,H3510,hurt them,other-uncategorised
M03,H3510,pain,faint-despair-languishing
M03,H3510,ruin,other-uncategorised
M03,H3510,sore,other-uncategorised
M03,H3510,wounds,other-uncategorised
M03,H3511,distress,faint-despair-languishing
M03,H3511,pain,faint-despair-languishing
M03,H3511,very,other-uncategorised
M03,H4157,crushing burden,violence-cruelty
M03,H4272,crush,violence-cruelty
M03,H4272,crushed,violence-cruelty
M03,H4272,pierce,other-uncategorised
M03,H4272,shatter,other-uncategorised
M03,H4272,shattered,other-uncategorised
M03,H4272,shatters,other-uncategorised
M03,H4272,strike,other-uncategorised
M03,H4272,through,other-uncategorised
M03,H4272,wound,other-uncategorised
M03,H4340,bows,worship-prostration-service
M03,H4340,cords,other-uncategorised
M03,H4341,pain,faint-despair-languishing
M03,H4341,sorrow,grief-lament-sorrow
M03,H4341,sorrows,grief-lament-sorrow
M03,H4341,suffering,faint-despair-languishing
M03,H4341,sufferings,faint-despair-languishing
M03,H4470,bitterness,grief-lament-sorrow
M03,H4472,bitterness,grief-lament-sorrow
M03,H4553,be wailing,other-uncategorised
M03,H4553,lamentation,grief-lament-sorrow
M03,H4553,lamenting,grief-lament-sorrow
M03,H4553,mourning,grief-lament-sorrow
M03,H4553,wailing,other-uncategorised
M03,H4553,weeps,grief-lament-sorrow
M03,H4620,torment,other-uncategorised
M03,H4689,anguish,faint-despair-languishing
M03,H4689,distress,faint-despair-languishing
M03,H4691,anguish,faint-despair-languishing
M03,H4691,distress,faint-despair-languishing
M03,H4691,distresses,faint-despair-languishing
M03,H4751,bitter,grief-lament-sorrow
M03,H4751,bitter pain,faint-despair-languishing
M03,H4751,bitterly,grief-lament-sorrow
M03,H4751,bitterness,grief-lament-sorrow
M03,H4751,deeply,other-uncategorised
M03,H4751,enraged,other-uncategorised
M03,H4751,lest angry,anger-wrath-vexation
M03,H4751,suffers bitterly,faint-despair-languishing
M03,H4786,bitter,grief-lament-sorrow
M03,H4787,bitterness,grief-lament-sorrow
M03,H4798,mourning,grief-lament-sorrow
M03,H4814,bitter grief,grief-lament-sorrow
M03,H4815,poisonous,other-uncategorised
M03,H4843,attacked him,violence-cruelty
M03,H4843,bitter,grief-lament-sorrow
M03,H4843,bitter distress,faint-despair-languishing
M03,H4843,bitter tears,grief-lament-sorrow
M03,H4843,dealt,other-uncategorised
M03,H4843,enraged,other-uncategorised
M03,H4843,firstborn,other-uncategorised
M03,H4843,had,other-uncategorised
M03,H4843,rage,anger-wrath-vexation
M03,H4843,rebel,rebellion-stubbornness
M03,H4843,weep,grief-lament-sorrow
M03,H4844,bitter herbs,grief-lament-sorrow
M03,H4844,bitterness,grief-lament-sorrow
M03,H5009,groaning,grief-lament-sorrow
M03,H5009,like,other-uncategorised
M03,H5076,toss,other-uncategorised
M03,H5091,lamented,grief-lament-sorrow
M03,H5091,moan,other-uncategorised
M03,H5091,wail,other-uncategorised
M03,H5092,bitterly,grief-lament-sorrow
M03,H5092,lament,grief-lament-sorrow
M03,H5092,lamentation,grief-lament-sorrow
M03,H5092,wailing,other-uncategorised
M03,H5100,growling,other-uncategorised
M03,H5100,tumult,other-uncategorised
M03,H5142,hurt,other-uncategorised
M03,H5142,hurtful,other-uncategorised
M03,H5142,impaired,other-uncategorised
M03,H5142,loss,other-uncategorised
M03,H5204,wailing,other-uncategorised
M03,H5594,Beat,other-uncategorised
M03,H5594,lament,grief-lament-sorrow
M03,H5594,lamented,grief-lament-sorrow
M03,H5594,mourn,grief-lament-sorrow
M03,H5594,mourned,grief-lament-sorrow
M03,H5594,mourners,grief-lament-sorrow
M03,H5688,bands,other-uncategorised
M03,H5688,clouds,other-uncategorised
M03,H5688,corded,other-uncategorised
M03,H5688,cords,other-uncategorised
M03,H5688,ropes,other-uncategorised
M03,H5688,thick boughs,other-uncategorised
M03,H5688,twisted,deceit-falsehood
M03,H5701,grieved,grief-lament-sorrow
M03,H5916,Whoever,other-uncategorised
M03,H5916,bring trouble,other-uncategorised
M03,H5916,brought trouble,other-uncategorised
M03,H5916,grew worse,other-uncategorised
M03,H5916,hurts,other-uncategorised
M03,H5916,trouble,other-uncategorised
M03,H5916,trouble befalls,other-uncategorised
M03,H5916,troubled,faint-despair-languishing
M03,H5916,troubler,other-uncategorised
M03,H5916,troubles,other-uncategorised
M03,H5999,anguish,faint-despair-languishing
M03,H5999,fruit,other-uncategorised
M03,H5999,hard labor,other-uncategorised
M03,H5999,hardship,other-uncategorised
M03,H5999,injustice,righteousness-integrity
M03,H5999,mischief,other-uncategorised
M03,H5999,miserable,other-uncategorised
M03,H5999,misery,grief-lament-sorrow
M03,H5999,oppression,malice-enmity-persecution
M03,H5999,toil,other-uncategorised
M03,H5999,toiled,other-uncategorised
M03,H5999,trouble,other-uncategorised
M03,H5999,wearisome,other-uncategorised
M03,H5999,which,other-uncategorised
M03,H5999,wrong,other-uncategorised
M03,H6088,anguish,faint-despair-languishing
M03,H6089A,anxious,other-uncategorised
M03,H6089A,harsh,other-uncategorised
M03,H6089A,labors,other-uncategorised
M03,H6089A,pain,faint-despair-languishing
M03,H6089A,sorrow,grief-lament-sorrow
M03,H6089A,toil,other-uncategorised
M03,H6090A,grievous,grief-lament-sorrow
M03,H6090A,pain,faint-despair-languishing
M03,H6093,pain,faint-despair-languishing
M03,H6093,painful toil,faint-despair-languishing
M03,H6094,for,other-uncategorised
M03,H6094,sorrow,grief-lament-sorrow
M03,H6094,sorrows,grief-lament-sorrow
M03,H6094,trouble,other-uncategorised
M03,H6094,wounds,other-uncategorised
M03,H6365,disaster,other-uncategorised
M03,H6365,misfortune,other-uncategorised
M03,H6365,ruin,other-uncategorised
M03,H6470,stir him,other-uncategorised
M03,H6470,troubled,faint-despair-languishing
M03,H6481,bruised,other-uncategorised
M03,H6481,crushed,violence-cruelty
M03,H6481,wounded,other-uncategorised
M03,H6616,cord,other-uncategorised
M03,H6616,fastened,other-uncategorised
M03,H6616,lace,other-uncategorised
M03,H6616,thread,other-uncategorised
M03,H6616,threads,other-uncategorised
M03,H6695A,troubled,faint-despair-languishing
M03,H6695B,anguish,faint-despair-languishing
M03,H6735C,pains,faint-despair-languishing
M03,H6735C,pangs,other-uncategorised
M03,H6862B,Trouble,other-uncategorised
M03,H6862B,adversity,malice-enmity-persecution
M03,H6862B,afflicted,faint-despair-languishing
M03,H6862B,affliction,faint-despair-languishing
M03,H6862B,anguish,faint-despair-languishing
M03,H6862B,distress,faint-despair-languishing
M03,H6862B,distressed,faint-despair-languishing
M03,H6862B,enemies,malice-enmity-persecution
M03,H6862B,stomach,other-uncategorised
M03,H6862B,tribulation,other-uncategorised
M03,H6862B,trouble,other-uncategorised
M03,H6869B,adversity,malice-enmity-persecution
M03,H6869B,affliction,faint-despair-languishing
M03,H6869B,anguish,faint-despair-languishing
M03,H6869B,calamities,other-uncategorised
M03,H6869B,distress,faint-despair-languishing
M03,H6869B,distresses,faint-despair-languishing
M03,H6869B,suffering,faint-despair-languishing
M03,H6869B,tribulation,other-uncategorised
M03,H6869B,trouble,other-uncategorised
M03,H6869B,troubles,other-uncategorised
M03,H6941,mourning,grief-lament-sorrow
M03,H6957A,line,other-uncategorised
M03,H7089,anguish,faint-despair-languishing
M03,H7451C,Affliction,faint-despair-languishing
M03,H7451C,Disaster,other-uncategorised
M03,H7451C,adversity,malice-enmity-persecution
M03,H7451C,affliction,faint-despair-languishing
M03,H7451C,afflictions,faint-despair-languishing
M03,H7451C,bad,other-uncategorised
M03,H7451C,calamities,other-uncategorised
M03,H7451C,calamity,other-uncategorised
M03,H7451C,danger,other-uncategorised
M03,H7451C,disaster,other-uncategorised
M03,H7451C,disasters,other-uncategorised
M03,H7451C,discomfort,other-uncategorised
M03,H7451C,doom,other-uncategorised
M03,H7451C,down ruin,other-uncategorised
M03,H7451C,famine,other-uncategorised
M03,H7451C,harm,other-uncategorised
M03,H7451C,hurt,other-uncategorised
M03,H7451C,pain,faint-despair-languishing
M03,H7451C,plight,other-uncategorised
M03,H7451C,trouble,other-uncategorised
M03,H7451C,troubles,other-uncategorised
