strongNumber,stepGloss,stepTransliteration,language,count,type
H7192,coin,qe.si.tah,Hebrew,3,candidate_vocabulary
H7199,bowman,qash.shat,Hebrew,1,candidate_vocabulary
H7200N,Provider [God],ra.ah,Hebrew,1,candidate_vocabulary
H7210,sight,ro.i,Hebrew,5,candidate_vocabulary
H7218J,head: first,rosh,Hebrew,18,candidate_vocabulary
H7242,necklace,ra.vid,Hebrew,2,candidate_vocabulary
H7298A,trough,ra.hat,Hebrew,3,candidate_vocabulary
H7305,space,re.vach,Hebrew,2,candidate_vocabulary
H7342H,broad: wide,ra.chav,Hebrew,17,candidate_vocabulary
H7353,ewe,ra.chel,Hebrew,4,candidate_vocabulary
H7387,emptily,re.qam,Hebrew,16,candidate_vocabulary
H7458,famine,ra.av,Hebrew,101,candidate_vocabulary
H7459,famine,re.a.von,Hebrew,3,candidate_vocabulary
H7637,seventh,she.vi.i,Hebrew,102,candidate_vocabulary
H7647,abundance,sa.va,Hebrew,8,candidate_vocabulary
H7659,sevenfold,shiv.a.ta.yim,Hebrew,9,candidate_vocabulary
H7716,sheep,seh,Hebrew,47,candidate_vocabulary
H7718,onyx,sho.ham,Hebrew,11,candidate_vocabulary
H7880,bush,si.ach,Hebrew,4,candidate_vocabulary
H7926,shoulder,she.khem,Hebrew,21,candidate_vocabulary
H8029,third,shil.lesh,Hebrew,5,candidate_vocabulary
H8032,three days ago,shil.shom,Hebrew,27,candidate_vocabulary
H8040H,left: north,se.mol,Hebrew,6,candidate_vocabulary
H8071,mantle,sim.lah,Hebrew,35,candidate_vocabulary
H8084,eighty,she.mo.nim,Hebrew,38,candidate_vocabulary
H8144,scarlet,sha.ni,Hebrew,42,candidate_vocabulary
H8163A,hairy,sa.ir,Hebrew,2,candidate_vocabulary
H8180,hundredfold,sha.ar,Hebrew,1,candidate_vocabulary
H8193H,lip: words,sa.phah,Hebrew,26,candidate_vocabulary
H8207,horned viper,she.phi.phon,Hebrew,1,candidate_vocabulary
H8255,shekel,she.qel,Hebrew,88,candidate_vocabulary
H8259,to look,sha.qaph,Hebrew,22,candidate_vocabulary
H8268,trough,sho.qet,Hebrew,2,candidate_vocabulary
H8288,thong,se.rokh,Hebrew,2,candidate_vocabulary
H8316,fire,se.re.phah,Hebrew,13,candidate_vocabulary
H8318,swarm,she.rets,Hebrew,15,candidate_vocabulary
H8321B,vine,so.re.qah,Hebrew,1,candidate_vocabulary
H8336B,linen,shesh,Hebrew,41,candidate_vocabulary
H8337,six,shesh,Hebrew,220,candidate_vocabulary
H8345,sixth,shish.shi,Hebrew,28,candidate_vocabulary
H8379,boundary,ta.a.vah,Hebrew,1,candidate_vocabulary
H8380,twin,to.am,Hebrew,6,candidate_vocabulary
H8389,appearance,to.ar,Hebrew,15,candidate_vocabulary
H8392,ark,te.vah,Hebrew,28,candidate_vocabulary
H8401,straw,te.ven,Hebrew,17,candidate_vocabulary
H8414,formlessness,to.hu,Hebrew,20,candidate_vocabulary
H8449,turtledove,tor,Hebrew,14,candidate_vocabulary
H8453A,sojourner,to.shav,Hebrew,14,candidate_vocabulary
H8482,lower,tach.ti,Hebrew,19,candidate_vocabulary
H8495,male goat,ta.yish,Hebrew,4,candidate_vocabulary
H8522,quiver,te.li,Hebrew,1,candidate_vocabulary
H8543,yesterday,te.mol,Hebrew,23,candidate_vocabulary
H8596,tambourine,toph,Hebrew,17,candidate_vocabulary
H8639,deep sleep,tar.de.mah,Hebrew,7,candidate_vocabulary
H8672,nine,te.sha,Hebrew,58,candidate_vocabulary
H0009,something lost,a.ve.dah,Hebrew,4,candidate_vocabulary
H0070,wheel,o.ven,Hebrew,2,candidate_vocabulary
H0073,girdle,av.net,Hebrew,9,candidate_vocabulary
H0076,boil,a.va.bu.ot,Hebrew,2,candidate_vocabulary
H0098,pool,a.gam,Hebrew,9,candidate_vocabulary
H0106,fist,eg.roph,Hebrew,2,candidate_vocabulary
H0124,sardius,o.dem,Hebrew,3,candidate_vocabulary
H0134,socket,e.den,Hebrew,57,candidate_vocabulary
H0212,wheel,o.phan,Hebrew,35,candidate_vocabulary
H0231,hyssop,e.zov,Hebrew,10,candidate_vocabulary
H0249,born,ez.rach,Hebrew,17,candidate_vocabulary
H0451,fat tail,al.yah,Hebrew,5,candidate_vocabulary
H0579,to meet,a.nah,Hebrew,4,candidate_vocabulary
H0614,ingathering,a.siph,Hebrew,2,candidate_vocabulary
H0642,ephod,a.phud.dah,Hebrew,3,candidate_vocabulary
H0676,finger,ets.ba,Hebrew,31,candidate_vocabulary
H0678,chief,a.tsil,Hebrew,2,candidate_vocabulary
H0713,purple,ar.ga.man,Hebrew,38,candidate_vocabulary
H0801,food offering,ish.sheh,Hebrew,65,candidate_vocabulary
H0802I,woman: another,ish.shah,Hebrew,15,candidate_vocabulary
H0821,watch,ash.mu.rah,Hebrew,7,candidate_vocabulary
H0905G,alone: pole,bad,Hebrew,41,candidate_vocabulary
H0905I,alone: each,bad,Hebrew,3,candidate_vocabulary
H0931,thumb/big toe,bo.hen,Hebrew,16,candidate_vocabulary
H1061,firstfruit,bik.ku.rim,Hebrew,17,candidate_vocabulary
H1200,fire,be.e.rah,Hebrew,1,candidate_vocabulary
H1259,hail,ba.rad,Hebrew,29,candidate_vocabulary
H1304A,gem,ba.re.qet,Hebrew,2,candidate_vocabulary
H1311,cooked,ba.shel,Hebrew,2,candidate_vocabulary
H1314,spice,be.sem,Hebrew,29,candidate_vocabulary
H1383,twists,gav.lut,Hebrew,2,candidate_vocabulary
H1406,roof,gag,Hebrew,33,candidate_vocabulary
H1407,coriander,gad,Hebrew,2,candidate_vocabulary
H1430A,stack,ga.dish,Hebrew,3,candidate_vocabulary
H1496,cutting,ga.zit,Hebrew,11,candidate_vocabulary
H1573,reed,go.me,Hebrew,4,candidate_vocabulary
H1591,theft,ge.ne.vah,Hebrew,2,candidate_vocabulary
H1610,single/height,gaph,Hebrew,4,candidate_vocabulary
H1626,gerah,ge.rah,Hebrew,5,candidate_vocabulary
H1697L,word: case,da.var,Hebrew,26,candidate_vocabulary
H1865,liberty,de.ror,Hebrew,8,candidate_vocabulary
H1969,hin,hin,Hebrew,22,candidate_vocabulary
H2053,hook,vav,Hebrew,13,candidate_vocabulary
H2138,male,za.khur,Hebrew,4,candidate_vocabulary
H2180,tail,za.nav,Hebrew,11,candidate_vocabulary
H2203,pitch,ze.phet,Hebrew,3,candidate_vocabulary
H2213,border,zer,Hebrew,10,candidate_vocabulary
H2239,span,ze.ret,Hebrew,7,candidate_vocabulary
H2397,hook,chach,Hebrew,10,candidate_vocabulary
H2436H,bosom: garment,cheq,Hebrew,6,candidate_vocabulary
H2464,galbanum,chel.be.nah,Hebrew,1,candidate_vocabulary
H2471,bun,chal.lah,Hebrew,14,candidate_vocabulary
H2557A,leaven,cha.mets,Hebrew,11,candidate_vocabulary
H2563B,heap,cho.mer,Hebrew,3,candidate_vocabulary
H2571,armed,cha.mu.shim,Hebrew,4,candidate_vocabulary
H2649,haste,chip.pa.zon,Hebrew,3,candidate_vocabulary
H2670,free,choph.shi,Hebrew,17,candidate_vocabulary
H2676,middle,cha.tsot,Hebrew,3,candidate_vocabulary
H2691A,court,cha.tser,Hebrew,145,candidate_vocabulary
H2805,artwork,che.shev,Hebrew,8,candidate_vocabulary
H2833,breastpiece,cho.shen,Hebrew,25,candidate_vocabulary
H2838,ring,cha.shuq,Hebrew,8,candidate_vocabulary
H2859A,relative,cho.ten,Hebrew,22,candidate_vocabulary
H2903,phylacteries,to.ta.phot,Hebrew,3,candidate_vocabulary
H2948,handbreadth,to.phach,Hebrew,5,candidate_vocabulary
H3006,dry land,yab.be.shet,Hebrew,2,candidate_vocabulary
H3119,by day,yo.mam,Hebrew,50,candidate_vocabulary
H3209,born,yil.lod,Hebrew,5,candidate_vocabulary
H3233G,right,ye.ma.ni,Hebrew,24,candidate_vocabulary
H3257,shovel,ya,Hebrew,9,candidate_vocabulary
H3391,month,ye.rach,Hebrew,12,candidate_vocabulary
H3407,curtain,ye.ri.ah,Hebrew,54,candidate_vocabulary
H3471,jasper,ya.she.pheh,Hebrew,3,candidate_vocabulary
H3489,peg,ya.ted,Hebrew,25,candidate_vocabulary
H3550,priesthood,ke.hun.nah,Hebrew,14,candidate_vocabulary
H3558,bracelet,ku.maz,Hebrew,2,candidate_vocabulary
H3595,basin,kiy.yor,Hebrew,23,candidate_vocabulary
H3632,entire,ka.lil,Hebrew,15,candidate_vocabulary
H3654,gnat,ken,Hebrew,7,candidate_vocabulary
H3713B,frost,ke.phor,Hebrew,3,candidate_vocabulary
H3717,to double,ka.phal,Hebrew,5,candidate_vocabulary
H3730,capital,kaph.tor,Hebrew,18,candidate_vocabulary
H3802,shoulder,ka.teph,Hebrew,67,candidate_vocabulary
H3814,secret,lat,Hebrew,2,candidate_vocabulary
H3827,flame,lab.bah,Hebrew,1,candidate_vocabulary
H3828,frankincense,le.vo.nah,Hebrew,21,candidate_vocabulary
H3871,tablet,lu.ach,Hebrew,43,candidate_vocabulary
H3906,oppression,la.chats,Hebrew,12,candidate_vocabulary
H3909,secrecy,lat,Hebrew,6,candidate_vocabulary
H3924,loop,lu.lay,Hebrew,13,candidate_vocabulary
H4021,headgear,mig.ba.ot,Hebrew,4,candidate_vocabulary
H4046,plague,mag.ge.phah,Hebrew,26,candidate_vocabulary
H4118B,quickly,ma.her,Hebrew,17,candidate_vocabulary
H4150I,meeting,mo.ed,Hebrew,152,candidate_vocabulary
H4201,doorpost,me.zu.zah,Hebrew,19,candidate_vocabulary
H4207B,fork,miz.la.gah,Hebrew,5,candidate_vocabulary
H4246,dance,me.cho.lah,Hebrew,8,candidate_vocabulary
H4276,half,ma.cha.tsit,Hebrew,16,candidate_vocabulary
H4289,censer,mach.tah,Hebrew,22,candidate_vocabulary
H4294H,tribe,mat.teh,Hebrew,184,candidate_vocabulary
H4295,beneath,mat.tah,Hebrew,19,candidate_vocabulary
H4299,yarn,mat.veh,Hebrew,1,candidate_vocabulary
H4306,rain,ma.tar,Hebrew,38,candidate_vocabulary
H4345,grate,mikh.bar,Hebrew,6,candidate_vocabulary
H4370,undergarment,mikh.nas,Hebrew,5,candidate_vocabulary
H4385,writing,mikh.tav,Hebrew,9,candidate_vocabulary
H4457,tong,mel.qa.cha.yim,Hebrew,6,candidate_vocabulary
H4501,lampstand,me.no.rah,Hebrew,42,candidate_vocabulary
H4543,storage,mis.ke.not,Hebrew,7,candidate_vocabulary
H4609B,step,ma.a.lah,Hebrew,53,candidate_vocabulary
H4701,turban,mits.ne.phet,Hebrew,12,candidate_vocabulary
H4729,fumigation,miq.tar,Hebrew,1,candidate_vocabulary
H4740H,corner,miq.tso.a,Hebrew,11,candidate_vocabulary
H4742,corner,me.quts.ah,Hebrew,2,candidate_vocabulary
H4749,beating,miq.shah,Hebrew,9,candidate_vocabulary
H4753,myrrh,mor,Hebrew,12,candidate_vocabulary
H4759B,mirror,mar.ah,Hebrew,1,candidate_vocabulary
H4836,awl,mar.tse.a,Hebrew,2,candidate_vocabulary
H4863,kneading,mish.e.ret,Hebrew,4,candidate_vocabulary
H4908,tabernacle,mish.kan,Hebrew,139,candidate_vocabulary
H4938B,staff,mish.e.net,Hebrew,11,candidate_vocabulary
H4947,lintel,mash.qoph,Hebrew,3,candidate_vocabulary
H4971,tally,mat.kho.net,Hebrew,5,candidate_vocabulary
H4995,raw,na,Hebrew,1,candidate_vocabulary
H5056,goring,nag.gach,Hebrew,2,candidate_vocabulary
H5062,to strike,na.gaph,Hebrew,49,candidate_vocabulary
H5063,plague,ne.geph,Hebrew,7,candidate_vocabulary
H5067,heap,ned,Hebrew,6,candidate_vocabulary
H5130B,to wave,nuph,Hebrew,35,candidate_vocabulary
H5198B,gum,na.taph,Hebrew,1,candidate_vocabulary
H5216A,lamp,ner,Hebrew,44,candidate_vocabulary
H5251G,Banner [God],nes,Hebrew,1,candidate_vocabulary
H5307H,to fall: deserting,na.phal,Hebrew,17,candidate_vocabulary
H5366,crevice,ne.qa.rah,Hebrew,2,candidate_vocabulary
H5375S,to lift: enthuse,na.sa,Hebrew,5,candidate_vocabulary
H5375V,to lift: count,na.sa,Hebrew,10,candidate_vocabulary
H5488G,Red [Sea],suph,Hebrew,24,candidate_vocabulary
H5549,to build,sa.lal,Hebrew,12,candidate_vocabulary
H5561,spice,sam,Hebrew,16,candidate_vocabulary
H5572,bush,se.neh,Hebrew,6,candidate_vocabulary
H5592A,basin,saph,Hebrew,7,candidate_vocabulary
H5601,sapphire,sap.pir,Hebrew,11,candidate_vocabulary
H5645,cloud,av,Hebrew,31,candidate_vocabulary
H5676G,side: beside,e.ver,Hebrew,35,candidate_vocabulary
H5716,ornament,a.di,Hebrew,14,candidate_vocabulary
H5736,to remain,a.daph,Hebrew,9,candidate_vocabulary
H5772,cohabitation,o.nah,Hebrew,1,candidate_vocabulary
H5777,lead,o.phe.ret,Hebrew,9,candidate_vocabulary
H5800C,to leave: release,a.zav,Hebrew,11,candidate_vocabulary
H6016B,omer,o.mer,Hebrew,6,candidate_vocabulary
H6030C,to sing,a.nah,Hebrew,15,candidate_vocabulary
H6154M,racial-mix,e.rev,Hebrew,4,candidate_vocabulary
H6157,swarm,a.rov,Hebrew,9,candidate_vocabulary
H6226,smoking,a.shen,Hebrew,2,candidate_vocabulary
H6241,tenth,is.sa.ron,Hebrew,33,candidate_vocabulary
H6249,eleven,ash.te,Hebrew,19,candidate_vocabulary
H6310H,lip: edge,peh,Hebrew,45,candidate_vocabulary
H6310J,lip: opening,peh,Hebrew,11,candidate_vocabulary
H6341B,plate,pach,Hebrew,2,candidate_vocabulary
H6357,topaz,pit.dah,Hebrew,4,candidate_vocabulary
H6368,soot,pi.ach,Hebrew,2,candidate_vocabulary
H6438H,corner,pin.nah,Hebrew,26,candidate_vocabulary
H6472,bell,pa.a.mon,Hebrew,7,candidate_vocabulary
H6485B,reckoning,pe.qu.dim,Hebrew,1,candidate_vocabulary
H6493,seeing,piq.qe.ach,Hebrew,2,candidate_vocabulary
H6525,flower,pe.rach,Hebrew,17,candidate_vocabulary
H6532,curtain,pa.ro.khet,Hebrew,25,candidate_vocabulary
H6603,engraving,pit.tu.ach,Hebrew,11,candidate_vocabulary
H6731A,flower,tsits,Hebrew,14,candidate_vocabulary
H6748,roasted,tsa.li,Hebrew,3,candidate_vocabulary
H6803,jar,tsin.tse.net,Hebrew,1,candidate_vocabulary
H6826,plating,tsip.puy,Hebrew,5,candidate_vocabulary
H6838,flatbread,tse.phi.chit,Hebrew,1,candidate_vocabulary
H6854,frog,tse.phar.de.a,Hebrew,13,candidate_vocabulary
H6864,flint,tsor,Hebrew,2,candidate_vocabulary
H6880,hornet,tsir.ah,Hebrew,3,candidate_vocabulary
H6916,cassia,qid.dah,Hebrew,2,candidate_vocabulary
H6999A,offer: to burn,qa.tar,Hebrew,60,candidate_vocabulary
H7004,incense,qe.to.ret,Hebrew,61,candidate_vocabulary
H7020,outermost,qi.tson,Hebrew,4,candidate_vocabulary
H7050B,curtain,qe.la,Hebrew,16,candidate_vocabulary
H7070G,branch,qa.neh,Hebrew,22,candidate_vocabulary
H7076,cinnamon,qin.na.mon,Hebrew,3,candidate_vocabulary
H7086,dish,qe.a.rah,Hebrew,17,candidate_vocabulary
H7098,end,qa.tsah,Hebrew,36,candidate_vocabulary
H7126H,to present: bring,qa.rav,Hebrew,168,candidate_vocabulary
H7165,clasp,qe.res,Hebrew,10,candidate_vocabulary
H7175,board,qe.resh,Hebrew,51,candidate_vocabulary
H7184,jug,qas.vah,Hebrew,4,candidate_vocabulary
H7218L,head: count,rosh,Hebrew,7,candidate_vocabulary
H7253,fourth,re.va,Hebrew,7,candidate_vocabulary
H7256,fourth,rib.be.a,Hebrew,4,candidate_vocabulary
H7281,moment,re.ga,Hebrew,22,candidate_vocabulary
H7347,millstone,re.cheh,Hebrew,5,candidate_vocabulary
H7415,worm,rim.mah,Hebrew,7,candidate_vocabulary
H7545,spice,ro.qe.ach,Hebrew,2,candidate_vocabulary
H7550,flatbread,ra.qiq,Hebrew,8,candidate_vocabulary
H7603,leaven,se.or,Hebrew,5,candidate_vocabulary
H7674,cessation,she.vet,Hebrew,3,candidate_vocabulary
H7677,sabbath observance,shab.ba.ton,Hebrew,11,candidate_vocabulary
H7725M,to return: reply,shuv,Hebrew,29,candidate_vocabulary
H7757,hem,shul,Hebrew,11,candidate_vocabulary
H7785,leg,shoq,Hebrew,19,candidate_vocabulary
H7822,boil,she.chin,Hebrew,13,candidate_vocabulary
H7827,onycha,she.che.let,Hebrew,1,candidate_vocabulary
H7902,semen,she.kha.vah,Hebrew,9,candidate_vocabulary
H7916,hired,sa.khir,Hebrew,17,candidate_vocabulary
H7950,snow,she.leg,Hebrew,20,candidate_vocabulary
H7958,quail,se.lav,Hebrew,4,candidate_vocabulary
H7991C,officer,sha.lish,Hebrew,20,candidate_vocabulary
H8066,eighth,she.mi.ni,Hebrew,28,candidate_vocabulary
H8193I,lip: edge,sa.phah,Hebrew,28,candidate_vocabulary
H8278,braiding,se.rad,Hebrew,4,candidate_vocabulary
H8331,chain,shar.shah,Hebrew,1,candidate_vocabulary
H8333,chain,shar.she.rah,Hebrew,7,candidate_vocabulary
H8473,breastplate,tach.ra,Hebrew,2,candidate_vocabulary
H8476,leather,ta.chash,Hebrew,14,candidate_vocabulary
H8478K,underneath: owning,ta.chat,Hebrew,14,candidate_vocabulary
H8484,middle,ti.khon,Hebrew,11,candidate_vocabulary
H8486,south,te.man,Hebrew,23,candidate_vocabulary
H8504,blue,te.khe.let,Hebrew,49,candidate_vocabulary
H8506,quantity,to.khen,Hebrew,2,candidate_vocabulary
H8519,murmuring,te.lun.nah,Hebrew,8,candidate_vocabulary
H8573,wave offering,te.nu.phah,Hebrew,30,candidate_vocabulary
H8577M,serpent: snake,tan.nin,Hebrew,8,candidate_vocabulary
H8622,circuit,te.qu.phah,Hebrew,4,candidate_vocabulary
H0125,reddish,a.dam.dam,Hebrew,6,candidate_vocabulary
H0344,falcon,ay.yah,Hebrew,3,candidate_vocabulary
H0601,heron,a.na.phah,Hebrew,2,candidate_vocabulary
H0604,gecko,a.na.qah,Hebrew,1,candidate_vocabulary
H0768,hare,ar.ne.vet,Hebrew,2,candidate_vocabulary
H0810,testicle,e.shekh,Hebrew,1,candidate_vocabulary
H0934,bright spot,ba.he.ret,Hebrew,12,candidate_vocabulary
H1244,scourging,biq.qo.ret,Hebrew,1,candidate_vocabulary
H1371,bald,gib.be.ach,Hebrew,1,candidate_vocabulary
H1372,baldness,gab.ba.chat,Hebrew,4,candidate_vocabulary
H1384,humpbacked,gib.ben,Hebrew,1,candidate_vocabulary
H1498,robbery,ga.zel,Hebrew,6,candidate_vocabulary
H1509,isolation,ge.ze.rah,Hebrew,1,candidate_vocabulary
H1513,coal,ga.che.let,Hebrew,18,candidate_vocabulary
H1618,scab,ga.rav,Hebrew,3,candidate_vocabulary
H1625,cud,ge.rah,Hebrew,11,candidate_vocabulary
H1676,kite,da.ah,Hebrew,1,candidate_vocabulary
H1733,aunt,do.dah,Hebrew,3,candidate_vocabulary
H1744,hoopoe,du.khi.phat,Hebrew,2,candidate_vocabulary
H1786,threshing,da.yish,Hebrew,1,candidate_vocabulary
H2101,discharge,zov,Hebrew,13,candidate_vocabulary
H2206,beard,za.qan,Hebrew,19,candidate_vocabulary
H2284,locust,cha.gav,Hebrew,5,candidate_vocabulary
H2386,swine,cha.zir,Hebrew,7,candidate_vocabulary
H2467,weasel,cho.led,Hebrew,1,candidate_vocabulary
H2546,lizard,cho.met,Hebrew,1,candidate_vocabulary
H2563C,homer,cho.mer,Hebrew,13,candidate_vocabulary
H2624,stork,cha.si.dah,Hebrew,6,candidate_vocabulary
H2668,freedom,chuph.shah,Hebrew,1,candidate_vocabulary
H2720A,dry,cha.rev,Hebrew,2,candidate_vocabulary
H2728,locust,cha.re.gol,Hebrew,1,candidate_vocabulary
H2789,earthenware,che.re.s,Hebrew,17,candidate_vocabulary
H2990,running,yab.bal,Hebrew,1,candidate_vocabulary
H3049,spiritist,yid.de.o.ni,Hebrew,11,candidate_vocabulary
H3217,scab,yal.le.phet,Hebrew,2,candidate_vocabulary
H3422,greenish,ye.raq.raq,Hebrew,3,candidate_vocabulary
H3465H,old,ya.shan,Hebrew,6,candidate_vocabulary
H3600,stove,kir,Hebrew,1,candidate_vocabulary
H3776,lamb,kis.bah,Hebrew,1,candidate_vocabulary
H3793,imprint,ke.to.vet,Hebrew,1,candidate_vocabulary
H3849,log,log,Hebrew,5,candidate_vocabulary
H3911,lizard,le.ta.ah,Hebrew,1,candidate_vocabulary
H3951,gleaning,le.qet,Hebrew,2,candidate_vocabulary
H3989,baked [food],ma.a.pheh,Hebrew,1,candidate_vocabulary
H4054,pasture,mig.rash,Hebrew,119,candidate_vocabulary
H4055,garment,mad,Hebrew,11,candidate_vocabulary
H4057G,Wilderness [of Sinai],mid.bar,Hebrew,1,candidate_vocabulary
H4169,hearth,mo.qe.dah,Hebrew,1,candidate_vocabulary
H4227,griddle,ma.cha.vat,Hebrew,5,candidate_vocabulary
H4294K,tribe: supply,mat.teh,Hebrew,5,candidate_vocabulary
H4348,burn,mikh.vah,Hebrew,5,candidate_vocabulary
H4499,fugitive,me.nu.sah,Hebrew,2,candidate_vocabulary
H4556,scab,mis.pa.chat,Hebrew,3,candidate_vocabulary
H4760,crop,mur.ah,Hebrew,1,candidate_vocabulary
H4802,pan,mar.che.shet,Hebrew,2,candidate_vocabulary
H4817,chariot,mer.kav,Hebrew,3,candidate_vocabulary
H4884,capacity,me.su.rah,Hebrew,4,candidate_vocabulary
H5133,plumage,no.tsah,Hebrew,4,candidate_vocabulary
H5322B,hawk,nets,Hebrew,3,candidate_vocabulary
H5414L,to give: throw,na.tan,Hebrew,6,candidate_vocabulary
H5424,scab,ne.teq,Hebrew,14,candidate_vocabulary
H5556,locust,sol.am,Hebrew,1,candidate_vocabulary
H5579,fin,se.nap.pir,Hebrew,5,candidate_vocabulary
H5597,scab,sap.pa.chat,Hebrew,2,candidate_vocabulary
H5599B,aftergrowth,sa.phi.ach,Hebrew,4,candidate_vocabulary
H5687,leafy,a.vot,Hebrew,4,candidate_vocabulary
H5847,bat,a.tal.leph,Hebrew,3,candidate_vocabulary
H5909,mouse,akh.bar,Hebrew,6,candidate_vocabulary
H6013,deep,a.moq,Hebrew,17,candidate_vocabulary
H6016A,sheaf,o.mer,Hebrew,8,candidate_vocabulary
H6057,branch,a.naph,Hebrew,7,candidate_vocabulary
H6096,spine,a.tseh,Hebrew,1,candidate_vocabulary
H6133,descendant,e.qer,Hebrew,1,candidate_vocabulary
H6155H,willow,a.ra.vah,Hebrew,4,candidate_vocabulary
H6261,timely,it.ti,Hebrew,1,candidate_vocabulary
H6309,suet,pe.der,Hebrew,3,candidate_vocabulary
H6356,eating,pe.che.tet,Hebrew,1,candidate_vocabulary
H6441,within,pe.ni.mah,Hebrew,13,candidate_vocabulary
H6455,lame,pis.se.ach,Hebrew,14,candidate_vocabulary
H6468,wages,pe.ul.lah,Hebrew,14,candidate_vocabulary
H6626,to break,pa.tat,Hebrew,1,candidate_vocabulary
H6632B,lizard,tsav,Hebrew,1,candidate_vocabulary
H6669,yellow,tsa.hov,Hebrew,3,candidate_vocabulary
H6783,finality,tse.mi.tut,Hebrew,2,candidate_vocabulary
H6867B,scar,tsa.re.vet,Hebrew,2,candidate_vocabulary
H6883,leprosy,tsa.ra.at,Hebrew,35,candidate_vocabulary
H6920,fever,qad.da.chat,Hebrew,2,candidate_vocabulary
H7039,roasted,qa.li,Hebrew,6,candidate_vocabulary
H7085,incision,qa.a.qa,Hebrew,1,candidate_vocabulary
H7142,bald,qe.re.ach,Hebrew,3,candidate_vocabulary
H7146,baldness,qa.ra.chat,Hebrew,4,candidate_vocabulary
H7193,scale,qas.qe.set,Hebrew,8,candidate_vocabulary
H7385,vain,riq,Hebrew,12,candidate_vocabulary
H7684,unintentionally,she.ga.gah,Hebrew,19,candidate_vocabulary
H7828,gull,sha.chaph,Hebrew,2,candidate_vocabulary
H7838,black,sha.chor,Hebrew,6,candidate_vocabulary
H7903,copulation,she.kho.vet,Hebrew,4,candidate_vocabulary
H8042G,left,se.ma.li,Hebrew,6,candidate_vocabulary
H8157,cleft,she.sa,Hebrew,4,candidate_vocabulary
H8162,mixed stuff,sha.at.nez,Hebrew,2,candidate_vocabulary
H8163C,satyr,sa.ir,Hebrew,4,candidate_vocabulary
H8166,female goat,se.i.rah,Hebrew,2,candidate_vocabulary
H8211,pouring,she.phekh,Hebrew,2,candidate_vocabulary
H8258,hollow,she.qa.a.ru.rah,Hebrew,1,candidate_vocabulary
H8296A,incision,se.ret,Hebrew,1,candidate_vocabulary
H8296B,incision,sa.re.tet,Hebrew,1,candidate_vocabulary
H8359,warp,she.ti,Hebrew,9,candidate_vocabulary
H8464,ostrich,tach.mas,Hebrew,2,candidate_vocabulary
H8545,exchange,te.mu.rah,Hebrew,6,candidate_vocabulary
H8580,chameleon,tin.she.met,Hebrew,3,candidate_vocabulary
H8636,increment,tar.bit,Hebrew,9,candidate_vocabulary
H8671,ninth,te.shi.i,Hebrew,18,candidate_vocabulary
H0020,melon,a.vat.ti.chim,Hebrew,1,candidate_vocabulary
H0122A,red,a.dom,Hebrew,7,candidate_vocabulary
H0174,aloe,a.hal,Hebrew,4,candidate_vocabulary
H0628,rabble,a.saph.suph,Hebrew,1,candidate_vocabulary
H0632,injunction,is.sar,Hebrew,11,candidate_vocabulary
H0685,armlet,ets.a.dah,Hebrew,2,candidate_vocabulary
H0793,slope,e.shed,Hebrew,1,candidate_vocabulary
H1211,onion,ba.tsal,Hebrew,1,candidate_vocabulary
H1278,creation,be.ri.ah,Hebrew,1,candidate_vocabulary
H1323H,daughter: village,bat,Hebrew,45,candidate_vocabulary
H1350H,to redeem: avenge,ga.al,Hebrew,13,candidate_vocabulary
H1350I,to redeem: relative,ga.al,Hebrew,2,candidate_vocabulary
H1367,border,ge.vu.lah,Hebrew,10,candidate_vocabulary
H1633B,to break bones,ga.ram,Hebrew,2,candidate_vocabulary
H1714,standard,de.gel,Hebrew,14,candidate_vocabulary
H1805,bucket,de.li,Hebrew,2,candidate_vocabulary
H2085,skin,zag,Hebrew,1,candidate_vocabulary
H2156,branch,ze.mo.rah,Hebrew,5,candidate_vocabulary
H2333,village,chav.vah,Hebrew,3,candidate_vocabulary
H2558,vinegar,cho.mets,Hebrew,6,candidate_vocabulary
H2598,dedication,cha.nuk.kah,Hebrew,8,candidate_vocabulary
H2682B,leek,cha.tsir,Hebrew,2,candidate_vocabulary
H2785,pip,char.tsan.nim,Hebrew,1,candidate_vocabulary
H3002,dry,ya.vesh,Hebrew,10,candidate_vocabulary
H3452H,wilderness,ye.shi.mon,Hebrew,9,candidate_vocabulary
H4008,rash word,miv.ta,Hebrew,2,candidate_vocabulary
H4085,mortar,me.do.khah,Hebrew,1,candidate_vocabulary
H4229B,to strike,ma.chah,Hebrew,1,candidate_vocabulary
H4275,half,me.che.tsah,Hebrew,2,candidate_vocabulary
H4934,passage,mish.ol,Hebrew,1,candidate_vocabulary
H5231,trick,ne.khel,Hebrew,1,candidate_vocabulary
H5694,ring,a.gil,Hebrew,2,candidate_vocabulary
H5945B,Most High [God],el.yon,Hebrew,25,candidate_vocabulary
H6160I,Plains [of Moab],a.ra.vah,Hebrew,12,candidate_vocabulary
H6182,dough,a.ri.sah,Hebrew,4,candidate_vocabulary
H6412B,survivor,pa.let,Hebrew,5,candidate_vocabulary
H6517,pot,pa.rur,Hebrew,3,candidate_vocabulary
H6597,suddenly,pit.om,Hebrew,25,candidate_vocabulary
H6621,suddenness,pe.ta,Hebrew,7,candidate_vocabulary
