"strong","strong_variant","sort","sense_code","gloss","verse_refs","note","row_type"
"G0571","","1","","an unbeliever, infidel, pagan","1Co.6.6","passive","description"
"G0571","","1","","incredible","Act.26.8","","lookup"
"G0572","","0","","Formally ""the quality of singleness,"" translated ""generosity,"" the state of giving things in a manner that shows liberality; ""sincerity,"" the moral quality of honesty expressing singleness of purpose or motivation","","","description"
"G0572","","1","","simplicity, sincerity, purity","Rom.12.8; Eph.6.5; Col.3.22","of mind, 11:3;","lookup"
"G0572","","1","","liberality","2Co.8.2","as arising from simplicity and frankness of character, 9:11, 13; 11:3*","lookup"
"G0573","","0","","single; hence, simple, uncompounded; sound, perfect, *","Mat.6.22;; Luk.11.34","","description"
"G0579","","0","","rejected (as unclean)","","","lookup"
"G0579","","1","","to be cast away;","","primarily metaphorically","description"
"G0579","","1","","to be condemned, regarded as vile","1Ti.4.4","*","description"
"G0580","","0","","rejection; loss","","","lookup"
"G0580","","1","","a casting off; rejection, reprobation","Rom.11.15","","description"
"G0580","","1","","loss, deprivation","Act.27.22","of life, etc., *","lookup"
"G0581","","0","","to be away from, unconnected with; to die;","","metaphorically","description"
"G0581","","0","","to die","1Pe.2.24","to a thing by renouncing it, *","lookup"
"G0587","","0","","pleasing, pleasant","","","lookup"
"G0587","","1","","acceptable, pleasant","1Ti.2.3","5:4*","lookup"
"G0591","","0","","give, give away; pay, pay back","","","description"
"G0591","","1","","to give in answer to a claim","","or","description"
"G0591","","1","","expectation; to render","Mat.12.36; 16:27; 21:41; 22:21","a due, ;","lookup"
"G0591","","1","","to recompense","Mat.6.4, 6, 18",";","lookup"
"G0591","","1","","to discharge","Mat.5.33","an obligation, ;","lookup"
"G0591","","1","","to pay","Mat.5.26","a debt, ;","lookup"
"G0591","","1","","to render back, requite","Rom.12.17","","description"
"G0591","","1","","to give back, restore","Luk.4.20; 9:42",";","description"
"G0591","","1","","to refund","Luk.10.35; 19:8","; middle","lookup"
"G0591","","1","","to sell","Act.5.8; Heb.12.16","7:9; passive","lookup"
"G0591","","1","","to be sold","Mat.18.25",";","lookup"
"G0591","","1","","to be given up","Mat.27.58","at a request","description"
"G0592","","0","","to divide, separate, cause a division","","","description"
"G0592","","1","","to separate by intervening boundaries","","primarily or","description"
"G0592","","1","","divide","","Jude 19*","lookup"
"G0593","","0","","to reject; to reject upon trial;","Mat.21.42; Mrk.12.10; Luk.20.17; 1Pe.2.4","; ; ; , 7; passive","description"
"G0593","","0","","to be disallowed","","a claim","lookup"
"G0593","","0","","declared useless","Luk.9.22; 17:25; Heb.12.17",";","lookup"
"G0599","","0","","to die (in a literal or figuratively sense); to be about to die, be mortal","","","description"
"G0599","","1","","to die","Mat.8.32",";","lookup"
"G0599","","1","","to decay, rot","Jhn.12.24; 1Co.15.36","as seeds, ;","lookup"
"G0599","","1","","to wither, become dry","","as a tree, Jude 12; metaphorically","description"
"G0599","","1","","to die","Jhn.6.50; 8:21, 24","the death of final condemnation and misery, ;","lookup"
"G0599","","1","","to die","Rom.6.2; 1Co.15.31; Col.3.3","to a thing by renunciation or utter separation, Gal. 2;19;","lookup"
"G0603","","0","","eager expectation","","","lookup"
"G0603","","1","","eager expectation, to watch with outstretched head","","","description"
"G0630","","0","","to release (forgive, grant clemency); divorce, send away","","","description"
"G0630","","1","","to loose; to release","Mat.18.27","primarily from a tie or burden, ;","description"
"G0630","","1","","to divorce","Mat.1.19",";","lookup"
"G0630","","1","","to remit, forgive, grant clemency","Luk.6.37",";","description"
"G0630","","1","","to liberate, discharge","Mat.27.15",";","lookup"
"G0630","","1","","to dismiss","Mat.15.23; Act.19.40",";","lookup"
"G0630","","1","","to allow to depart, to send away","Mat.14.15",";","description"
"G0630","","1","","to permit","","or","lookup"
"G0630","","1","","signal departure","Luk.2.29","from life, ; middle","lookup"
"G0630","","1","","to depart","Act.28.25","passive","lookup"
"G0630","","1","","to be rid","Luk.13.12","","lookup"
"G0639","","0","","to be puzzled, at a loss, in wonder","","","description"
"G0639","","1","","to be without means;","","also spelled ἀπορριπτω , primarily metaphorically","description"
"G0639","","1","","to hesitate, be at a stand, be in doubt and perplexity, be puzzled, at a loss, in wonder","Jhn.13.22; Act.25.20; 2Co.4.8; Gal.4.20",";","description"
"G0642","","0","","to make an orphan of","","","description"
"G0642","","1","","to make an orphan","","literally , ; figuratively","description"
"G0642","","1","","to deprive, bereave","1Th.2.17","*","lookup"
"G0646","","0","","turning away, rebellion, abandonment, apostasy","","","description"
"G0646","","1","","a falling away, a rebellion, abandonment, apostasy","Act.21.21; 2Th.2.3","*","description"
"G0654","","0","","to turn away from, rebel, mislead; to desert, reject; to return, put back","","","description"
"G0654","","1","","to turn away; to remove","Act.3.26; Rom.11.26; 2Ti.4.4","","description"
"G0654","","1","","to turn, mislead","","a people from their allegiance, to their sovereign","lookup"
"G0654","","1","","pervert, incite to revolt","Luk.23.14",";","description"
"G0654","","1","","to replace, restore","Mat.26.52",";","lookup"
"G0654","","1","","to turn away from","","any one","description"
"G0654","","1","","to slight, reject, repulse","Mat.5.42; Tit.1.14; Heb.12.25",";","description"
"G0654","","1","","to desert","2Ti.1.15","","lookup"
"G0655","","0","","to hate, abhor, loathe","","","description"
"G0655","","1","","to shrink from with abhorrence, detest, loathe, hate","Rom.12.9","*","description"
"G0658","","0","","to bring to completion; ( passive ) to be full-grown, mature, completed","","","description"
"G0658","","1","","to complete;","","passive","lookup"
"G0658","","1","","to be perfected, to arrive at full stature","","or","description"
"G0658","","1","","measure, to be full-grown and mature","Luk.13.32; Jas.1.15","; *","description"
"G0662","","0","","to bring forth boldly","","","description"
"G0662","","1","","to dare","","or","lookup"
"G0662","","1","","risk outright; to speak outright, without reserve","","or","description"
"G0662","","1","","restraint, bring forth boldly","Rom.10.20","","description"
"G0674","","0","","to faint (some translate ""to die"")","","","description"
"G0674","","1","","to breathe out, faint away, die;","","primarily metaphorically","description"
"G0674","","1","","to faint at heart, be dismayed","Luk.21.26","*","description"
"G0683","","0","","to reject, repudiate, push aside","","","description"
"G0683","","1","","to thrust away, repel from one's self, repulse, push aside","Act.7.27","","description"
"G0683","","1","","to refuse, reject, repudiate, cast off","Act.7.39; Rom.11.1; 1Ti.1.19","13:46; , 2; *","description"
"G0685","","0","","a prayer;","","primarily more commonly","lookup"
"G0685","","0","","a prayer for evil; curse, cursing, imprecation","Rom.3.14","*","description"
"G0687","","0","","- an interrogation to which a negative answer is presumed","","","description"
"G0691","","0","","to be idle, grow weary","","","description"
"G0691","","1","","to be unemployed; to be inoperative, to linger, grow weary","2Pe.2.3","primarily *","description"
"G0699","","0","","a pleasing, desire of pleasing, striving to please","Col.1.10","*","description"
"G0700","","0","","to please, accommodate","","","lookup"
"G0700","","1","","to please","Mat.14.6",";","lookup"
"G0700","","1","","to be pleasing, acceptable","Act.6.5","","description"
"G0700","","1","","to consult the pleasure of","Rom.15.1, 2, 3; 1Co.10.33","any one, ;","description"
"G0700","","1","","to seek favor with, accommodate","Gal.1.10; 1Th.2.4","","description"
"G0701","","0","","pleasing, desirable, right","","","lookup"
"G0701","","1","","pleasing, acceptable","Act.12.3; 1Jn.3.22","8:29","lookup"
"G0701","","1","","deemed proper, desirable, right","Act.6.2","","description"
"G0703","","0","","(moral) goodness, excellence, virtue","","","description"
"G0703","","1","","goodness, good quality, excellence","","of any kind;","description"
"G0703","","1","","a gracious act","1Pe.2.9; 2Pe.1.3","of God","lookup"
"G0703","","1","","virtue, uprightness","Php.4.8; 2Pe.1.5","*","lookup"
"G0714","","0","","( middle / passive ) to be content, satisfied; (act.) to be sufficient","","","description"
"G0714","","1","","to ward off;","","primarily thence;","lookup"
"G0714","","1","","to be of service, avail; to suffice, be enough, be sufficient","Mat.25.9","; passive","description"
"G0714","","1","","to be contented, satisfied","Luk.3.14; 1Ti.6.8; Heb.13.5","; 3Jn. 10","description"
"G0720","","0","","to deny, disown, renounce, repudiate","","","description"
"G0720","","1","","to deny, disclaim, disown","Mat.10.33",";","description"
"G0720","","1","","to renounce","Tit.2.12","","lookup"
"G0720","","1","","to decline, refuse","Heb.11.24","absolute","lookup"
"G0720","","1","","to deny, contradict","Luk.8.45","","lookup"
"G0724","","0","","greediness, confiscation, robbery, plunder","","","description"
"G0724","","1","","plunder, pillage; confiscation, robbery; greediness; the act of plundering","Heb.10.34","","description"
"G0724","","1","","prey, spoil","Mat.23.25; Luk.11.39","; *","lookup"
"G0744","","0","","ancient, of old","","","lookup"
"G0744","","1","","old, ancient, of former age","Mat.5.21, 33",";","description"
"G0744","","1","","of long standing, old, veteran","Act.21.16","ἀφἠμερῶν ἀρχαιων","description"
"G0744","","1","","from early days, from an early period","Act.15.7","of the Gospel","description"
"G0746","","0","","beginning, origin, first; ruler, power, authority; position of authority, domain","","","description"
"G0746","","1","","a beginning","Mat.24.8",";","lookup"
"G0746","","1","","an extremity, corner","","or","lookup"
"G0746","","1","","an attached cord","Act.10.11","11:5;","lookup"
"G0746","","1","","first place, headship; high estate, eminence","","Jude 6;","description"
"G0746","","1","","authority","Luk.20.20",";","lookup"
"G0746","","1","","an authority, magistrate, ruler","Luk.12.11",";","description"
"G0746","","1","","a principality, domain, prince","Eph.3.10","of spiritual existence, 6:12; ἀπ᾽ ἀρχῆς, ἐξ ἀρχῆς","description"
"G0746","","1","","from the first, originally","Mat.19.4, 8; Luk.1.2; Jhn.6.64; 2Th.2.13; 1Jn.1.1","; ; ; 2:7; ἐν ἀρχῇ, κατ᾽ ἀρχάς","description"
"G0746","","1","","in the beginning, origin","Jhn.1.1, 2; Heb.1.10","of things, ; ἐν ἀρχῇ","description"
"G0746","","1","","at the first","Act.11.15","τὴν ἀρχήν , used adverbially","lookup"
"G0746","","1","","wholly, altogether","Jhn.8.25","","lookup"
"G0747","","0","","author, originator, founder; leader, ruler","","","description"
"G0747","","1","","a chief, leader, prince, ruler","Act.5.31","","description"
"G0747","","1","","a prime author, founder, originator","Act.3.15; Heb.2.10","12:2*","description"
"G0757","","0","","- to be first (in political rank or power)","","","description"
"G0758","","0","","ruler, leader, official","","","lookup"
"G0758","","1","","one invested with power and dignity, chief, ruler, prince, magistrate, leader, official","Mat.9.23; 20:25","","description"
"G0763","","0","","ungodliness, godlessness, impiety (in thought and act)","","","description"
"G0763","","1","","impiety, ungodliness; dishonesty, wickedness","Rom.1.18; 2Ti.2.16; Tit.2.12","11:26; Jude 15, 18*","description"
"G0764","","0","","to do ungodly acts, act impiously","","","description"
"G0764","","1","","to be impious, to act impiously","","or","description"
"G0764","","1","","wickedly, live an impious life, do ungodly acts","2Pe.2.6","Jude 15*","description"
"G0766","","0","","debauchery, sensuality, lewdness","","","lookup"
"G0766","","1","","intemperance; licentiousness, lasciviousness, sensuality, lewdness","Rom.13.13","","description"
"G0766","","1","","insolence, outrageous behavior","Mrk.7.22","","lookup"
"G0767","","0","","not marked;","","primarily metaphorically","lookup"
"G0767","","0","","not noted, not remarkable, unknown to fame, ignoble, mean, ordinary, obscure, insignificant, inconsiderable","Act.21.39","*","description"
"G0769","","0","","weakness, illness, infirmity","","","lookup"
"G0769","","1","","want of strength, weakness, feebleness","1Co.15.43","bodily","description"
