id,strong,related_strong,related_form,related_transliteration,related_gloss,deleted
112060,H0935H,H0935J,בּוֹא,bo,to come [in]: advanced,0
112061,H0935H,H0935K,בּוֹא,bo,to come [in]: [sun]set,0
112062,H0935H,H0935L,בּוֹא,bo,to come [in]: marry,0
112063,H0935H,H0935M,בּוֹא,bo,to come [in]: fulfill,0
112064,H0935H,H0935N,בּוֹא,bo,to come [in]: besiege,0
112065,H0935H,H0935O,לְב֥וֹא,le.vo,Lebo,0
112066,H0935H,H0935P,בּוֹא,bo,to come [in]: bring,0
112067,H0935H,H2574G,חֲמָת,cha.mat,Hamath,0
112068,H0935H,H2574H,חֲמָת,cha.mat,[Zobah]-Hamath,0
112069,H0935H,H2579,חֲמַת רַבָּה,cha.mat rab.bah,Hamath the great,0
112070,H0957,H0897,בַּג,bag,spoil,0
112071,H0957,H0961,בִּזָּה,biz.zah,plunder,0
112072,H0957,H0962,בָּזַז,ba.zaz,to plunder,0
112073,H0957,H0964,בִּזְיוֹתְיָה,biz.yo.te.yah,Biziothiah,0
112074,H0979,H0970,בָּחוּר,ba.chur,youth,0
112075,H0979,H0972,בָּחִיר,ba.chir,chosen,0
112076,H0979,H0977,בָּחַר,ba.char,to choose,0
112077,H0979,H0978,בַּחֲרוּמִי,ba.cha.ru.mi,Baharumite,0
112078,H0979,H0980,בַּחֻרִים,ba.chu.rim,Bahurim,0
112079,H0979,H2984,יִבְחָר,yiv.char,Ibhar,0
112080,H0979,H4004,מִבְחוֹר,miv.chor,choice,0
112081,H0979,H4005,מִבְחָר,miv.char,best,0
112082,H0979,H4006,מִבְחָר,miv.char,Mibhar,0
112083,H1020,,,,,0
112084,H1106A,H1106B,בֶּ֫לַע,be.la,Bela,0
112085,H1106A,H1106G,בֶּ֫לַע,be.la,Bela,0
112086,H1106A,H1106H,בֶּ֫לַע,be.la,Bela,0
112087,H1106A,H1108,בַּלְעִי,bal.i,Belaite,0
112088,H1120G,,,,,0
112089,H1120H,H1120G,בָּמוֹת,ba.mot,Bamoth,0
112090,H1120H,H1168A,בַּעַל,ba.al,Baal,0
112091,H1120H,H1168B,בַּ֫עַל,ba.al,Baal,0
112092,H1120H,H1168G,בַּ֫עַל,ba.al,Baal,0
112093,H1120H,H1168H,בַּ֫עַל,ba.al,Baal,0
112094,H1120H,H1168I,בַּעַל,ba.al,[Bamoth]-baal,0
112095,H1168I,H1120G,בָּמוֹת,ba.mot,Bamoth,0
112096,H1168I,H1120H,בָּמוֹת,ba.mot,Bamoth,0
112097,H1168I,H1168A,בַּעַל,ba.al,Baal,0
112098,H1168I,H1168B,בַּ֫עַל,ba.al,Baal,0
112099,H1168I,H1168G,בַּ֫עַל,ba.al,Baal,0
112100,H1168I,H1168H,בַּ֫עַל,ba.al,Baal,0
112101,H1186,H1004A,בֵּית,bet,place,0
112102,H1186,H1004B,בַּ֫יִת,ba.yit,house: home,0
112103,H1186,H1004G,בַּ֫יִת,ba.yit,Beth-[ashbea],0
112104,H1186,H1004H,בַּ֫יִת,ba.yit,Beth [Haggan],0
112105,H1186,H1004I,בַּ֫יִת,ba.yit,Beth-[togarmah],0
112106,H1186,H1004J,בַּ֫יִת,ba.yit,House [of the Forest],0
112107,H1186,H1004K,בַּ֫יִת,ba.yit,House [of the Forests of Lebanon],0
112108,H1186,H1004L,בַּ֫יִת,ba.yit,Beth-[baal-meon],0
112109,H1186,H1004M,בַּ֫יִת,ba.yit,house: household,0
112110,H1186,H1004N,בַּ֫יִת,ba.yit,house: container,0
112111,H1186,H1004O,בַּ֫יִת,ba.yit,house: inside,0
112112,H1186,H1004P,בַּ֫יִת,ba.yit,house: palace,0
112113,H1186,H1004Q,בַּ֫יִת,ba.yit,house: temple,0
112114,H1186,H1010,בֵּית מְעוֹן,bet me.on,Beth-meon,0
112115,H1186,H1194,בְּעֹן,be.on,Beon,0
112116,H1211,H1212G,בְּצַלְאֵל,be.tsal.el,Bezalel,0
112117,H1211,H1212H,בְּצַלְאֵל,be.tsal.el,Bezalel,0
112118,H1211,H1213,בַּצְלוּת,bats.lut,Bazluth,0
112119,H1278,H1254A,בָּרָא,ba.ra,to create,0
112120,H1278,H1254B,בָּרָא,ba.ra,to fatten,0
112121,H1278,H1256,בְּרָאיָה,be.ra.yah,Beraiah,0
112122,H1323H,H1121A,בֵּן,ben,son: child,0
112123,H1323H,H1121B,בְּנוֹ,be.no,Beno,0
112124,H1323H,H1121G,בֵּן,ben,son: descendant/people,0
112125,H1323H,H1121H,בֵּן,ben,son: young animal,0
112126,H1323H,H1121I,בֵּן,ben,son: type of,0
112127,H1323H,H1121J,בֵּן,ben,son,0
112128,H1323H,H1121K,בֵּן,ben,son: warrior,0
112129,H1323H,H1121L,בֵּן,ben,son: aged,0
112130,H1323H,H1122,בֵּן,ben,Ben,0
112131,H1323H,H1125,בֶּן־אֲבִינָדָב,ben-a.vi.na.dav,Ben-Abinadab,0
112132,H1323H,H1126,בֶּן־אוֹנִ֑י,ben-o.ni,Ben-oni,0
112133,H1323H,H1127,בֶּן־גֶּ֫בֶר,ben-ge.ver,Ben-Geber,0
112134,H1323H,H1128,בֶּן־דֶּ֫קֶר,ben-de.qer,Ben-deker,0
112135,H1323H,H1129,בָּנָה,ba.nah,to build,0
112136,H1323H,H1130G,בֶּן־הֲדַד,ben-ha.dad,Ben-hadad,0
112137,H1323H,H1130H,בֶּן־הֲדַד,ben-ha.dad,Ben-hadad,0
112138,H1323H,H1130I,בֶּן־הֲדַד,ben-ha.dad,Ben-hadad,0
112139,H1323H,H1132,בֶּן־זוֹחֵת,ben-zo.chet,Ben-zoheth,0
112140,H1323H,H1133G,בֶּן־חוּר,ben-chur,Ben-hur,0
112141,H1323H,H1134,בֶּן־חַ֫יִל,ben-cha.yil,Ben-hail,0
112142,H1323H,H1135,בֶּן־חָנָן,ben-cha.nan,Ben-hanan,0
112143,H1323H,H1136,בֶּן־חֶ֫סֶד,ben-che.sed,Ben-hesed,0
112144,H1323H,H1139,בְּנֵי־בְרַק,be.ne-ve.raq,Bene-berak,0
112145,H1323H,H1142G,בְּנֵי יַעֲקָ֑ן,be.ne ya.a.qan,Bene-jaakan,0
112146,H1323H,H1142H,בְּנֵי יַעֲקָ֑ן,be.ne ya.a.qan,[Beeroth] Bene-jaakan,0
112147,H1323H,H1144G,בִּנְיָמִין,bin.ya.min,Benjamin,0
112148,H1323H,H1144H,בִּנְיָמִין,bin.ya.min,Benjamin,0
112149,H1323H,H1144I,בִּנְיָמִין,bin.ya.min,Benjamin,0
112150,H1323H,H1144J,בִּנְיָמִין,bin.ya.min,Benjamin,0
112151,H1323H,H1144K,בִּנְיָמִין,bin.ya.min,Benjamin,0
112152,H1323H,H1144L,בִּנְיָמִין,bin.ya.min,Benjamin [Gate],0
112153,H1323H,H1144M,בִּנְיָמִין,bin.ya.min,[Gate of] Benjamin,0
112154,H1323H,H1145,בֶּן־יְמִינִי,ben-ye.mi.ni,Benjaminite,0
112155,H1323H,H1148,בְּנִ֑ינוּ,be.ni.nu,Beninu,0
112156,H1323H,H1151,בֶּן־עַמִּי,ben-am.mi,Ben-ammi,0
112157,H1323H,H1323G,בַּת,bat,daughter,0
112158,H1323H,H1323I,בַּת,bat,Bath [Shua],0
112159,H1323H,H1332,בִּתְיָה,bit.yah,Bithiah,0
112160,H1323H,H1337,בַּת־רַבִּים,bat-rab.bim,Bath-rabbim,0
112161,H1323H,H1339,בַּת־שֶׁ֫בַע,bat-she.va,Bathsheba,0
112162,H1323H,H1340,בַּת־שׁוּעַ,bat-shu.a,Bath-shua,0
112163,H1323H,H2618,חֶ֫סֶד,che.sed,Hesed,0
112164,H1350H,H1350A,גָּאַל,ga.al,to redeem: redeem,0
112165,H1350H,H1350B,גְּאוּלַי,ge.u.lay,redemption,0
112166,H1350H,H1350I,גָּאַל,ga.al,to redeem: relative,0
112167,H1350H,H1351,גָּאַל,ga.al,to defile,0
112168,H1350H,H1353,גְּאֻלָּה,ge.ul.lah,redemption,0
112169,H1350H,H3008G,יִגְאָל,yig.al,Igal,0
112170,H1350H,H3008H,יִגְאָל,yig.al,Igal,0
112171,H1350H,H3008I,יִגְאָל,yig.al,Igal,0
112172,H1350I,H1350A,גָּאַל,ga.al,to redeem: redeem,0
112173,H1350I,H1350B,גְּאוּלַי,ge.u.lay,redemption,0
112174,H1350I,H1350H,גָּאַל,ga.al,to redeem: avenge,0
112175,H1350I,H1351,גָּאַל,ga.al,to defile,0
112176,H1350I,H1353,גְּאֻלָּה,ge.ul.lah,redemption,0
112177,H1350I,H3008G,יִגְאָל,yig.al,Igal,0
112178,H1350I,H3008H,יִגְאָל,yig.al,Igal,0
112179,H1350I,H3008I,יִגְאָל,yig.al,Igal,0
112180,H1367,H1366G,גְּבוּל,ge.vul,border: boundary,0
112181,H1367,H1366H,גְּבוּל,ge.vul,border: area,0
112182,H1367,H1379,גָּבַל,ga.val,to border,0
112183,H1367,H1380,גְּבַל,ge.val,Gebal,0
112184,H1367,H1381,גְּבָל,ge.val,Gebal,0
112185,H1367,H1382,גִּבְלִי,giv.li,Gebalite,0
112186,H1367,H1383,גַּבְלֻת,gav.lut,twists,0
112187,H1367,H4020,מִגְבָּלֹת,mig.ba.lot,twisted,0
112188,H1419J,H1419A,גָּדוֹל,ga.dol,great: large,0
112189,H1419J,H1419B,גָּדוֹל,ga.dol,Haggedolim,0
112190,H1419J,H1419K,גָּדוֹל,ga.dol,great: old,0
112191,H1419J,H6430G,פְּלִשְׁתִּי,pe.lish.ti,Philistine,0
112192,H1419J,H6430H,פְּלִשְׁתִּי,pe.lish.ti,Philistine,0
112193,H1419J,H6430I,פְּלִשְׁתִּי,pe.lish.ti,[Sea of the] Philistines,0
112194,H1441,,,,,0
112195,H1442,H1421,גִּדּוּפִים,gid.du.phim,reviling,0
112196,H1442,H1422,גְּדוּפָה,ge.du.phah,taunt,0
112197,H1448,H1443,גָּדַר,ga.dar,to wall up/off,0
112198,H1448,H1444,גֶּדֶר,ge.der,wall,0
112199,H1448,H1445,גֶּ֫דֶר,ge.der,Geder,0
112200,H1448,H1446G,גְּדוֹר,ge.dor,Gedor,0
112201,H1448,H1446H,גְּדוֹר,ge.dor,Gedor,0
112202,H1448,H1446I,גְּדוֹר,ge.dor,Gedor,0
112203,H1448,H1447,גָּדֵר,ga.der,wall,0
112204,H1448,H1449,גְּדֵרָה,ge.de.rah,Gederah,0
112205,H1448,H1450,גְּדֵרוֹת,ge.de.rot,Gederoth,0
112206,H1448,H1451,גְּדֵרִי,ge.de.ri,Gederite,0
112207,H1448,H1452,גְּדֵרָתִי,ge.de.ra.ti,Gederathite,0
112208,H1448,H1453,גְּדֵרֹתָ֑יִם,ge.de.ro.ta.yim,Gederothaim,0
112209,H1468,H1470,גּוֹזָן,go.zan,Gozan,0
112210,H1468,H1471A,גּוֹי,goy,nation,0
112211,H1468,H1471B,גּוֹיִם,go.yim,Goiim,0
112212,H1468,H1471G,גּוֹי,goy,Gentile,0
112213,H1468,H1474,גּוֹלָן,go.lan,Golan,0
112214,H1468,H1491,גָּזָה,ga.zah,to cut,0
112215,H1468,H1494,גָּזַז,ga.zaz,to shear,0
112216,H1568H,,,,,0
112217,H1583,,,,,0
112218,H1593,H1527,גִּינַ֑ת,gi.nat,Ginath,0
112219,H1593,H1588G,גַּן,gan,Garden [of Uzza],0
112220,H1593,H1588H,גַּן,gan,[Beth]-haggan,0
112221,H1593,H1588M,גַּן,gan,garden,0
112222,H1593,H1594,גִּנָּה,gin.nah,garden,0
112223,H1593,H1598,גָּנַן,ga.nan,to defend,0
112224,H1593,H1599,גִּנְּתוֹן,gin.ne.ton,Ginnethon,0
112225,H1593,H4042,מָגַן,ma.gan,to deliver,0
112226,H1593,H4043,מָגֵן,ma.gen,shield,0
112227,H1593,H4044,מְגִנָּה,me.gin.nah,covering,0
112228,H1633B,H1633A,גָּרַם,ga.ram,to reserve,0
112229,H1633B,H1634,גֶּ֫רֶם,ge.rem,bone,0
112230,H1633B,H1636,גַּרְמִי,gar.mi,Garmite,0
112231,H1649,H1647G,גֵּרְשֹׁם,ge.re.shom,Gershom,0
112232,H1649,H1647H,גֵּרְשֹׁם,ge.re.shom,Gershom,0
112233,H1649,H1647I,גֵּרְשֹׁם,ge.re.shom,Gershom,0
112234,H1649,H1648,גֵּרְשׁוֹן,ge.re.shon,Gershon,0
112235,H1714,H1713A,דָּגַל,da.gal,to look,0
112236,H1714,H1713B,דָּגַל,da.gal,to set a banner,0
112237,H1743,H1744,דּוּכִיפַת,du.khi.phat,hoopoe,0
112238,H1743,H4085,מְדֹכָה,me.do.khah,mortar,0
112239,H1769G,H1410G,גָּד,gad,Gad,0
112240,H1769G,H1410H,גָּד,gad,Gad,0
112241,H1769G,H1410I,גָּד,gad,[Dibon]-gad,0
112242,H1769G,H1769H,דִּיבֹן,di.von,Dibon,0
112243,H1769G,H1769I,דִּיבֹן,di.von,Dibon[-gad],0
112244,H1769G,H1775,דִּימוֹן,di.mon,Dibon,0
112245,H1805,H1802,דָּלָה,da.lah,to draw [up/out],0
112246,H1805,H1806G,דְּלָיָ֫הוּ,de.la.ya.hu,Delaiah,0
112247,H1805,H1806H,דְּלָיָ֫הוּ,de.la.ya.hu,Delaiah,0
112248,H1805,H1806I,דְּלָיָ֫הוּ,de.la.ya.hu,Delaiah,0
112249,H1805,H1806J,דְּלָיָ֫הוּ,de.la.ya.hu,Delaiah,0
112250,H1805,H1806K,דְּלָיָ֫הוּ,de.la.ya.hu,Delaiah,0
112251,H1805,H1808,דָּלִיּוֹת,da.liy.yot,branch,0
112252,H1805,H1817A,דָּל,dal,door,0
112253,H1805,H1817B,דָּלָה,da.lah,door,0
112254,H1805,H1817C,דֶּ֫לֶת,de.let,door,0
112255,H1845,H7467G,רְעוּאֵל,re.u.el,Reuel,0
112256,H1845,H7467H,רְעוּאֵל,re.u.el,Reuel,0
112257,H1845,H7467I,רְעוּאֵל,re.u.el,Reuel,0
112258,H1845,H7467J,רְעוּאֵל,re.u.el,Reuel,0
112259,H1850,,,,,0
112260,H1856,H0920,בִּדְקַר,bid.qar,Bidkar,0
112261,H1856,H4094,מַדְקָרָה,mad.qa.rah,thrust,0
112262,H1870I,H1870G,דֶּ֫רֶךְ,de.rekh,way: conduct,0
112263,H1870I,H1870H,דֶּ֫רֶךְ,de.rekh,Way,0
112264,H1870I,H1870J,דֶּ֫רֶךְ,de.rekh,way: direction,0
112265,H1870I,H1870K,דֶּ֫רֶךְ,de.rekh,way: road,0
112266,H1870I,H1870L,דֶּ֫רֶךְ,de.rekh,way: journey,0
112267,H1870I,H4428G,מֶ֫לֶךְ,me.lekh,king,0
112268,H1870I,H4428H,הַמֶּלֶךְ,ham.me.lekh,`the king`,0
112269,H1870I,H4428I,מֶ֫לֶךְ,me.lekh,King's,0
112270,H1870I,H4428J,מֶ֫לֶךְ,me.lekh,King's,0
112271,H1870I,H4428K,מֶ֫לֶךְ,me.lekh,Milcom,0
112272,H1870I,H4428L,מֶ֫לֶךְ,me.lekh,King's,0
112273,H1885,,,,,0
112274,H1954K,G2424H,Ἰησοῦς,iēsous,Jesus,0
112275,H1954K,G2424I,Ἰησοῦς,iēsous,Joshua,0
112276,H1954K,G2424J,Ἰησοῦς,iēsous,Jesus,0
112277,H1954K,G2424K,Ἰησοῦς,iēsous,Joshua,0
112278,H1954K,H1954G,הוֹשֵׁעַ,ho.she.a,Hoshea,0
112279,H1954K,H1954H,הוֹשֵׁעַ,ho.she.a,Hoshea,0
112280,H1954K,H1954I,הוֹשֵׁעַ,ho.she.a,Hoshea,0
112281,H1954K,H1954J,הוֹשֵׁעַ,ho.she.a,Hosea,0
112282,H1954K,H3091G,יְהוֹשׁוּעַ,ye.ho.shu.a,Joshua,0
112283,H1954K,H3091H,יְהוֹשׁוּעַ,ye.ho.shu.a,Joshua,0
112284,H1954K,H3091I,יְהוֹשׁוּעַ,ye.ho.shu.a,Joshua,0
112285,H1954K,H3091J,יְהוֹשׁוּעַ,ye.ho.shu.a,Joshua,0
112286,H1954K,H3442G,יֵשׁוּעַ,ye.shu.a,Jeshua,0
112287,H1954K,H3442H,יֵשׁוּעַ,ye.shu.a,Jeshua,0
112288,H1954K,H3442I,יֵשׁוּעַ,ye.shu.a,Jeshua,0
112289,H1954K,H3442J,יֵשׁוּעַ,ye.shu.a,Jeshua,0
112290,H1954K,H3442K,יֵשׁוּעַ,ye.shu.a,Jeshua,0
112291,H1954K,H3442L,יֵשׁוּעַ,ye.shu.a,Jeshua,0
112292,H1954K,H3442M,יֵשׁוּעַ,ye.shu.a,Jeshua,0
112293,H1954K,H3442N,יֵשׁוּעַ,ye.shu.a,Jeshua,0
112294,H1954K,H3442O,יֵשׁוּעַ,ye.shu.a,Jeshua,0
112295,H1954K,H3442P,יֵשׁוּעַ,ye.shu.a,Jeshua,0
112296,H2023G,,,,,0
112297,H2023H,,,,,0
112298,H2042,H2022G,הַר,har,mountain: mount,0
112299,H2042,H2022H,הַר,har,mountain: hill country,0
112300,H2042,H2043,"הֲרָרִי, ארָרִֽי",ha.ra.ri ra.ri,Hararite,0
112301,H2042,H2044,הָשֵׁם,ha.shem,Hashem,0
112302,H2042,H2047,הֲתָךְ,ha.takh,Hathach,0
112303,H2052,,,,,0
112304,H2085,,,,,0
112305,H2139G,,,,,0
112306,H2156,H2159,זָמִיר,za.mir,branch,0
112307,H2156,H2168,זָמַר,za.mar,to prune,0
112308,H2156,H4211,מַזְמֵרָה,maz.me.rah,pruner,0
112309,H2156,H4212,מְזַמֶּרֶת,me.zam.me.ret,snuffer,0
112310,H2174G,,,,,0
112311,H2202,,,,,0
112312,H2227,H2226G,זֶ֫רַח,ze.rach,Zerah,0
112313,H2227,H2226H,זֶ֫רַח,ze.rach,Zerah,0
112314,H2227,H2226I,זֶ֫רַח,ze.rach,Zerah,0
112315,H2227,H2226J,זֶ֫רַח,ze.rach,Zerah,0
112316,H2227,H2226K,זֶ֫רַח,ze.rach,Zerah,0
112317,H2227,H2226L,זֶ֫רַח,ze.rach,Zerah,0
112318,H2227,H6714G,צֹ֫חַר,tso.char,Zohar,0
112319,H2227,H6714H,צֹ֫חַר,tso.char,Zohar,0
112320,H2246,,,,,0
112321,H2295,,,,,0
112322,H2333,H2332,חַוָּה,chav.vah,Eve,0
112323,H2333,H2334,חַוּוֹת יָעִיר,chau.vot ya.ir,Havvoth-jair,0
112324,H2333,H2340,חִוִּי,chiv.vi,Hivite,0
112325,H2333,H4233,מַחֲוִים,ma.cha.vim,Mahavite,0
112326,H2334,,,,,0
112327,H2354H,,,,,0
112328,H2497,,,,,0
112329,H2500,H2475,חֲלוֹף,cha.loph,destruction,0
112330,H2500,H2487,חֲלִיפָה,cha.li.phah,change,0
112331,H2500,H2498,חָלַף,cha.laph,to pass,0
112332,H2500,H2501,חֵ֫לֶף,che.leph,Heleph,0
112333,H2500,H4252,מַחֲלָף,ma.cha.laph,knife,0
112334,H2500,H4253,מַחֲלָפָה,ma.cha.la.phah,lock,0
112335,H2539,H2538,חָמוּל,cha.mul,Hamul,0
112336,H2558,H2548,חָמִיץ,cha.mits,salted,0
112337,H2558,H2556A,חָמֵץ,cha.mets,to leaven,0
112338,H2558,H2556B,חָמַץ,cha.mats,be red,0
112339,H2558,H2556C,חָמַץ,cha.mats,to oppress,0
112340,H2558,H2557A,חָמֵץ,cha.mets,leaven,0
112341,H2558,H2557B,מַחְמֶ֫צֶת,mach.me.tset,leaven,0
112342,H2574G,H0935G,בּוֹא,bo,to come [in]: come,0
112343,H2574G,H0935H,לְב֥וֹא,le.vo,Lebo-[Hamath],0
112344,H2574G,H0935I,בּוֹא,bo,to come [in]: towards,0
112345,H2574G,H0935J,בּוֹא,bo,to come [in]: advanced,0
112346,H2574G,H0935K,בּוֹא,bo,to come [in]: [sun]set,0
112347,H2574G,H0935L,בּוֹא,bo,to come [in]: marry,0
112348,H2574G,H0935M,בּוֹא,bo,to come [in]: fulfill,0
112349,H2574G,H0935N,בּוֹא,bo,to come [in]: besiege,0
112350,H2574G,H0935O,לְב֥וֹא,le.vo,Lebo,0
112351,H2574G,H0935P,בּוֹא,bo,to come [in]: bring,0
112352,H2574G,H2574H,חֲמָת,cha.mat,[Zobah]-Hamath,0
112353,H2574G,H2579,חֲמַת רַבָּה,cha.mat rab.bah,Hamath the great,0
112354,H2598,H2443,חַכָּה,chak.kah,hook,0
112355,H2598,H2585G,חֲנוֹךְ,cha.nokh,Enoch,0
112356,H2598,H2585H,חֲנוֹךְ,cha.nokh,Enoch,0
112357,H2598,H2585I,חֲנוֹךְ,cha.nokh,Hanoch,0
112358,H2598,H2585J,חֲנוֹךְ,cha.nokh,Hanoch,0
112359,H2598,H2593,חָנִיךְ,cha.nikh,trained,0
112360,H2598,H2596,חָנַךְ,cha.nakh,to dedicate,0
112361,H2598,H2597,חֲנֻכָּה,cha.nuk.kah,dedication,0
112362,H2598,H2599,חֲנֹכִי,cha.no.khi,Hanochite ,0
112363,H2598,H2601,חֲנַמְאֵל,cha.nam.el,Hanamel,0
112364,H2598,H2602,חֲנָמֵל,cha.na.mel,frost,0
112365,H2660A,H2660B,חֵ֫פֶר,che.pher,Hepher,0
112366,H2660A,H2660G,חֵ֫פֶר,che.pher,Hepher,0
112367,H2660A,H2660H,חֵ֫פֶר,che.pher,Hepher,0
112368,H2660A,H2662,חֶפְרִי,cheph.ri,Hepherite,0
112369,H2682B,H2681,חָצִיר,cha.tsir,abode,0
112370,H2682B,H2682A,חָצִיר,cha.tsir,grass,0
112371,H2692,,,,,0
112372,H2697,G2074,Ἐσρώμ,esrōm,Hezron,0
112373,H2697,H2696G,חֶצְרוֹן,chets.ron,Hezron,0
112374,H2697,H2696H,חֶצְרוֹן,chets.ron,Hezron,0
112375,H2697,H2696I,חֶצְרוֹן,chets.ron,[Kerioth]-hezron,0
112376,H2697,H2696J,חֶצְרוֹן,chets.ron,Hezron,0
112377,H2698,,,,,0
112378,H2704,H2703,חֲצַר עֵינָן,cha.tsar e.nan,Hazar-enan,0
112379,H2767,H6857,צְפַ֑ת,tse.phat,Zephath,0
112380,H2785,H2742A,חָרוּץ,cha.ruts,sharp,0
112381,H2785,H2742B,חָרוּץ,cha.ruts,decision,0
112382,H2785,H2742C,חָרוּץ,cha.ruts,trench,0
112383,H2785,H2742D,חָרוּץ,cha.ruts,gold,0
112384,H2785,H2743,חָרוּץ,cha.ruts,Haruz,0
112385,H2785,H2757,חָרִיץ,cha.rits,incision,0
112386,H2785,H2782,חָרַץ,cha.rats,to decide,0
112387,H2809,,,,,0
112388,H2971G,H2971H,יָאִיר,ya.ir,Jair,0
112389,H2971G,H2971I,יָאִיר,ya.ir,Jair,0
112390,H2971G,H2971J,יָאִיר,ya.ir,Jair,0
112391,H2971G,H2972,יָאִרִי,ya.i.ri,Jairite,0
112392,H3002,H3001,יָבֵשׁ,ya.vesh,to wither,0
112393,H3002,H3003G,יָבֵשׁ,ya.vesh,Jabesh [Gilead],0
112394,H3002,H3003H,יָבֵשׁ,ya.vesh,Jabesh,0
112395,H3002,H3003I,יָבֵשׁ,ya.vesh,Jabesh,0
112396,H3002,H3004,יַבָּשָׁה,yab.ba.shah,dry land,0
112397,H3002,H3006,יַבֶּ֫שֶׁת,yab.be.shet,dry land,0
112398,H3096,,,,,0
112399,H3115,,,,,0
112400,H3270G,,,,,0
112401,H3312G,,,,,0
112402,H3318I,H3318G,יָצָא,ya.tsa,to come out: come,0
112403,H3318I,H3318H,יָצָא,ya.tsa,to come out: send,0
112404,H3318I,H3318J,יָצָא,ya.tsa,to come out: casting [lot],0
112405,H3318I,H3318K,יָצָא,ya.tsa,to come out: [sun]rise,0
112406,H3318I,H3318L,יָצָא,ya.tsa,to come out: issue,0
112407,H3318I,H3318M,יָצָא,ya.tsa,to come out: produce,0
112408,H3318I,H3318N,יָצָא,ya.tsa,to come out: regular,0
112409,H3318I,H3318O,יָצָא,ya.tsa,to come out: speak,0
112410,H3318I,H3318P,יָצָא,ya.tsa,to come out: surrender,0
112411,H3318I,H3319,שֵׁיצִי,she.tsi,to bring forth,0
112412,H3318I,H3329,יָצִיא,ya.tsi,offspring,0
112413,H3318I,H4161,מוֹצָא,mo.tsa,exit,0
112414,H3318I,H4162G,מוֹצָא,mo.tsa,Moza,0
112415,H3318I,H4162H,מוֹצָא,mo.tsa,Moza,0
112416,H3318I,H4163,מוֹצָאָה,mo.tsa.ah,going forth,0
112417,H3318I,H6627,צֵאָה,tse.ah,excrement,0
112418,H3318I,H6631,צֶאֱצָא,tse.e.tsa,offspring,0
112419,H3318I,H8444,תּוֹצָאָה,to.tsa.ah,outgoing,0
112420,H3318J,H3318G,יָצָא,ya.tsa,to come out: come,0
112421,H3318J,H3318H,יָצָא,ya.tsa,to come out: send,0
112422,H3318J,H3318I,יָצָא,ya.tsa,to come out: extends,0
112423,H3318J,H3318K,יָצָא,ya.tsa,to come out: [sun]rise,0
112424,H3318J,H3318L,יָצָא,ya.tsa,to come out: issue,0
112425,H3318J,H3318M,יָצָא,ya.tsa,to come out: produce,0
112426,H3318J,H3318N,יָצָא,ya.tsa,to come out: regular,0
112427,H3318J,H3318O,יָצָא,ya.tsa,to come out: speak,0
112428,H3318J,H3318P,יָצָא,ya.tsa,to come out: surrender,0
112429,H3318J,H3319,שֵׁיצִי,she.tsi,to bring forth,0
112430,H3318J,H3329,יָצִיא,ya.tsi,offspring,0
112431,H3318J,H4161,מוֹצָא,mo.tsa,exit,0
112432,H3318J,H4162G,מוֹצָא,mo.tsa,Moza,0
112433,H3318J,H4162H,מוֹצָא,mo.tsa,Moza,0
112434,H3318J,H4163,מוֹצָאָה,mo.tsa.ah,going forth,0
112435,H3318J,H6627,צֵאָה,tse.ah,excrement,0
112436,H3318J,H6631,צֶאֱצָא,tse.e.tsa,offspring,0
112437,H3318J,H8444,תּוֹצָאָה,to.tsa.ah,outgoing,0
112438,H3318N,H3318G,יָצָא,ya.tsa,to come out: come,0
112439,H3318N,H3318H,יָצָא,ya.tsa,to come out: send,0
112440,H3318N,H3318I,יָצָא,ya.tsa,to come out: extends,0
112441,H3318N,H3318J,יָצָא,ya.tsa,to come out: casting [lot],0
112442,H3318N,H3318K,יָצָא,ya.tsa,to come out: [sun]rise,0
112443,H3318N,H3318L,יָצָא,ya.tsa,to come out: issue,0
112444,H3318N,H3318M,יָצָא,ya.tsa,to come out: produce,0
112445,H3318N,H3318O,יָצָא,ya.tsa,to come out: speak,0
112446,H3318N,H3318P,יָצָא,ya.tsa,to come out: surrender,0
112447,H3318N,H3319,שֵׁיצִי,she.tsi,to bring forth,0
112448,H3318N,H3329,יָצִיא,ya.tsi,offspring,0
112449,H3318N,H4161,מוֹצָא,mo.tsa,exit,0
112450,H3318N,H4162G,מוֹצָא,mo.tsa,Moza,0
112451,H3318N,H4162H,מוֹצָא,mo.tsa,Moza,0
112452,H3318N,H4163,מוֹצָאָה,mo.tsa.ah,going forth,0
112453,H3318N,H6627,צֵאָה,tse.ah,excrement,0
112454,H3318N,H6631,צֶאֱצָא,tse.e.tsa,offspring,0
112455,H3318N,H8444,תּוֹצָאָה,to.tsa.ah,outgoing,0
112456,H3324,H3325,יִצְהָרִי,yits.ha.ri,Izharite,0
112457,H3324,H5992G,עַמִּינָדָב,am.mi.na.dav,Amminadab,0
112458,H3324,H5992H,עַמִּינָדָב,am.mi.na.dav,Amminadab,0
112459,H3324,H5992I,עַמִּינָדָב,am.mi.na.dav,Izhar,0
112460,H3405G,G2410,Ἱεριχώ,hierichō,Jericho,0
112461,H3405G,H3405H,יְרִיחוֹ,ye.ri.cho,[Plain of] Jericho,0
112462,H3405G,H5899,עִיר הַתְּמָרִים,ir hat.te.ma.rim,Ir-hatmarim,0
