id,strong,related_strong,related_form,related_transliteration,related_gloss,deleted
51247,G2126,G2983,λαμβάνω,lambanō,to take,0
51248,G2127,G1757,ἐνευλογέομαι,eneulogeomai,be blessed,0
51249,G2127,G2095,εὖ,eu,well/well done!,0
51250,G2127,G2128,εὐλογητός,eulogētos,praiseworthy,0
51251,G2127,G2129,εὐλογία,eulogia,praise,0
51252,G2127,G3056,λόγος,logos,word,0
51253,G2128,G2127,εὐλογέω,eulogeō,to praise/bless,0
51254,G2129,G2124,εὐλάβεια,eulabeia,reverence,0
51255,G2129,G2125,εὐλαβέομαι,eulabeomai,to revere,0
51256,G2129,G2126,εὐλαβής,eulabēs,devout,0
51257,G2129,G2127,εὐλογέω,eulogeō,to praise/bless,0
51258,G2138,G0374,ἀναπείθω,anapeithō,to persuade,0
51259,G2138,G0545,ἀπειθής,apeithēs,disobedient,0
51260,G2138,G2095,εὖ,eu,well/well done!,0
51261,G2138,G3980,πειθαρχέω,peitharcheō,to obey,0
51262,G2138,G3981,πειθός,peithos,persuasive,0
51263,G2138,G3982,πείθω,peithō,to persuade,0
51264,G2140,G2095,εὖ,eu,well/well done!,0
51265,G2140,G4160G,ποιέω,poieō,to do/make: do,0
51266,G2140,G4160H,ποιέω,poieō,to do/make: make,0
51267,G2140,G4160I,ποιέω,poieō,to do/make: appoint,0
51268,G2140,G4160J,ποιέω,poieō,to do/make: spend[time],0
51269,G21401,,,,,0
51270,G2141,G2142,εὐπορία,euporia,prosperity,0
51271,G21410,,,,,0
51272,G21415,,,,,0
51273,G21419,,,,,0
51274,G2142,G2141,εὐπορέω,euporeō,be prosperous,0
51275,G21422,,,,,0
51276,G2143,G2095,εὖ,eu,well/well done!,0
51277,G2143,G4241,πρέπω,prepō,be proper,0
51278,G2145,G2095,εὖ,eu,well/well done!,0
51279,G2145,G4332,προσεδρεύω,prosedreuō,to sit near/serve,0
51280,G21497,,,,,0
51281,G2150,G2151,εὐσεβέω,eusebeō,to show piety,0
51282,G2150,G2152,εὐσεβής,eusebēs,pious,0
51283,G2150,G2153,εὐσεβῶς,eusebōs,piously,0
51284,G2151,G2150,εὐσέβεια,eusebeia,piety,0
51285,G2151,G2152,εὐσεβής,eusebēs,pious,0
51286,G2151,G2153,εὐσεβῶς,eusebōs,piously,0
51287,G2155,G2095,εὖ,eu,well/well done!,0
51288,G2155,G4698,σπλάγχνον,splanchnon,affection/entrails,0
51289,G2162,G2163,εὔφημος,eufēmos,commendable,0
51290,G2164,G2095,εὖ,eu,well/well done!,0
51291,G2164,G5409,φορέω,foreō,to wear,0
51292,G2165,G2095,εὖ,eu,well/well done!,0
51293,G2165,G2167,εὐφροσύνη,eufrosunē,joy,0
51294,G2165,G5424,φρήν,frēn,thinking,0
51295,G2167,G2165,εὐφραίνω,eufrainō,to celebrate,0
51296,G2169,G2168,εὐχαριστέω,eucharisteō,to thank,0
51297,G2169,G2170,εὐχάριστος,eucharistos,thankful,0
51298,G2170,G2095,εὖ,eu,well/well done!,0
51299,G2170,G2168,εὐχαριστέω,eucharisteō,to thank,0
51300,G2170,G2169,εὐχαριστία,eucharistia,thankfulness,0
51301,G2170,G5483,χαρίζω,charizō,to give grace,0
51302,G2171,G2172,εὔχομαι,euchomai,to pray/wish for,0
51303,G2171,G4335,προσευχή,proseuchē,prayer,0
51304,G2171,G4336,προσεύχομαι,proseuchomai,to pray,0
51305,G2172,G2171,εὐχή,euchē,a vow/prayer,0
51306,G2172,G4335,προσευχή,proseuchē,prayer,0
51307,G2172,G4336,προσεύχομαι,proseuchomai,to pray,0
51308,G2174,G0674,ἀποψύχω,apopsuchō,to faint,0
51309,G2174,G0895,ἄψυχος,apsuchos,lifeless,0
51310,G2174,G1374,δίψυχος,dipsuchos,double-minded,0
51311,G2174,G1634,ἐκψύχω,ekpsuchō,to expire,0
51312,G2174,G2095,εὖ,eu,well/well done!,0
51313,G2174,G2473,ἰσόψυχος,isopsuchos,like-minded,0
51314,G2174,G3642,ὀλιγόψυχος,oligopsuchos,fainthearted,0
51315,G2174,G4861,σύμψυχος,sumpsuchos,harmonious,0
51316,G2174,G5590G,ψυχή,psuchē,soul,0
51317,G2174,G5590H,ψυχή,psuchē,soul: life,0
51318,G2174,G5590I,ψυχή,psuchē,soul: myself,0
51319,G2174,G5590J,ψυχή,psuchē,soul: person,0
51320,G2174,G5590K,ψυχή,psuchē,soul: animal,0
51321,G2174,G5591,ψυχικός,psuchikos,natural,0
51322,G2183,G1266,διαμερίζω,diamerizō,to divide,0
51323,G2183,G1267,διαμερισμός,diamerismos,division,0
51324,G2183,G2184,ἐφήμερος,efēmeros,daily,0
51325,G2183,G3307,μερίζω,merizō,to divide,0
51326,G2183,G3310,μερίς,meris,part,0
51327,G2183,G3311,μερισμός,merismos,division,0
51328,G2183,G3312,μεριστής,meristēs,arbiter,0
51329,G2183,G3313,μέρος,meros,part,0
51330,G2183,G4829,συμμερίζω,summerizō,to share,0
51331,G2189,G2190,ἐχθρός,echthros,enemy,0
51332,G2192,,,,,0
51333,G2193,,,,,0
51334,G2204,G0329,ἀναζωπυρέω,anazōpureō,to rekindle,0
51335,G2204,G2200,ζεστός,zestos,hot,0
51336,G2204,G2205,ζῆλος,zēlos,zeal,0
51337,G2204,G2206,ζηλόω,zēloō,be eager,0
51338,G2204,G2207,ζηλωτής,zēlōtēs,zealot,0
51339,G2204,G2208,ζηλωτής,zēlōtēs,Zealot,0
51340,G2204,G3863,παραζηλόω,parazēloō,to make envious,0
51341,G2204,G4442,πῦρ,pur,fire,0
51342,G2204,G4443,πυρά,pura,fire,0
51343,G2204,G4445,πυρέσσω,puressō,be feverish,0
51344,G2204,G4446,πυρετός,puretos,fever,0
51345,G2204,G4447,πύρινος,purinos,fiery,0
51346,G2204,G4448,πυρόω,puroō,to burn,0
51347,G2204,G4449,πυρράζω,purrazō,be (fiery) red,0
51348,G2204,G4450,πυρρός,purros,fiery red,0
51349,G2204,G4451,πύρωσις,purōsis,burning,0
51350,G2205,G0329,ἀναζωπυρέω,anazōpureō,to rekindle,0
51351,G2205,G2200,ζεστός,zestos,hot,0
51352,G2205,G2204,ζέω,zeō,be fervent,0
51353,G2205,G2206,ζηλόω,zēloō,be eager,0
51354,G2205,G2207,ζηλωτής,zēlōtēs,zealot,0
51355,G2205,G2208,ζηλωτής,zēlōtēs,Zealot,0
51356,G2205,G3863,παραζηλόω,parazēloō,to make envious,0
51357,G2205,G4442,πῦρ,pur,fire,0
51358,G2205,G4443,πυρά,pura,fire,0
51359,G2205,G4445,πυρέσσω,puressō,be feverish,0
51360,G2205,G4446,πυρετός,puretos,fever,0
51361,G2205,G4447,πύρινος,purinos,fiery,0
51362,G2205,G4448,πυρόω,puroō,to burn,0
51363,G2205,G4449,πυρράζω,purrazō,be (fiery) red,0
51364,G2205,G4450,πυρρός,purros,fiery red,0
51365,G2205,G4451,πύρωσις,purōsis,burning,0
51366,G2206,G0329,ἀναζωπυρέω,anazōpureō,to rekindle,0
51367,G2206,G2200,ζεστός,zestos,hot,0
51368,G2206,G2204,ζέω,zeō,be fervent,0
51369,G2206,G2205,ζῆλος,zēlos,zeal,0
51370,G2206,G2207,ζηλωτής,zēlōtēs,zealot,0
51371,G2206,G2208,ζηλωτής,zēlōtēs,Zealot,0
51372,G2206,G3863,παραζηλόω,parazēloō,to make envious,0
51373,G2206,G4442,πῦρ,pur,fire,0
51374,G2206,G4443,πυρά,pura,fire,0
51375,G2206,G4445,πυρέσσω,puressō,be feverish,0
51376,G2206,G4446,πυρετός,puretos,fever,0
51377,G2206,G4447,πύρινος,purinos,fiery,0
51378,G2206,G4448,πυρόω,puroō,to burn,0
51379,G2206,G4449,πυρράζω,purrazō,be (fiery) red,0
51380,G2206,G4450,πυρρός,purros,fiery red,0
51381,G2206,G4451,πύρωσις,purōsis,burning,0
51382,G2212,G2213,ζήτημα,zētēma,a question/dispute,0
51383,G2212,G2214,ζήτησις,zētēsis,controversy,0
51384,G2212,G4802,συζητέω,suzēteō,to debate,0
51385,G2212,G4803,συζήτησις,suzētēsis,discussion,0
51386,G2213,G2212,ζητέω,zēteō,to seek,0
51387,G2213,G2214,ζήτησις,zētēsis,controversy,0
51388,G2213,G4802,συζητέω,suzēteō,to debate,0
51389,G2213,G4803,συζήτησις,suzētēsis,discussion,0
51390,G2233,G1334,διηγέομαι,diēgeomai,to relate fully,0
51391,G2233,G2230,ἡγεμονεύω,hēgemoneuō,to govern,0
51392,G2233,G2231,ἡγεμονία,hēgemonia,reign,0
51393,G2233,G2232,ἡγεμών,hēgemōn,ruler,0
51394,G2233,G3594,ὁδηγέω,hodēgeō,to guide,0
51395,G2233,G4285,προηγέομαι,proēgeomai,to prefer,0
51396,G2233,G5524,χορηγέω,chorēgeō,to provide,0
51397,G2234,G2236,ἥδιστα,hēdista,most gladly,0
51398,G2234,G2237,ἡδονή,hēdonē,pleasure,0
51399,G2234,G2238,ἡδύοσμος,hēduosmos,mint,0
51400,G2237,G2234,ἡδέως,hēdeōs,gladly,0
51401,G2239,G1485,ἔθος,ethos,custom,0
51402,G2240,,,,,0
51403,G2253,G2255,ἥμισυς,hēmisus,half,0
51404,G2253,G2286,θανάσιμος,thanasimos,deadly,0
51405,G2253,G2287,θανατήφορος,thanatēforos,deadly,0
51406,G2253,G2289,θανατόω,thanatoō,to kill,0
51407,G2253,G2348,θνῄσκω,thnēskō,to die/be dead,0
51408,G2253,G4441,πυνθάνομαι,punthanomai,to inquire,0
51409,G2261,G2031,ἔπος,epos,a word,0
51410,G2263,G2048,ἔρημος,erēmos,deserted,0
51411,G2270,G2271,ἡσυχία,hēsuchia,quietness,0
51412,G2270,G2272,ἡσύχιος,hēsuchios,quiet,0
51413,G2271,G2270,ἡσυχάζω,hēsuchazō,be quiet/give up,0
51414,G2271,G2272,ἡσύχιος,hēsuchios,quiet,0
51415,G2274,G2275,ἥττημα,hēttēma,loss,0
51416,G2274,G2276,ἥσσων,hēssōn,less/worse,0
51417,G2277,G1498,εἴην,eiēn,may be,0
51418,G2277,G1510,εἰμί,eimi,to be,0
51419,G2277,G1511,εἶναι,einai,to exist,0
51420,G2277,G1526,εἰσί,eisi,they are,0
51421,G2277,G2071,ἔσομαι,esomai,will be,0
51422,G2277,G2075,ἐστέ,este,you are,0
51423,G2277,G2076,ἐστί,esti,he is,0
51424,G2277,G2077,ἔστω,estō,you be!,0
51425,G2277,G2258,ἦν,ēn,were,0
51426,G2277,G5600,ὦ,ō,may be,0
51427,G2277,G5607,ὤν,ōn,being,0
51428,G2279,G2278,ἠχέω,ēcheō,to resound,0
51429,G2279,G2727,κατηχέω,katēcheō,to instruct,0
51430,G2284,G1568,ἐκθαμβέω,ekthambeō,be awe-struck,0
51431,G2284,G1569,ἔκθαμβος,ekthambos,astonished,0
51432,G2284,G2285,θάμβος,thambos,amazement,0
51433,G2285,G1568,ἐκθαμβέω,ekthambeō,be awe-struck,0
51434,G2285,G1569,ἔκθαμβος,ekthambos,astonished,0
51435,G2285,G2284,θαμβέω,thambeō,to astonish,0
51436,G2288,G0110,ἀθανασία,athanasia,immortality,0
51437,G2288,G2286,θανάσιμος,thanasimos,deadly,0
51438,G2288,G2289,θανατόω,thanatoō,to kill,0
51439,G2288,G2348,θνῄσκω,thnēskō,to die/be dead,0
51440,G2289,G2253,ἡμιθανής,hēmithanēs,half-dead,0
51441,G2289,G2286,θανάσιμος,thanasimos,deadly,0
51442,G2289,G2287,θανατήφορος,thanatēforos,deadly,0
51443,G2289,G2288,θάνατος,thanatos,death,0
51444,G2289,G4441,πυνθάνομαι,punthanomai,to inquire,0
51445,G2292,G2292,θαρρέω,tharreō,be confident,0
51446,G2292,G2293,θαρσέω,tharseō,take heart,0
51447,G2293,G2292,θαρρέω,tharreō,be confident,0
51448,G2293,G2293,θαρσέω,tharseō,take heart,0
51449,G2293,G2294,θάρσος,tharsos,courage/confidence,0
51450,G2294,G2293,θαρσέω,tharseō,take heart,0
51451,G2295,G2296,θαυμάζω,thaumazō,to marvel,0
51452,G2295,G2297,θαυμάσιος,thaumasios,marvelous,0
51453,G2296,G2295,θαῦμα,thauma,marvel,0
51454,G2296,G2298,θαυμαστός,thaumastos,marvellous,0
51455,G2297,G2295,θαῦμα,thauma,marvel,0
51456,G2298,G2296,θαυμάζω,thaumazō,to marvel,0
51457,G2307,G2309,θέλω,thelō,to will/desire,0
51458,G2308,G2309,θέλω,thelō,to will/desire,0
51459,G2309,G2307,θέλημα,thelēma,will/desire,0
51460,G2309,G2308,θέλησις,thelēsis,will,0
51461,G2309,G2309,θέλω,thelō,to will/desire,0
51462,G2316,G0112,ἄθεος,atheos,without God,0
51463,G2316,G2299,θεά,thea,goddess,0
51464,G2316,G2304,θεῖος,theios,divine,0
51465,G2316,G2313,θεομαχέω,theomacheō,to fight God,0
51466,G2316,G2314,θεομάχος,theomachos,opposing God,0
51467,G2316,G2315,θεόπνευστος,theopneustos,God-breathed,0
51468,G2316,G2319,θεοστυγής,theostugēs,God-hating,0
51469,G2316,G2320,θεότης,theotēs,deity,0
51470,G2316,G5095,Τιμόθεος,timotheos,Timothy,0
51471,G2317,G2318,θεοσεβής,theosebēs,godly,0
51472,G2317,G4573,σεβάζομαι,sebazomai,to worship,0
51473,G2317,G4574,σέβασμα,sebasma,object of worship,0
51474,G2317,G4575,σεβαστός,sebastos,Augustan,0
51475,G2317,G4576,σέβομαι,sebomai,be devout,0
51476,G2318,G2316,θεός,theos,God,0
51477,G2318,G2317,θεοσέβεια,theosebeia,reverence for God,0
51478,G2318,G4573,σεβάζομαι,sebazomai,to worship,0
51479,G2318,G4574,σέβασμα,sebasma,object of worship,0
51480,G2318,G4575,σεβαστός,sebastos,Augustan,0
51481,G2318,G4576,σέβομαι,sebomai,be devout,0
51482,G2323,G2322,θεραπεία,therapeia,service,0
51483,G2323,G2324,θεράπων,therapōn,servant,0
51484,G2334,G2300,θεάομαι,theaomai,to look at,0
51485,G2334,G2335,θεωρία,theōria,sight,0
51486,G2334,G3708G,ὁράω,horaō,to see: to see,0
51487,G2334,G3708H,ὁράω,horaō,to see: to appear,0
51488,G2346,G0598,ἀποθλίβω,apothlibō,to crowd up to,0
51489,G2346,G2347,θλῖψις,thlipsis,pressure,0
51490,G2346,G4918,συνθλίβω,sunthlibō,to push against,0
51491,G2347,G0598,ἀποθλίβω,apothlibō,to crowd up to,0
51492,G2347,G2346,θλίβω,thlibō,to press on,0
51493,G2347,G4918,συνθλίβω,sunthlibō,to push against,0
51494,G2348,G0599,ἀποθνήσκω,apothnēskō,to die,0
51495,G2348,G2253,ἡμιθανής,hēmithanēs,half-dead,0
51496,G2348,G2288,θάνατος,thanatos,death,0
51497,G2348,G2349,θνητός,thnētos,mortal,0
51498,G2348,G4880,συναποθνήσκω,sunapothnēskō,to die with,0
51499,G2354,G2355,θρῆνος,thrēnos,lamentation,0
51500,G2356,G2357,θρησκός,thrēskos,religious,0
51501,G2358,,,,,0
51502,G2360,,,,,0
51503,G2371,G2372,θυμός,thumos,wrath,0
51504,G2371,G2373,θυμόω,thumoō,to anger,0
51505,G2371,G3164,μάχομαι,machomai,to quarrel,0
51506,G2372,G2371,θυμομαχέω,thumomacheō,to quarrel,0
51507,G2372,G2373,θυμόω,thumoō,to anger,0
51508,G2372,G3116,μακροθυμώς,makrothumōs,patiently,0
51509,G2373,G2371,θυμομαχέω,thumomacheō,to quarrel,0
51510,G2373,G2372,θυμός,thumos,wrath,0
51511,G2375,G2374,θύρα,thura,door,0
51512,G2412,G2411,ἱερόν,hieron,temple,0
51513,G2412,G2413,ἱερός,hieros,sacred,0
51514,G2412,G2416,ἱεροσυλέω,hierosuleō,to despoil a temple,0
51515,G2412,G2418,ἱερουργέω,hierourgeō,to minister,0
51516,G2412,G4241,πρέπω,prepō,be proper,0
51517,G2413,G2409,ἱερεύς,hiereus,priest,0
51518,G2413,G2411,ἱερόν,hieron,temple,0
51519,G2413,G2412,ἱεροπρεπής,hieroprepēs,reverent,0
51520,G2413,G2416,ἱεροσυλέω,hierosuleō,to despoil a temple,0
51521,G2413,G2418,ἱερουργέω,hierourgeō,to minister,0
51522,G2413,G3741,ὅσιος,hosios,sacred,0
51523,G2431,G2432,ἱλαρότης,hilarotēs,cheerfulness,0
51524,G2433,G2434,ἱλασμός,hilasmos,propitiation,0
51525,G2433,G2435,ἱλαστήριος,hilastērios,propitiation,0
51526,G2433,G2436,ἵλεως,hileōs,propitious/gracious,0
51527,G2435,G2433,ἱλάσκομαι,hilaskomai,to propitiate,0
51528,G2435,G2434,ἱλασμός,hilasmos,propitiation,0
51529,G2436,G0448,ἀνίλεως,anileōs,merciless,0
51530,G2436,G2431,ἱλαρός,hilaros,cheerful,0
51531,G2436,G2433,ἱλάσκομαι,hilaskomai,to propitiate,0
51532,G2442,,,,,0
51533,G2443,,,,,0
51534,G2450,G0935,βασιλεύς,basileus,king,0
51535,G2450,G2450,Ἰουδαΐζω,ioudaizō,Jew,0
51536,G2450,G2451,Ἰουδαϊκός,ioudaikos,Jewish,0
51537,G2450,G2452,Ἰουδαϊκῶς,ioudaikōs,Jew,0
51538,G2450,G2453,Ἰουδαῖος,ioudaios,Jew,0
51539,G2450,H3062,יְהוּדַי,ye.hu.day,Jew,0
51540,G2450,H3064,יְהוּדִי,ye.hu.di,Jew,0
51541,G2465,G0032G,ἄγγελος,angelos,angel,0
51542,G2465,G0032H,ἄγγελος,angelos,angel: messenger,0
51543,G2465,G2470,ἴσος,isos,equal,0
51544,G2467,G1492H,εἴδω,eidō,to perceive: see,0
51545,G2467,G1492I,εἴδω,eidō,to perceive: know,0
51546,G2467,G2467,ἴσημι,isēmi,to know,0
51547,G2467,G6063,οἶδα,oida,to know,0
51548,G2468,G1498,εἴην,eiēn,may be,0
51549,G2468,G1510,εἰμί,eimi,to be,0
51550,G2468,G1511,εἶναι,einai,to exist,0
51551,G2468,G1526,εἰσί,eisi,they are,0
51552,G2468,G2071,ἔσομαι,esomai,will be,0
51553,G2468,G2075,ἐστέ,este,you are,0
51554,G2468,G2076,ἐστί,esti,he is,0
51555,G2468,G2077,ἔστω,estō,you be!,0
51556,G2468,G2258,ἦν,ēn,were,0
51557,G2468,G5600,ὦ,ō,may be,0
51558,G2468,G5607,ὤν,ōn,being,0
51559,G2473,G0674,ἀποψύχω,apopsuchō,to faint,0
51560,G2473,G0895,ἄψυχος,apsuchos,lifeless,0
51561,G2473,G1374,δίψυχος,dipsuchos,double-minded,0
51562,G2473,G1634,ἐκψύχω,ekpsuchō,to expire,0
51563,G2473,G2174,εὐψυχέω,eupsucheō,be glad,0
51564,G2473,G2470,ἴσος,isos,equal,0
51565,G2473,G3642,ὀλιγόψυχος,oligopsuchos,fainthearted,0
51566,G2473,G4861,σύμψυχος,sumpsuchos,harmonious,0
51567,G2473,G5590G,ψυχή,psuchē,soul,0
51568,G2473,G5590H,ψυχή,psuchē,soul: life,0
51569,G2473,G5590I,ψυχή,psuchē,soul: myself,0
51570,G2473,G5590J,ψυχή,psuchē,soul: person,0
51571,G2473,G5590K,ψυχή,psuchē,soul: animal,0
51572,G2473,G5591,ψυχικός,psuchikos,natural,0
51573,G2478,G2479,ἰσχύς,ischus,strength,0
51574,G2479,G2478,ἰσχυρός,ischuros,strong,0
51575,G2479,G2480,ἰσχύω,ischuō,be strong,0
51576,G2480,G1765,ἐνισχύω,enischuō,to strengthen,0
51577,G2480,G1840,ἐξισχύω,exischuō,to have power,0
51578,G2480,G2001,ἐπισχύω,epischuō,to insist,0
51579,G2480,G2479,ἰσχύς,ischus,strength,0
51580,G2480,G2729,κατισχύω,katischuō,to prevail,0
51581,G2513,G2508,καθαίρω,kathairō,to prune,0
51582,G2513,G2511,καθαρίζω,katharizō,to clean,0
51583,G2513,G2514,καθαρότης,katharotēs,cleanness,0
51584,G2520,G2240,ἥκω,hēkō,to come/be present,0
51585,G2520,G2596,κατά,kata,according to,0
51586,G2529,G0517,ἀόρατος,aoratos,invisible,0
51587,G2529,G2596,κατά,kata,according to,0
51588,G2529,G3705,ὅραμα,horama,vision,0
51589,G2529,G3706,ὅρασις,horasis,appearance/vision,0
51590,G2529,G3707,ὁρατός,horatos,visible,0
51591,G2529,G3708G,ὁράω,horaō,to see: to see,0
51592,G2529,G3708H,ὁράω,horaō,to see: to appear,0
51593,G2529,G4308,προοράω,prooraō,to foresee,0
51594,G2549,G2556G,κακός,kakos,evil/harm: evil,0
51595,G2549,G2556H,κακός,kakos,evil/harm: harm,0
51596,G2550,G2239,ἦθος,ēthos,moral,0
51597,G2550,G2556G,κακός,kakos,evil/harm: evil,0
51598,G2550,G2556H,κακός,kakos,evil/harm: harm,0
51599,G2551,G2556G,κακός,kakos,evil/harm: evil,0
51600,G2551,G2556H,κακός,kakos,evil/harm: harm,0
51601,G2551,G3056,λόγος,logos,word,0
51602,G2552,G2553,κακοπαθέω,kakopatheō,to endure,0
51603,G2552,G2556G,κακός,kakos,evil/harm: evil,0
51604,G2552,G2556H,κακός,kakos,evil/harm: harm,0
51605,G2552,G3356,μετριοπαθέω,metriopatheō,be gentle,0
51606,G2552,G3663,ὁμοιοπαθής,homoiopathēs,like,0
51607,G2552,G3804,πάθημα,pathēma,suffering,0
51608,G2552,G3805,παθητός,pathētos,suffering,0
51609,G2552,G3806,πάθος,pathos,passion,0
51610,G2552,G4777,συγκακοπαθέω,sunkakopatheō,to suffer with,0
51611,G2552,G4834,συμπαθέω,sumpatheō,to sympathize,0
51612,G2552,G4835,συμπαθής,sumpathēs,sympathetic,0
51613,G2553,G2552,κακοπάθεια,kakopatheia,suffering,0
51614,G2553,G3356,μετριοπαθέω,metriopatheō,be gentle,0
51615,G2553,G3663,ὁμοιοπαθής,homoiopathēs,like,0
51616,G2553,G3804,πάθημα,pathēma,suffering,0
51617,G2553,G3805,παθητός,pathētos,suffering,0
51618,G2553,G3806,πάθος,pathos,passion,0
51619,G2553,G4777,συγκακοπαθέω,sunkakopatheō,to suffer with,0
51620,G2553,G4834,συμπαθέω,sumpatheō,to sympathize,0
