id,strong,mounce_parsed,row_type,deleted
407555,G4310,to suffer previously,lookup,0
407556,G4841,"to suffer with, share in suffering",description,0
407557,G4777,"to suffer together with, endure hardship with",description,0
407558,G0006,"Abel, ""morning mist""",lookup,0
407559,G0011,"Abraham, ""father of many""",description,0
407560,G0029,"to force, compel, press into service in military or civil matters",description,0
407561,G0030,"jar, flask, a container for liquid",description,0
407562,G0032G,: angel,lookup,0
407563,G0032G,"§ angel, messenger; this can refer to a human messenger, such as John the Baptist, or messengers sent by John the Baptist or Jesus, or to the supernatural class of being that serves God: the angel",description,0
407564,G0032H,: messenger,lookup,0
407565,G0032H,"§ angel, messenger; this can refer to a human messenger, such as John the Baptist, or messengers sent by John the Baptist or Jesus, or to the supernatural class of being that serves God: the angel",description,0
407566,G0034,herd (of pigs),lookup,0
407567,G0044,"fish-hook, fish line with a hook on it",description,0
407568,G0046,"unshrunk, new cloth that has not been laundered",description,0
407569,G0058,marketplace (as a center of social and commercial life),description,0
407570,G0059,"to buy, purchase; this refers to buying and acquiring possessions, as in a market place, and to setting a slave free through purchase, often to God’s purchase (redemption) of sinners",description,0
407571,G0066,wild; undomesticated as well as uncontrolled,description,0
407572,G0068G,"field, countryside, both tilled and untilled ground",description,0
407573,G0068H,"field, countryside, both tilled and untilled ground",description,0
407574,G0071,"- properly, to lead; by implication, to bring, drive, (reflexively) go, (specially) pass (time), or (figuratively) induce",description,0
407575,G0079,"sister, fellow countrywoman; by extension a female believer, a sister in the family of faith",description,0
407576,G0086,"Hades, the grave, the place of the dead, ""the underworld""",description,0
407577,G0091,"to do wrong, mistreat",description,0
407578,G0105,"eagle (a noble, powerful bird), vulture (a carrion bird)",description,0
407579,G0106,"unleavened, (the Feast of) Unleavened Bread, made without yeast; figuratively of purity",description,0
407580,G0123,"shore, beach",lookup,0
407581,G0125,Egypt,lookup,0
407582,G0129G,"blood; extended meanings: killing, death, sacrifice",description,0
407583,G0129H,"blood; extended meanings: killing, death, sacrifice",description,0
407584,G0140,to choose (for the purpose of showing special favor),description,0
407585,G0142,"to take up, take away",description,0
407586,G0165G,: age/world,lookup,0
407587,G0165G,"eternity, age (time period); ""this age"" can mean the universe or even the current world system, the ""god of this age"" refers to the devil",description,0
407588,G0166,"eternal, long ago",lookup,0
407589,G0173,"thorn, thornbush",lookup,0
407590,G0175,"unfruitful, unproductive, something generally useless",description,0
407591,G0188,"still, even yet",lookup,0
407592,G0190,"to follow; accompany; figuratively, to follow or be a disciple of a leader’s teaching",description,0
407593,G0199,"accurately, carefully, well",lookup,0
407594,G0200,locust (in some cultures distinguished from a grasshopper and used as a food source),description,0
407595,G0206,"end, top",lookup,0
407596,G0208,"to nullify, make void",description,0
407597,G0211,alabaster jar,lookup,0
407598,G0217,salt,lookup,0
407599,G0220,rooster,lookup,0
407600,G0224,flour,lookup,0
407601,G0229,to grind grain (with a handmill operated by two women),description,0
407602,G0231,fisherman (by occupation),lookup,0
407603,G0233,"to salt, make salty",description,0
407604,G0240,"one another, each other",description,0
407605,G0243,another-,lookup,0
407606,G0245,belonging to another,lookup,0
407607,G0256,Alphaeus,lookup,0
407608,G0258,fox; this can refer to a wicked person with the probable implication of being cunning or treacherous,description,0
407609,G0260,"together, at the same time",description,0
407610,G0272,"to neglect, ignore",lookup,0
407611,G0281,"amen, the truth; a formula of solemn expression of certainty. In the Gospel of John it is doubled in the sayings of Jesus for emphasis",description,0
407612,G0285,"sand, often used as a figure of things that cannot be counted",description,0
407613,G0288,"vine, grapevine",lookup,0
407614,G0290,vineyard,lookup,0
407615,G0293,"casting net, fishing net (not a dragnet)",description,0
407616,G0294,"to clothe, dress",lookup,0
407617,G0297,"both, all",lookup,0
407618,G0302,if,lookup,0
407619,G0303,"each, in turn, among",description,0
407620,G0305,"to go up, rise",description,0
407621,G0307,"to pull up, bring up",description,0
407622,G0308,"to look up, receive sight",description,0
407623,G0310,to cry out,lookup,0
407624,G0314,"to read, read aloud",description,0
407625,G0315,"to compel, force",lookup,0
407626,G0321,"to lead up, bring up; (middle) to put out to sea",description,0
407627,G0337,"to kill, put to death; (middle) take for oneself",description,0
407628,G0344,"to return, come back",description,0
407629,G0345,"to recline for a meal, dine (reclining was the normal posture at meals)",description,0
407630,G0347,"to cause to lie down, recline (to eat)",description,0
407631,G0372,"rest, resting place",lookup,0
407632,G0373,"to rest, be refreshed; (act.) to give rest",description,0
407633,G0378,"to fulfill, make complete",description,0
407634,G0386,"resurrection, rising to life; from the base meaning of the act of rising from a prone or sitting position to a standing position. In the NT it means returning to life after death, usually referring to the raising to life of Jesus Christ",description,0
407635,G0393,"to rise, dawn",lookup,0
407636,G0395,"east, rising of the sun; note that the east is the compass direction of orientation in the ancient Near East, just as the north is in the modern western world",description,0
407637,G0399,"to lead up, offer (a sacrifice), bear (sin)",description,0
407638,G0402,"to withdraw, leave",lookup,0
407639,G0406,"Andrew, ""manly""",lookup,0
407640,G0414,"bearable, tolerable; used only in the comparative: more bearable",description,0
407641,G0417,"wind, gale",lookup,0
407642,G0427,"without, apart from",lookup,0
407643,G0432,"dill, a plant used for seasoning",description,0
407644,G0435G,: man,lookup,0
407645,G0435G,"man, male, husband; usually an adult male, but in some contexts the emphasis is on maturity rather than gender (1Co 13:11; Eph 4:13; Jas 3:2)",description,0
407646,G0435H,: husband,lookup,0
407647,G0435H,"man, male, husband; usually an adult male, but in some contexts the emphasis is on maturity rather than gender (1Co 13:11; Eph 4:13; Jas 3:2)",description,0
407648,G0436,"to resist, oppose, rebel, withstand",description,0
407649,G0444,"human being, person; humankind, people; man, husband; used of human beings in contrast to animals or deity; in some contexts it is used of male/husband in contrast to female/wife. ""The Son of Man"" is an OT phrase usually meaning ""human being,"" that in the NT is used almost exclusively as a messianic title (see Da 7:13), emphasizing Jesus’ humanity. ""The outer person"" is the corporeal body in contrast to ""the inner (or hidden) person"" of the spirit",description,0
407650,G0450,"rise up, stand up",description,0
407651,G0455,to open,lookup,0
407652,G0465,something given in exchange,description,0
407653,G0476,"enemy, opponent (in battle or in court)",description,0
407654,G0504,"arid, without water",lookup,0
407655,G0513,ax,lookup,0
407656,G0518,"to bring news, be a messenger",description,0
407657,G0520,"to lead away, bring before (an official)",description,0
407658,G0522,to take away,lookup,0
407659,G0527,tender (referring to sprouts),description,0
407660,G0529,"(the act of) meeting, encountering",description,0
407661,G0533,"to disown, deny, repudiate",description,0
407662,G0537,"all, every, whole",lookup,0
407663,G0561,"opposite, in front of, against (opposition to)",description,0
407664,G0565,"to go away, withdraw",description,0
407665,G0568H,to have in full-,description,0
407666,G0575,"from, away from",lookup,0
407667,G0586,"to tithe, give one-tenth of",description,0
407668,G0589,to go away on a journey,description,0
407669,G0596,"barn, storehouse",lookup,0
407670,G0600,"to restore, re-establish, cure",description,0
407671,G0601,"to reveal, disclose",lookup,0
407672,G0611,"to answer, reply; sometimes used in the NT in the Hebraic sense of continuing a discourse",description,0
407673,G0615,to kill (either natural life or spiritual life),description,0
407674,G0617,to roll away,lookup,0
407675,G0622,"to destroy (an inanimate object), to kill (by taking a life), cause to lose (especially a life); to die or perish. Violence and strife is often the associative meaning related to this word",description,0
407676,G0630H,: divorce,lookup,0
407677,G0630H,"to release (forgive, grant clemency); divorce, send away",description,0
407678,G0633,to wash off,lookup,0
407679,G0645,"to draw out, draw away, attract; (passive) to withdraw",description,0
407680,G0647,divorce,lookup,0
407681,G0649,"to send, send out, send away (especially used of the official sending out of the disciples)",description,0
407682,G0652,"apostle, representative, messenger, envoy; often used in a technical sense for the divinely appointed founders of the church",description,0
407683,G0672,"to go away from, leave",description,0
407684,G0681,to kindle (a fire),description,0
407685,G0684,"destruction, ruin, waste",lookup,0
407686,G0686,- a particle denoting an inference more or less decisive (as follows),description,0
407687,G0692,"idle, lazy; useless, ineffective; careless",description,0
407688,G0694,silver (always referring to money),description,0
407689,G0705,to count,lookup,0
407690,G0707,Arimathea,lookup,0
407691,G0710,"left side, left hand; the left is considered culturally to be weaker than the right; a weapon in the left hand is a defensive weapon; to be seated on the left side of a ruler is a lesser position than on the right side",description,0
407692,G0712,"meal, feast",lookup,0
407693,G0713,"enough, sufficient",lookup,0
407694,G0726,"to catch, steal, carry off",description,0
407695,G0727,"swindling, robbing, implying violence in the process; (destructively) ferocious, ravenous; as a noun, a (violent) robber or swindler",description,0
407696,G0730,male,lookup,0
407697,G0732,"sick, ill",lookup,0
407698,G0737,"now, at once, immediately",description,0
407699,G0740,"(loaf of) bread, food",description,0
407700,G0745,"Archelaus, ""ruler of people""",description,0
407701,G0749,"chief priest, high priest",description,0
407702,G0779,"wineskin, leather bag holding wine",description,0
407703,G0782,to say farewell,lookup,0
407704,G0783,greeting,lookup,0
407705,G0787,assarion (coin worth one-sixteenth of a day’s wage),description,0
407706,G0792,star,lookup,0
407707,G0796,"lightning; light, ray of light",description,0
407708,G0805,to make secure; fasten,description,0
407709,G0820,"without honor, dishonored, despised",description,0
407710,G0833,"palace, house; courtyard, sheepfold",description,0
407711,G0834,flute player,lookup,0
407712,G0837,"to cause to grow; (intr.) grow, increase",description,0
407713,G0839,"tomorrow, the next day",description,0
407714,G0846,"he, she, it; also used as inten.p., himself, herself, itself, themselves; the same one; also an adverb of place: here, there, where",description,0
407715,G0847,"- properly, belonging to the same spot, i.e. in this (or that) place",description,0
