id,strong,mounce_parsed,row_type,deleted
408695,G4863,"to gather together, assemble; invite, call together",description,0
408696,G4864,"synagogue, congregation, meeting, a gathering of worshipers, usually a Jewish congregation, though in some contexts it may refer to a Christian assembly; a synagogue building",description,0
408697,G4868,to settle (monetary accounts),description,0
408698,G4873,"to eat with, have dinner withdine",description,0
408699,G4885,to grow together,lookup,0
408700,G4889,"fellow servant, fellow slave",description,0
408701,G4892,Sanhedrin; (local) council,lookup,0
408702,G4905,"to come together, gather, assemble; to go along with, accompany",description,0
408703,G4929,"to command, direct, instruct",description,0
408704,G4930,"end, close, completion",lookup,0
408705,G4933,"to protect, defend; to treasure, preserve in memory; (passive) to be preserved",description,0
408706,G4947,Syria,lookup,0
408707,G4957,(passive) to be crucified withcrucify,description,0
408708,G4962,"to gather up, bring together",description,0
408709,G4970,"very, greatly, exceedingly",lookup,0
408710,G4983,"body, the mass of anything, usually a corporeal tissue, human, animal, or plant, though it can also refer to a heavenly body; the church is said to be like a (human) body, emphasizing its essential unity with very important diversities of function within the unity",description,0
408711,G5007,"talent (weight and monetary unit; about 57 to 80 lbs.); a talent of silver was about 6,000 days’ wages (denarii) of a common laborer and a talent of gold was about 180,000 day’s wages, often implying a vast, unattainable amount",description,0
408712,G5009,"room, inner room, storeroom",description,0
408713,G5022,"bull, ox",lookup,0
408714,G5026,- (towards or of) this (fem),description,0
408715,G5027,burial place,lookup,0
408716,G5028,"tomb, grave",lookup,0
408717,G5035,"quick, swift; (adv.) quickly, momentarily, soon",description,0
408718,G5037,"and, but (often not translated) ; with G2532, ""both...and""",description,0
408719,G5043,"child, son, daughter, offspring, descendant",description,0
408720,G5045,craftsman,lookup,0
408721,G5046,"perfect, mature, finished",lookup,0
408722,G5054,death,lookup,0
408723,G5055,"to finish, complete, fulfill; (passive) to be finished, be completed, fulfilled, perfected",description,0
408724,G5057,tax collector,lookup,0
408725,G5058,tax collector’s booth,lookup,0
408726,G5062,forty,lookup,0
408727,G5064,four,lookup,0
408728,G5067,fourth in a series or collection; (n.) the fourth (fractional) part of something,description,0
408729,G5070,four thousand,lookup,0
408730,G5076,"tetrarch, a ruler of less rank and authority than a king",description,0
408731,G5083G,: observe,lookup,0
408732,G5083G,"to keep, guard, obey, observe",description,0
408733,G5083H,: guard,lookup,0
408734,G5083H,"to keep, guard, obey, observe",description,0
408735,G5088,"to give birth to; bear, produce",description,0
408736,G5089,to pick (heads of grain)pluck,description,0
408737,G5091,"to honor, show respect, give recognition",description,0
408738,G5092,"honor, value, respect; nobility, specialness; money, cost",description,0
408739,G5100,"one, anyone, anything; some, someone, something",description,0
408740,G5101,"who, which or what (in direct or indirect questions)-",description,0
408741,G5108,"such, such as this, of such a kind",description,0
408742,G5110,interest (on a monetary loan),description,0
408743,G5117,"place, location; passage (in a book); position; possibility, opportunity",description,0
408744,G5118,"so great, so many, so large, so long",description,0
408745,G5119,"then, when, at that time",description,0
408746,G5123,that is,lookup,0
408747,G5124,- that thing,lookup,0
408748,G5127,- of (from or concerning) this (person or thing),description,0
408749,G5130,- of (from or concerning) these (persons or things),description,0
408750,G5132,table,lookup,0
408751,G5133,banker,lookup,0
408752,G5137,"neck, throat",lookup,0
408753,G5140,three,lookup,0
408754,G5142,"to care for, feed, nurse; (passive) to be nurtured, cared for",description,0
408755,G5143,"to run; to strive, give effort",description,0
408756,G5144,thirty,lookup,0
408757,G5146,thistle,lookup,0
408758,G5147,path,lookup,0
408759,G5151,three times,lookup,0
408760,G5154,third,lookup,0
408761,G5158,"manner, way, kind; way of life",description,0
408762,G5160,"food, nourishment",lookup,0
408763,G5165,bowl,lookup,0
408764,G5169,eye (the hole in a needle through which thread is passed) opening,description,0
408765,G5176,"to eat, feed on",description,0
408766,G5180,"to strike, beat, wound",description,0
408767,G5184,"Tyre, ""rocky place""",lookup,0
408768,G5188,"(passive) to smolder, smoke smoulder",description,0
408769,G5199,"healthy, sound, well",lookup,0
408770,G5204,water,lookup,0
408771,G5207,"son, child (of either gender), descendant (in any generation); by extension: a term of endearment; one of a class or kind, for example, a ""son of the resurrection"" is one who participates in the resurrection. ""The Son of Man"" is an OT phrase usually meaning ""human being,"" that in the NT is used almost exclusively as a messianic title (see Da 7:13), emphasizing Jesus’ humanity",description,0
408772,G5209,- you (as the objective of a verb or preposition),description,0
408773,G5210,- you (as subjective of verb),description,0
408774,G5213,- to (with or by) you,description,0
408775,G5216,of you,lookup,0
408776,G5217,to go (away),lookup,0
408777,G5221,to meet,lookup,0
408778,G5222,meeting,lookup,0
408779,G5228,"(acc.) above, beyond, more than; (gen.); for, in behalf of, for the sake of; in place of",description,0
408780,G5257,"servant, attendant, helper, one who serves or attends, not distinguished in status from other words for servant",description,0
408781,G5258,"sleep, slumber",lookup,0
408782,G5259H,: under,lookup,0
408783,G5259H,"(gen.) by, by means of; (acc.); under (in space as well as in status or authority); at (a time of day)",description,0
408784,G5263,to show; to warn,description,0
408785,G5266,sandal,lookup,0
408786,G5268,donkey,lookup,0
408787,G5270,(pp.*) under,lookup,0
408788,G5273,"hypocrite (an extension of an actor in a play, not found in the NT), implying arrogance and hardness of heart, utterly devoid of sincerity and genuineness",description,0
408789,G5286,footstool,lookup,0
408790,G5302,"to lack, be in need, destitute; to be inferior; to fall short",description,0
408791,G5306,- = later,lookup,0
408792,G5308,"high, mighty; proud, arrogant; highly valued; (compar.) more exalted",description,0
408793,G5310,highest,lookup,0
408794,G5312,"to lift up, elevate, exalt",description,0
408795,G5314,glutton,lookup,0
408796,G5315,- = to eat (literally or figuratively),description,0
408797,G5318,"visible, clear, plain, known",description,0
408798,G5330,"Pharisee,",lookup,0
408799,G5338,"light, radiance",lookup,0
408800,G5343,"to flee, escape, elude",description,0
408801,G5348,"to precede; to arrive, attain, come",description,0
408802,G5376G,"Philip, ""horse lover""",lookup,0
408803,G5376H,"Philip, ""horse lover""",lookup,0
408804,G5376K,"Philip, ""horse lover""",lookup,0
408805,G5384,(a.) friendly; (n.) friend (male or female),description,0
408806,G5406,murderer,lookup,0
408807,G5407,"to commit murder, kill",description,0
408808,G5408,"murder, killing",lookup,0
408809,G5409,"to wear, bear",lookup,0
408810,G5412,to load down (with a burden); (passive) to be burdened,description,0
408811,G5413,"burden, load, cargo",lookup,0
408812,G5417,to flog,lookup,0
408813,G5418,"barrier, wall, country lane fence",description,0
408814,G5419,"to explain, interpret",lookup,0
408815,G5437,"flight, fleeing",lookup,0
408816,G5438G,: prison,lookup,0
408817,G5438G,"prison, jail, haunt; guard; watch (of the night)",description,0
408818,G5438H,: prison,lookup,0
408819,G5438H,"prison, jail, haunt; guard; watch (of the night)",description,0
408820,G5440,"phylactery, a small box containing Scripture verses, traditionally bound on the forehead and arm by the Jews during prayer",description,0
408821,G5443,"tribe; people, nation",lookup,0
408822,G5444,leaf,lookup,0
408823,G5451,plant,lookup,0
408824,G5452,to plant,lookup,0
408825,G5454,"hole (in the ground), den",description,0
408826,G5456H,: noise/sound,lookup,0
408827,G5456H,"voice, sound, tone, noise of any kind; by extension: speaking, language",description,0
408828,G5457,light; daylight; firelight,lookup,0
408829,G5460,full of light; bright,description,0
408830,G5467,"difficult, harsh; violent",lookup,0
408831,G5478,Canaanite,lookup,0
408832,G5491,lip; edge (of a shoreline),description,0
408833,G5494,winter; stormy weather,lookup,0
408834,G5495,"hand, area or portion of the hand; power, control",description,0
408835,G5501,worse (than); more severe than,description,0
408836,G5509,"tunic, robe, clothing, undergarment",description,0
408837,G5510,snow,lookup,0
408838,G5511,"robe, cloak, a heavy outer garment used by soldiers and travelers",description,0
408839,G5519,pig,lookup,0
408840,G5521,"gall, bile",lookup,0
408841,G5523,Korazin,lookup,0
408842,G5526,"to feed; (passive) to be filled to satisfaction, eat one’s fill",description,0
408843,G5528,"grass, plant; this can refer to plants in various forms and stages: hay, stalk, field, etc.",description,0
408844,G5532,"need, necessity",lookup,0
408845,G5535,"to need, have need of",description,0
408846,G5549,to delay,lookup,0
408847,G5557,gold,lookup,0
408848,G5560,"lame, crippled",lookup,0
408849,G5561,country,lookup,0
408850,G5562,"to go, come; to accept; to make room, have room",description,0
408851,G5563,"to divide, separate, leave; (passive) to be separated from, set apart",description,0
408852,G5564G,"place, parcel of land, field",description,0
408853,G5565,"(adv.) by itself, separately; (pp.*) without, besides, apart from, independent from",description,0
408854,G5575,"false witness, one who gives false testimony",description,0
408855,G5578,false prophet,lookup,0
408856,G5580,(plural) false Christs,lookup,0
408857,G5589,"crumb, very small piece",description,0
408858,G5593,cold,lookup,0
408859,G5594,(passive) to grow cold cool,description,0
408860,G5599,"- = as a sign of the vocative case, O; as a note of exclamation, oh",description,0
408861,G5602,here,lookup,0
408862,G5606,(plural) shoulders shoulder,lookup,0
408863,G5610,"hour, portion of time, while, moment",description,0
408864,G5611,beautiful,lookup,0
408865,G5613,"as, that, how, about, when; like, as",description,0
408866,G5614,"Hosanna! (exclamation of praise, originally ""Save [us]!"")",description,0
408867,G5615,"in the same way, so also, likewise, similarly",description,0
408868,G5618,"as, just as; like",description,0
408869,G5620,"a marker for introducing clauses: for this reason, therefore, so; so that, resulting in; to, for the purpose of",description,0
408870,G5621,ear,lookup,0
408871,G5623,to be of good use; to have value; to help; to devote (as a gift) to God,description,0
408872,G6033,"from here, hence; on that side; on this side",description,0
408873,G6064,household (i.e. body of servants),description,0
408874,G0005,"Aramaic for ""father""",lookup,0
408875,G0008,"Abiathar, ""[my] father gives abundance"" or ""the father is preeminent""",description,0
408876,G0064,to catch,lookup,0
408877,G0104,always,lookup,0
408878,G0216,"mute, unable to speak",description,0
408879,G0219,crowing of a rooster; the third Roman watch of the night (about midnight 3.00 a.m.),description,0
408880,G0223G,"Alexander, ""defender of men""",description,0
408881,G0254,chain (the state of imprisonment),description,0
408882,G0296,"street, usually within a city",description,0
408883,G0349,to cry out,lookup,0
408884,G0353,"to take up, lift up, bring up",description,0
408885,G0358,not salty,lookup,0
408886,G0377,"recline, sit down, lie down (usually referring to the normal posture at meals)",description,0
408887,G0383,"to stir up, incite",description,0
408888,G0508,upper room,lookup,0
408889,G0528,"to meet, encounter",lookup,0
408890,G0590,going away on a journey,description,0
408891,G0607,to behead,lookup,0
408892,G0609,to cut off; emasculate,description,0
408893,G0614,"concealed, hidden, secret",lookup,0
408894,G0635,"to deceive, mislead; (passive) to wander",description,0
408895,G0648,"to make an opening in a roof, remove a roof",description,0
408896,G0650,"to defraud, cheat, steal; deprive, deny, withhold",description,0
408897,G0657,"to say good-by, leave; give up, renounce, forsake",description,0
408898,G0667,"to carry away, lead away",description,0
408899,G0741,"to make salty, season",description,0
408900,G0752,"leader of the synagogue, an official whose duty it was to care for the physical needs for the worship service",description,0
408901,G0759,"spices, salves, scented oils, perfumes",description,0
408902,G0762,"unquenchable, inextinguishable",lookup,0
408903,G0806,"carefully, securely; under guard; assuredly, beyond a doubt",description,0
408904,G0875,to foam at the mouth,description,0
408905,G0886,"not made by human hands, implying not of human origin",description,0
408906,G0906I,: sow,lookup,0
408907,G0906I,to cast a fishnet (a round net with small weights along its edge),description,0
408908,G0909,"baptism, ceremonial washing",lookup,0
408909,G0924,"Bartimaeus, ""son of Timai"" or ""son of uncleanness""",description,0
408910,G0942,- a brier shrub,lookup,0
408911,G0950,to confirm; keep strong,description,0
408912,G0984,"to hurt, injure",lookup,0
408913,G0993,"Boanerges, ""sons of thunder""",description,0
408914,G1010,member of a council (an advisory or legislative body) counsellor,description,0
408915,G1027,thunder,lookup,0
408916,G1049,"treasury, place where offerings are put",description,0
408917,G1072,to fill,lookup,0
408918,G1085G,: descendant,lookup,0
408919,G1085G,"family, offspring; nation, people, native (of a region); classification or kind",description,0
408920,G1100,tongue; language; sometimes refers to the supernatural gift of tongues (see G2255),description,0
408921,G1102,"bleacher, fuller, one who cleans and sizes woolen cloth",description,0
408922,G1119,"knee; ""to bend the knee"" means ""to kneel (in submission or worship)""",description,0
408923,G1150,"to tame, subdue, control",description,0
408924,G1159,to spend; to pay expenses,description,0
408925,G1199,"chain, fetter, imprisonment",lookup,0
408926,G1230,"to pass, elapse (of time)",description,0
408927,G1250,two hundred,lookup,0
408928,G1272,to open; (passive) to be opened; to explain,description,0
408929,G1275,always,lookup,0
408930,G1276,to cross over,lookup,0
408931,G1326,"to get up, arouse, stimulate",description,0
408932,G1334,"to tell, report, describe",description,0
408933,G1364,"twice, again",lookup,0
408934,G1367,two thousand,lookup,0
408935,G1407,sickle,lookup,0
408936,G1416,to set (of the sun),description,0
408937,G1433,"to give, confer, bestow",description,0
408938,G1487M,: even_though,lookup,0
408939,G1487M,"if, whether...or",lookup,0
408940,G1534,"then, after that, next",description,0
408941,G1586,"to chose, pick, select",description,0
408942,G1601,"to fall off; to fail; to run aground, be dashed to pieces",description,0
408943,G1606,"to breathe one’s last breath, die",description,0
408944,G1643,to row (with oars); (passive) to be driven drive,description,0
408945,G1674,"Greek, Gentile, a class of person distinguished from the Jewish race and nation (not necessarily Greek)",description,0
408946,G1682,Eloi [Aramaic: my God],description,0
408947,G1723,to take in one’s arms embrace,description,0
408948,G1726,"before (spatial); figuratively, in the sight of",description,0
408949,G1750,to wrap in enwrap,description,0
408950,G1758,"to oppose, be hostile toward, bear a grudge against; (passive) to be burdened",description,0
408951,G1773,"while it is still dark, at night",description,0
408952,G1780,"preparation for burial, burial",description,0
408953,G1806,"to lead out, bring out, escort",description,0
408954,G1817,to raise up (seed) = have children; (intr.) to stand up,description,0
408955,G1819,suddenly,lookup,0
408956,G1824,"immediately, at once, right now",description,0
408957,G1861,"- to announce upon (reflexively), i.e. (by implication) to engage to do something, to assert something respecting oneself, promise",description,0
408958,G1899,"then, later, afterward",lookup,0
408959,G1924,"(act.) to write; (passive) to be written (upon), inscribed",description,0
408960,G1968,"to fall upon, come eagerly, embrace; to come on",description,0
408961,G1976,to sew on,lookup,0
408962,G1998,to runhasten together to,description,0
408963,G2004,"to command, order",lookup,0
408964,G2079,"- finally, i.e. (with G2192) at the extremity of life",description,0
408965,G2094,year,lookup,0
408966,G2119,"to have a chance to, have thean opportunity to; to spend one’s time",description,0
408967,G2121,"opportune, well timed, suitable; time of need",description,0
408968,G2122,- opportunely,lookup,0
408969,G2158,"presentable, proper, right; prominent, of high standing",description,0
408970,G2188,"ephphatha!, be openedopen!",lookup,0
408971,G2255,half (temporal and spacial),description,0
408972,G2258,"- I (thou, etc.) was (wast or were)",description,0
408973,G2286,deadly,lookup,0
408974,G2328,"(middle) to keep warm, warm (oneself)",description,0
408975,G2342,"(wild) animal, (fiendish) beast, snake",description,0
408976,G2365,little daughter,lookup,0
408977,G2377,"doorkeeper, watcher (at door or gate)gatekeeper",description,0
408978,G2383,"Jairus, ""he gives light""",description,0
408979,G2401,"Idumea, ""[land of] Edom""",description,0
408980,G2415,Jerusalem inhabitant of Jerusalem,description,0
408981,G2438,"(leather) thong, strap",lookup,0
408982,G2439,"(passive) to be dressed, clothed dress",description,0
408983,G2500G,"Joses, Joseph, ""he will add""",description,0
408984,G2507,"to take down, demolish, overthrow; (passive) to be robbed of, suffer the loss of",description,0
408985,G2512,"cleansing, purification, washing",lookup,0
408986,G2621,to lie down (in bed); to recline (at dinner),description,0
408987,G2622,to break in pieces,description,0
408988,G2629,to cut,lookup,0
408989,G2646,guest room; inn,lookup,0
408990,G2698,"to attain, lay down, grant",description,0
408991,G2731,"where one lives, residence dwelling",description,0
408992,G2760,"centurion, technically the commander of one hundred",description,0
408993,G2765,clay jar,lookup,0
408994,G2775,to strike on the head,description,0
408995,G2852,"to strike with the fists, beat, torment; (passive) receive a beating, be brutally treated",description,0
408996,G2869,"to die down, abate",description,0
408997,G2891,koum (Aramaic: stand up!),description,0
408998,G2895,"bed, (sleeping) mat",lookup,0
408999,G2937,"creation, created thing, creature; governmental institution",description,0
409000,G2945,"all around, in a circle, surrounding",description,0
409001,G2947,(middle) to roll around wallow,description,0
409002,G2955,"to stoop down, bend down",description,0
409003,G2969,"village, market town",lookup,0
409004,G2978,"storm, hurricane, whirlwind",lookup,0
409005,G3016,"very small copper coin, worth about 1/128th of a denarius (a day’s wage)",description,0
409006,G3017I,"Levi, [perhaps] ""wild cow"" or ""person pledged for a debt or vow""",description,0
409007,G3021,"to bleach, whiten",lookup,0
409008,G3148,"flogging device, whip; suffering; disease, sickness",description,0
409009,G3317,midnight,lookup,0
409010,G3373,"(passive) to grow (long), become long",description,0
409011,G3411,hired worker hireling,lookup,0
409012,G3418,(burial) tomb,lookup,0
409013,G3424,"impaired of speech, hardly able to talk, speaking with difficulty",description,0
409014,G3444,"form, outward appearance; nature, character",description,0
409015,G3457,pertaining to a grinding mill millstone,description,0
409016,G3479,of Nazareth; (n.) Nazarene (in no way connected to the OT Nazirite),description,0
409017,G3487,"nard, the oil of (spike)nard, extracted from the root",description,0
409018,G3503,"youth, childhood",lookup,0
409019,G3562,"wisely, thoughtfully",lookup,0
409020,G3582,"pitcher, jug",lookup,0
409021,G3603,- which is,lookup,0
409022,G3619,"building, construction, a physical edifice; by extension: building up, edification, strengthening, developing another person’s life through acts and words of love and encouragement",description,0
409023,G3646,"burnt offering, wholly consumed on the altar as dedicated to God",description,0
409024,G3662,to resemble,lookup,0
409025,G3708H,appear,lookup,0
409026,G3708H,to appear (passive 'to see'),description,0
409027,G3723,"correctly, rightly, plainly",lookup,0
409028,G3726,"to command; implore, adjure",description,0
409029,G3746,- who especially,lookup,0
409030,G3758,"so!, aha!",lookup,0
409031,G3812,from childhood,lookup,0
409032,G3827,great,lookup,0
409033,G3836,from all sides,lookup,0
409034,G3837,everywhere,lookup,0
409035,G3858,"to accept, welcome, receive",description,0
409036,G3906,"to watch closely, observe",description,0
409037,G3911,"to take away, remove; (passive) to be carried away",description,0
409038,G3976,"foot shackle, fetter",lookup,0
409039,G4017,to look around at,description,0
409040,G4028,"to blindfold, cover the face or eyes; to cover (with gold)",description,0
409041,G4029,"to surround, place or tie around; to be subject to",description,0
409042,G4056,more abundant,lookup,0
409043,G4063,"to run throughout, run about",description,0
409044,G4064,"to carry, carry around; (passive) to be blown about, carried here and there",description,0
409045,G4077,"spring, well (of water); flow (of blood)",description,0
409046,G4128,"large number, crowd, multitude, assembly",description,0
409047,G4142,(small) boat,lookup,0
409048,G4185,"expensive, of great worth, costly valuable",description,0
409049,G4209,purple (cloth or robe),description,0
409050,G4232,Praetorium; palace (of the governor); palace guard,description,0
409051,G4259,"entryway, gateway",lookup,0
409052,G4301,to take beforehand; to,description,0
409053,G4315,day before the Sabbath (Friday),description,0
409054,G4319,beggar,lookup,0
409055,G4327,"to receive, welcome, accept; to wait for, anticipate",description,0
409056,G4331,"to approach, come near",description,0
409057,G4344,"cushion, pillow",lookup,0
409058,G4365,"to come to, approach",description,0
409059,G4370,to be glad hasten,description,0
409060,G4392,"excuse; pretense, show, cover",description,0
409061,G4403,stern (of a vessel),description,0
409062,G4413I,: chief,lookup,0
409063,G4413I,first (chronologically or in order of importance),description,0
409064,G4413J,: best/most_important,lookup,0
409065,G4413J,first (chronologically or in order of importance),description,0
409066,G4429,to spit (saliva),lookup,0
409067,G4435,fist;,lookup,0
409068,G4462,Rabboni,lookup,0
409069,G4475,"slap, strike",lookup,0
409070,G4504G,"Rufus, ""red-haired""",lookup,0
409071,G4539,"Salome, ""peaceful, prosperous one""",description,0
409072,G4547,sandal,lookup,0
409073,G4663,worm,lookup,0
409074,G4669,"to mix with myrrh, referring to wine mixed with myrrh as a drug to deaden the senses and mind",description,0
409075,G4682,"to convulse, shake violently",description,0
409076,G4685,(middle) to draw (a sword),description,0
409077,G4686,"company of soldiers, cohort; technically one tenth of a Roman legion: 600 fighting men band",description,0
409078,G4688,executioner,lookup,0
409079,G4703,seed,lookup,0
409080,G4714,"continuance, state of existence; uprising, insurrection, riot; dispute, discord",description,0
409081,G4739,"to stand, stand firm, be steadfast",description,0
409082,G4746,leafy branch,lookup,0
409083,G4749,(flowing) robe,lookup,0
409084,G4773,"family, relative, one’s own race or people",description,0
409085,G4814,"to talk with, discuss with, confer with",description,0
409086,G4819,to happen; to come about,description,0
409087,G4848,"to go with, come together",description,0
409088,G4870,"to follow, accompany",lookup,0
409089,G4872,"to come with, travel with ascend",description,0
409090,G4880,to die with,lookup,0
409091,G4903,"to work together, work with; (n.) fellow worker cooperate",description,0
409092,G4918,"to press around, crowd against",description,0
409093,G4936,"to run together, go together; by extension, to be closely associated in a particular behavior or undertaking flock",description,0
409094,G4949,Syrian woman,lookup,0
409095,G4953,signal,lookup,0
409096,G4955,"insurrectionist, revolutionary",lookup,0
409097,G5008,girl,lookup,0
409098,G5016,disturbance,lookup,0
409099,G5081,clearly,lookup,0
409100,G5090,"Timaeus, ""precious, valuable""",lookup,0
409101,G5141,"to tremble, fear",lookup,0
409102,G5145,three hundred,lookup,0
409103,G5149,"to gnash, grind",lookup,0
409104,G5168,eye (the tear-drop shaped hole of a needle through which thread is passed) opening,description,0
409105,G5249,"beyond all measure, exceedingly",description,0
409106,G5265,(middle) to put on (sandals),description,0
409107,G5276,vat,lookup,0
409108,G5290,"to turn back toward, return; to turn one’s back on, turn away",description,0
409109,G5304,"need, poverty, lack",lookup,0
409110,G5319,"(act.) to reveal, make known, show; (passive); to appear, be disclosed, displayed, revealed",description,0
409111,G5320,"- = plainly, i.e. clearly or publicly",description,0
409112,G5465,"to lower, let down",description,0
409113,G5473,(copper or bronze) kettle,description,0
409114,G5475,"copper, bronze; objects of copper",description,0
409115,G5499,"hand-made, man-made",lookup,0
409116,G5503,widow,lookup,0
409117,G5506,"military officer, commander; technically an officer of 1,000 soldiers; in the ancient Roman military an officer of a cohort, one tenth of a legion, about 600 soldiers",description,0
409118,G5522,dust,lookup,0
409119,G6046,"to burden, make heavy, opress",description,0
409120,G0002,Aaron (referring to both the person and his priesthood),description,0
409121,G0007H,"Abijah, ""[my] father is Yahweh""",description,0
409122,G0009,"Abilene, a territory on the south end of the Ante-Lebanon mountain range, ""[probably] ""meadow""",description,0
409123,G0012,"Abyss, the deep place, the underworld, the abode of the dead and demons, ""unfathomable depth""",description,0
409124,G0043,arm,lookup,0
409125,G0061,"catch (of fish), a net full",description,0
409126,G0063,"to live outdoors, spend a night in the elements",description,0
409127,G0075,"to fight, struggle, often an athletic contest",description,0
409128,G0076,"Adam, ""[red] earth"" or ""[ruddy] skin color""",description,0
409129,G0082,not clear,lookup,0
409130,G0155,request,lookup,0
409131,G0160,"sudden, unexpected",lookup,0
409132,G0163,"to take captive, take prisoner",description,0
409133,G0164,prisoner,lookup,0
409134,G0241,foreign,lookup,0
409135,G0289,one who takes care of a vineyard,description,0
409136,G0309,recovery of sight,lookup,0
409137,G0322,"to show, appoint",lookup,0
409138,G0323,public appearance,lookup,0
409139,G0326,to become alive again,description,0
409140,G0335,boldness,lookup,0
409141,G0339,to sit up (from a reclining or lying position),description,0
409142,G0352,"to straighten up, stand erect",description,0
409143,G0355,"to consume, destroy",lookup,0
409144,G0360,"to depart (die), return",description,0
409145,G0364,"reminder, remembrance",lookup,0
409146,G0375,to send,lookup,0
409147,G0376,crippled,lookup,0
409148,G0380,to unroll (a scroll),description,0
409149,G0381,to set on fire,description,0
409150,G0385,"to pull up, draw out",description,0
409151,G0392,"to draw up (an account), compile",description,0
409152,G0398,to appear,lookup,0
409153,G0400,"to exclaim, cry out loudly",description,0
409154,G0413,"not exhaustible, unfailing",lookup,0
409155,G0418,impossible,lookup,0
409156,G0429,to find,lookup,0
409157,G0451,"Anna, ""grace""",lookup,0
409158,G0452,"Annas, ""grace""",lookup,0
409159,G0459,lawless-,lookup,0
409160,G0461,"to restore, rebuild, strengthen",description,0
409161,G0467,"to repay, return",lookup,0
409162,G0468,"repayment, retribution",lookup,0
409163,G0470,"to talk back, answer (with implication of contradicting someone)",description,0
409164,G0471,"to speak against, talk back, contradict",description,0
409165,G0474,"to discuss, exchange (words)",description,0
409166,G0479,to invite in reciprocation,description,0
409167,G0482,"to help, come to the aid of, benefit",description,0
409168,G0488,to measure in return,description,0
409169,G0492,to pass by on the opposite side,description,0
409170,G0495,"across from, opposite of",description,0
409171,G0511,"higher, better in social standing; earlier, previously, first",description,0
409172,G0523,to demand back,lookup,0
409173,G0525,"(act.) to set free, release; (passive) to be reconciled, come to a settlement (in court); to be cured",description,0
409174,G0535,"completion, finishing",lookup,0
409175,G0576,"to leave, get out; to result in, turn to, lead to",description,0
409176,G0583,"to take a census, register, record",description,0
409177,G0588,"to welcome, accept, receive; acknowledge, acclaim",description,0
409178,G0598,"to press against, crowd up to",description,0
409179,G0602,"revelation, what is revealed, disclosure, to make information known with an implication that the information can be understood. This refers in the NT to God making information known, especially to his close associates",description,0
409180,G0606,"to be stored up, destined",description,0
409181,G0608,to close,lookup,0
409182,G0612,answer,lookup,0
409183,G0613,"to hide, conceal",lookup,0
409184,G0618,"to receive, be repaid",description,0
409185,G0620,to leave behind,lookup,0
409186,G0621,"to lick, lick off",description,0
409187,G0626,"to defend oneself, speak in one’s own behalf",description,0
409188,G0629,"redemption, ransom, release",lookup,0
409189,G0631,to wipe off (this refers to an action of protest),description,0
409190,G0640,"perplexity, consternation",lookup,0
409191,G0653,"to besiege with questions, interrogate closely",description,0
409192,G0660,"to shake off, stomp off",description,0
409193,G0706,number,lookup,0
409194,G0709,to eat (breakfast),lookup,0
409195,G0722,"to plow, furrow",lookup,0
409196,G0723,"plow, furrow-maker",lookup,0
409197,G0754,chief tax collector,lookup,0
409198,G0768,"Asher, ""happy one""",lookup,0
409199,G0797,"to flash, gleam like lightning",description,0
409200,G0798,"star, constellation",lookup,0
409201,G0815,"childless, without children",lookup,0
409202,G0817,"without, apart from",lookup,0
409203,G0840,"hard, severe, strict, exacting",description,0
409204,G0845,eyewitness,lookup,0
409205,G0855,"disappearing, invisible",lookup,0
409206,G0868,"to leave, withdraw, abandon; to revolt, mislead",description,0
409207,G0876,"foam, froth",lookup,0
409208,G0879,to fall asleep,lookup,0
409209,G0884,ungrateful,lookup,0
409210,G0900,"to go down deep, dig deep",description,0
409211,G0901,deep; (as a time of day) early,description,0
409212,G0905,"purse, money-bag",lookup,0
409213,G0911,to dip (in),lookup,0
409214,G0933,"royal, kingly; as a noun, a residence of royalty: palace",description,0
409215,G0943,"bath (a unit of liquid measure, between eight and nine gallons)",description,0
409216,G0967,"Bethphage, ""house of unripe figs""",description,0
409217,G0982,(lesser things) of this life,description,0
409218,G1000,throwing,lookup,0
409219,G1015,hill,lookup,0
409220,G1016,"ox, cattle",lookup,0
409221,G1021,slow,lookup,0
409222,G1023,arm; a figure of power and authority,description,0
409223,G1024,"little, short",lookup,0
409224,G1025,"baby, infant",lookup,0
409225,G1034,eatable edible,lookup,0
409226,G1040,fine linen,lookup,0
409227,G1043,"Gabriel, ""[strong] man of God [El]""",description,0
409228,G1069,neighborneighbour,lookup,0
409229,G1070,to laugh,lookup,0
409230,G1082,Gennesaret,lookup,0
409231,G1094,old age,lookup,0
409232,G1121,"letter (of the alphabet); document, Scriptures, written code; education",description,0
409233,G1144,teardrop,lookup,0
409234,G1146,(finger) ring,lookup,0
409235,G1157,"moneylender, creditor",lookup,0
409236,G1160,"cost, expense",lookup,0
409237,G1172,"to eat supper, dine",description,0
409238,G1184,"acceptable, favorable",lookup,0
409239,G1196,"to tie, bind",lookup,0
409240,G1203,master; Sovereign Lord,lookup,0
409241,G1224,"to pass through, come over, cross",description,0
409242,G1225,(passive) to have accusationscharges brought upon someone,description,0
409243,G1229,to proclaim (throughout); to give notice,description,0
409244,G1232,to report,lookup,0
409245,G1234,"to mutter, grumble, complain",description,0
409246,G1235,to become fully awake wake,description,0
409247,G1239,"to distribute, divide up",description,0
409248,G1244,"to divide, distribute, apportion",description,0
