registry_word,strongNumber,language,stepTransliteration,stepGloss,cluster_code,cluster_name
healing,H2949,Hebrew,tip.pu.chim,tender care,,
healing,H3545,Hebrew,ke.hah,easing,,
healing,H4010,Hebrew,mav.li.git,cheer,M04,Joy
healing,H4832,Hebrew,mar.pe,healing,,
healing,H4974,Hebrew,me.tom,soundness,M12,Purity
healing,H5324,Hebrew,na.tsav,to stand,T2,Supplementary
healing,H5414P,Hebrew,na.tan,to give: do,,
healing,H7495,Hebrew,ra.pha,to heal,,
healing,H7499,Hebrew,re.phu.ah,remedy,,
healing,H7500,Hebrew,riph.ut,healing,,
healing,H7965G,Hebrew,sha.lom,peace,M33,Peace
healing,H7965H,Hebrew,sha.lom ,Peace [God],M33,Peace
healing,H7965I,Hebrew,sha.lom,peace: well-being,M33,Peace
healing,H7965J,Hebrew,sha.lom,peace: friendship,M33,Peace
healing,H7965K,Hebrew,sha.lom,peace: greeting,M33,Peace
healing,H7965L,Hebrew,sha.lom,peace: completely,M33,Peace
healing,H8585B,Hebrew,te.a.lah,healing,,
healing,H8644,Hebrew,te.ru.phah,healing,,
heart,G1457,Greek,enkainizō,to inaugurate,T2,Supplementary
heart,G1573,Greek,ekkakeō,to lose heart,M20,Doubt
heart,G2155,Greek,eusplanchnos,compassionate,M05,Love
heart,G2293,Greek,tharseō,take heart,M04,Joy
heart,G2293,Greek,tharseō,take heart,M23,Strength
heart,G2588,Greek,kardia,heart,M47,Constitution
heart,G2589,Greek,kardiognōstēs,heart-knower,M26,Righteousness
heart,G4641,Greek,sklērokardia,hardness of heart,M30,Obedience
heart,G4698,Greek,splanchnon,affection/entrails,T2,Supplementary
heart,G5590G,Greek,psuchē,soul,M47,Constitution
heart,G6657,Greek,barukardios,heavy-hearted,T2,Supplementary
heart,G7684,Greek,thrasukardios,bold-hearted,T2,Supplementary
heart,G7798,Greek,kardioō,to take heart,M47,Constitution
heart,G8419,Greek,nōthrokardios,dull of heart,M47,Constitution
heart,G8485,Greek,oligopsucheō,be faint-hearted,,
heart,H1079,Hebrew,bal,mind,M47,Constitution
heart,H2243,Hebrew,chov,breast,T2,Supplementary
heart,H2436G,Hebrew,cheq,bosom: embrace,M05,Love
heart,H2450,Hebrew,cha.kham,wise,M15,Wisdom
heart,H2504,Hebrew,cha.lats,loin,T2,Supplementary
heart,H2836A,Hebrew,cha.shaq,to desire,M28,Envy
heart,H2910,Hebrew,tu.chot,inner parts,T2,Supplementary
heart,H3512A,Hebrew,ka.ah,be disheartened,M20,Doubt
heart,H3516,Hebrew,ka.ved,liver,T2,Supplementary
heart,H3629,Hebrew,kil.yah,kidney,T2,Supplementary
heart,H3820A,Hebrew,lev,heart,M47,Constitution
heart,H3821,Hebrew,lev,heart,M47,Constitution
heart,H3823A,Hebrew,la.vav,to encourage,M05,Love
heart,H3824,Hebrew,le.vav,heart,M47,Constitution
heart,H3825,Hebrew,le.vav,heart,M47,Constitution
heart,H3826,Hebrew,lib.bah,heart,M47,Constitution
heart,H4578,Hebrew,me.eh,belly,T2,Supplementary
heart,H5034B,Hebrew,na.vel,to wither,M24,Weakness
heart,H5315G,Hebrew,ne.phesh,soul,M47,Constitution
heart,H5315I,Hebrew,ne.phesh,soul: myself,M47,Constitution
heart,H5315L,Hebrew,ne.phesh,soul: appetite,M47,Constitution
heart,H7130H,Hebrew,qe.rev,entrails: inner parts,T2,Supplementary
heart,H7907,Hebrew,sekh.vi,heart,M47,Constitution
heart,H8056,Hebrew,sa.me.ach,glad,M04,Joy
holiness,G0037,Greek,hagiazō,to sanctify,,
holiness,G0038,Greek,hagiasmos,holiness,M22,Praise
holiness,G0039G,Greek,hagion,Holy Place,T2,Supplementary
holiness,G0039H,Greek,hagion,Most Holy Place,,
holiness,G0040G,Greek,hagios,holy,M22,Praise
holiness,G0040H,Greek,hagios,holy: saint,,
holiness,G0041,Greek,hagiotēs,holiness,M22,Praise
holiness,G0042,Greek,hagiōsunē,holiness,M22,Praise
holiness,G0572,Greek,haplotēs,openness,M05,Love
holiness,G2150,Greek,eusebeia,piety,,
holiness,G2412,Greek,hieroprepēs,reverent,,
holiness,G2413,Greek,hieros,sacred,,
holiness,G3741,Greek,hosios,sacred,M12,Purity
holiness,G3742,Greek,hosiotēs,holiness,M22,Praise
holiness,G3743,Greek,hosiōs,devoutly,T2,Supplementary
holiness,G4151G,Greek,pneuma,spirit/breath: spirit,M25,Life
holiness,H2623,Hebrew,cha.sid,pious,M05,Love
holiness,H4720,Hebrew,miq.dash,sanctuary,T2,Supplementary
holiness,H6422,Hebrew,pal.mo.ni,certain,,
holiness,H6918G,Hebrew,qa.dosh,holy,M22,Praise
holiness,H6918H,Hebrew,qa.dosh,holy: saint,M12,Purity
holiness,H6922,Hebrew,qad.dish,holy,M22,Praise
holiness,H6942G,Hebrew,qa.dash,to consecrate: consecate,M12,Purity
holiness,H6942H,Hebrew,qa.dash,to consecrate: dedicate,M12,Purity
holiness,H6942I,Hebrew,qa.dash,to consecrate: forfeit,M12,Purity
holiness,H6942J,Hebrew,qa.dash,to consecrate: prepare,M12,Purity
holiness,H6942K,Hebrew,qa.dash,to consecrate: holiness,M12,Purity
holiness,H6944G,Hebrew,qo.desh,holiness,M22,Praise
holiness,H6944H,Hebrew,qo.desh,Most Holy Place,T2,Supplementary
holiness,H6944I,Hebrew,qo.desh,[Way of] Holiness,T2,Supplementary
holiness,H6944J,Hebrew,qo.desh,Holy Place,T2,Supplementary
honesty,G4587,Greek,semnotēs,dignity,M09,Humility
honesty,H0530,Hebrew,e.mu.nah,faithfulness,M13,Truth
honesty,H0571G,Hebrew,e.met,truth: faithful,M13,Truth
honesty,H3476,Hebrew,yo.sher,uprightness,M26,Righteousness
honesty,H5229,Hebrew,ne.kho.chah,upright,M26,Righteousness
honesty,H6666,Hebrew,tse.da.qah,righteousness,M26,Righteousness
hope,G0362,Greek,anamenō,to await,,
hope,G0560,Greek,apelpizō,to despair,M18,Hope
hope,G0603,Greek,apokaradokia,eager expectation,M18,Hope
hope,G1561,Greek,ekdochē,expectation,,
hope,G1679,Greek,elpizō,to hope/expect,M18,Hope
hope,G1680,Greek,elpis,hope,M18,Hope
hope,G3785,Greek,ofelon,I wish!,T2,Supplementary
hope,G4276,Greek,proelpizō,to hope beforehand,T2,Supplementary
hope,G7379,Greek,epelpizō,to raise hope,,
hope,H0982,Hebrew,ba.tach,to trust,M19,Trust
hope,H0986,Hebrew,bit.ta.chon,trust,M19,Trust
hope,H2342I,Hebrew,chul,to twist: writh in pain,M03,Grief
hope,H2442,Hebrew,cha.khah,to wait,M18,Hope
hope,H2620,Hebrew,cha.sah,to seek refuge,M19,Trust
hope,H2976,Hebrew,ya.ash,to despair,M20,Doubt
hope,H3175,Hebrew,ya.chil,waiting,M18,Hope
hope,H3176G,Hebrew,ya.chal,to wait: wait,M18,Hope
hope,H3176H,Hebrew,ya.chal,to wait: hope,M18,Hope
hope,H3689,Hebrew,ke.sel,loin,,
hope,H4007,Hebrew,mab.bat,expectation,M18,Hope
hope,H4009,Hebrew,miv.tach,confidence,M19,Trust
hope,H4268,Hebrew,mach.s.seh,refuge,M19,Trust
hope,H4723A,Hebrew,qo.veh,Kue,,
hope,H4723B,Hebrew,miq.veh,hope,M18,Hope
hope,H4723C,Hebrew,miq.veh,collection,,
hope,H6960A,Hebrew,qa.vah,to await,M17,Counsel
hope,H6960B,Hebrew,qa.vah,to collect,,
hope,H7663B,Hebrew,sa.var,to await,M17,Counsel
hope,H7664,Hebrew,se.ver,hope,M18,Hope
hope,H7951,Hebrew,sha.lah,to prosper,,
hope,H8431,Hebrew,to.che.let,hope,M18,Hope
hope,H8615A,Hebrew,tiq.vah,cord,,
hope,H8615B,Hebrew,tiq.vah,hope,M18,Hope
humility,G0036,Greek,agenēs,lowly,,
humility,G4240,Greek,prautēs,gentleness,M05,Love
humility,G5011,Greek,tapeinos,lowly,M09,Humility
humility,G5012,Greek,tapeinofrosunē,humility,M09,Humility
humility,G5013,Greek,tapeinoō,to humble,M09,Humility
humility,G5014,Greek,tapeinōsis,lowliness,M09,Humility
humility,H6037,Hebrew,an.vah,gentleness,M05,Love
humility,H6038,Hebrew,a.na.vah,gentleness,M05,Love
humility,H6800B,Hebrew,tsa.nu.a,humble,M09,Humility
humility,H7807,Hebrew,shach,lowly,,
humility,H8217,Hebrew,sha.phal,low,M09,Humility
humility,,,,,,
hypocrisy,G0505,Greek,anupokritos,genuine,M12,Purity
hypocrisy,G4942,Greek,sunupokrinomai,to join hypocrisy,M10,Sin
hypocrisy,G5272,Greek,hupokrisis,hypocrisy,M14,Deceit
hypocrisy,H2519,Hebrew,cha.laq.laq.qot,smoothness,,
hypocrisy,H2612,Hebrew,cho.neph,profaneness,,
idolatry,G1495,Greek,eidōlolatreia,idolatry,M27,Evil
idolatry,G2712,Greek,kateidōlos,idolatrous,M27,Evil
idolatry,H1544,Hebrew,gil.lul,idol,,
idolatry,H2183,Hebrew,ze.nu.nim,fornication,M28,Envy
idolatry,H8655,Hebrew,te.ra.phim,teraphim,,
image,G1504,Greek,eikōn,image,M43,Prophecy
image,G5480,Greek,charagma,image/mark,,
image,G5481,Greek,charaktēr,reproduction,,
image,H0457,Hebrew,e.lil,idol,,
image,H1544,Hebrew,gil.lul,idol,,
image,H1823,Hebrew,de.mut,likeness,FLAG,Flag
image,H1823,Hebrew,de.mut,likeness,T2,Supplementary
image,H2553,Hebrew,cham.man,pillar,,
image,H4541A,Hebrew,mas.se.khah,liquid,,
image,H4541B,Hebrew,mas.se.khah,veil,,
image,H4656,Hebrew,miph.le.tset,horror,,
image,H4676,Hebrew,mats.tse.vah,pillar,,
image,H4906,Hebrew,mas.kit,figure,T2,Supplementary
image,H5566,Hebrew,se.mel,idol,,
image,H6087B,Hebrew,a.tsav,to shape,T2,Supplementary
image,H6091,Hebrew,a.tsav,idol,M27,Evil
image,H6456,Hebrew,pa.sil,idol,,
image,H6459,Hebrew,pe.sel,idol,,
image,H6736,Hebrew,tsir,image,T2,Supplementary
image,H6754,Hebrew,tse.lem,image,M43,Prophecy
image,H6755,Hebrew,tse.lem,image,T2,Supplementary
image,H6816,Hebrew,tsa.a.tsu.im,image,,
image,H7914,Hebrew,se.khiy.yah,craft,,
image,H8403,Hebrew,tav.nit,pattern,,
image,H8544,Hebrew,te.mu.nah,likeness,,
image,H8655,Hebrew,te.ra.phim,teraphim,,
imagination,G1261,Greek,dialogismos,reasoning,M15,Wisdom
imagination,G1271,Greek,dianoia,mind,M47,Constitution
imagination,G1380,Greek,dokeō,to think,,
imagination,G1761,Greek,enthumēsis,reflection,M15,Wisdom
imagination,G3053,Greek,logismos,thought,M15,Wisdom
imagination,G3191,Greek,meletaō,to meditate/plot,,
imagination,G3539,Greek,noeō,to understand,,
imagination,G3543,Greek,nomizō,to think,,
imagination,G7050,Greek,eikazō,to imagine,,
imagination,H1819,Hebrew,da.mah,to resemble,T2,Supplementary
imagination,H1897,Hebrew,ha.gah,to mutter,M42,Speech
imagination,H2161,Hebrew,za.mam,to plan,M15,Wisdom
imagination,H2803I,Hebrew,cha.shav,to devise: devise,M15,Wisdom
imagination,H3336,Hebrew,ye.tser,intention,M29,Desire
imagination,H4284,Hebrew,ma.cha.sha.vah,plot,M14,Deceit
imagination,H4906,Hebrew,mas.kit,figure,T2,Supplementary
imagination,H8307,Hebrew,she.ri.rut,stubbornness,M30,Obedience
impurity,G0167,Greek,akatharsia,impurity,M10,Sin
impurity,G0168,Greek,akathartēs,uncleanness,,
impurity,G0169,Greek,akathartos,unclean,M10,Sin
impurity,G2839G,Greek,koinos,common: unsanctified,,
impurity,G2840,Greek,koinoō,to profane,,
impurity,G6410,Greek,aperikathartos,impure,,
impurity,H2930A,Hebrew,ta.me,to defile,M10,Sin
impurity,H2932,Hebrew,tum.ah,uncleanness,M12,Purity
impurity,H3971A,Hebrew,m.um,blemish,,
impurity,H5079,Hebrew,nid.dah,impurity,M10,Sin
impurity,H5509,Hebrew,sig,dross,,
indignation,G0023,Greek,aganakteō,be indignant,,
indignation,G0024,Greek,aganaktēsis,indignation,M02,Anger
indignation,G2205,Greek,zēlos,zeal,M21,Prayer
indignation,G2372,Greek,thumos,wrath,,
indignation,G3709,Greek,orgē,wrath,M02,Anger
indignation,G4448,Greek,puroō,to burn,,
indignation,H2152,Hebrew,zal.a.phah,scorching,M02,Anger
indignation,H2194,Hebrew,za.am,be indignant,M02,Anger
indignation,H2195,Hebrew,za.am,indignation,M02,Anger
indignation,H2197,Hebrew,za.aph,rage,M02,Anger
indignation,H2534,Hebrew,che.mah,rage,M02,Anger
indignation,H3707,Hebrew,ka.as,to provoke,M02,Anger
indignation,H3708A,Hebrew,ka.as,vexation,,
indignation,H3708B,Hebrew,ka.a.s,vexation,M02,Anger
indignation,H6087A,Hebrew,a.tsav,to hurt,M24,Weakness
indignation,H7110A,Hebrew,qe.tseph,wrath,M02,Anger
indignation,H8104I,Hebrew,sha.mar,to keep: look at,M30,Obedience
iniquity,G0092,Greek,adikēma,crime,M10,Sin
iniquity,G0093,Greek,adikia,unrighteousness,M10,Sin
iniquity,G0094,Greek,adikos,unjust,M10,Sin
iniquity,G0458,Greek,anomia,lawlessness,M30,Obedience
iniquity,G3892,Greek,paranomia,lawlessness,M30,Obedience
iniquity,G4189,Greek,ponēria,evil,M10,Sin
iniquity,H0205G,Hebrew,a.ven,evil: wickedness,M10,Sin
iniquity,H0205H,Hebrew,a.ven,evil: trouble,M10,Sin
iniquity,H1697M,Hebrew,da.var,word: because,,
iniquity,H5753B,Hebrew,a.vah,to pervert,M10,Sin
iniquity,H5758,Hebrew,a.va.yah,iniquity,,
iniquity,H5760,Hebrew,a.vil,unjust one,M10,Sin
iniquity,H5766A,Hebrew,a.vel,injustice,M10,Sin
iniquity,H5766B,Hebrew,av.lah,injustice,M10,Sin
iniquity,H5771G,Hebrew,a.von,iniquity: crime,M10,Sin
iniquity,H5771H,Hebrew,a.von,iniquity: guilt,M10,Sin
iniquity,H5771I,Hebrew,a.von,iniquity: punishment,M10,Sin
iniquity,,,,,,
iniquity,H5869K,Hebrew,a.yin,eye: sin,,
iniquity,H5932,Hebrew,al.vah,iniquity,M10,Sin
iniquity,H5999,Hebrew,a.mal,trouble,M03,Grief
iniquity,H6041,Hebrew,a.ni,afflicted,M24,Weakness
iniquity,H7562,Hebrew,re.sha,wickedness,M10,Sin
iniquity,H7725I,Hebrew,shuv,to return: turn back,,
innocence,G0053,Greek,hagnos,pure,M12,Purity
innocence,G0121,Greek,athōos,innocent,,
innocence,G0172,Greek,akakos,innocent,M12,Purity
innocence,G0185,Greek,akeraios,innocent,,
innocence,G0338,Greek,anaitios,innocent,M12,Purity
innocence,G1342,Greek,dikaios,just,M26,Righteousness
innocence,G2513,Greek,katharos,clean,M12,Purity
innocence,G6177,Greek,akakia,innocence,,
innocence,H1249,Hebrew,bar,pure,M12,Purity
innocence,H1818,Hebrew,dam,blood,,
innocence,H2134,Hebrew,zakh,pure,,
innocence,H2136,Hebrew,za.khu,innocence,,
innocence,H2643,Hebrew,chaph,clean,,
innocence,H3682,Hebrew,ke.sut,covering,T2,Supplementary
innocence,H5352,Hebrew,na.qah,to clear,M12,Purity
innocence,H5355A,Hebrew,na.qi,innocent,M12,Purity
innocence,H5355B,Hebrew,na.qi,innocent,M12,Purity
innocence,H5356A,Hebrew,niq.qa.von,innocence,M07,Shame
innocence,H5356B,Hebrew,qe.ha.von,bluntness,M07,Shame
innocence,H6662,Hebrew,tsad.diq,righteous,M26,Righteousness
innocence,H6663,Hebrew,tsa.deq,to justify,M26,Righteousness
innocence,H8535,Hebrew,tam,complete,M34,Perseverance
innocence,H8537,Hebrew,tom,integrity,M13,Truth
innocence,H8552,Hebrew,ta.mam,to finish,FLAG,Flag
innocence,H8552,Hebrew,ta.mam,to finish,T2,Supplementary
insight,G0143,Greek,aisthanomai,to perceive,,
insight,G0144,Greek,aisthēsis,insight,M43,Prophecy
insight,G2529,Greek,kathoraō,to perceive,,
insight,G3563,Greek,nous,mind,M47,Constitution
insight,G4907,Greek,sunesis,understanding,M15,Wisdom
insight,G4920,Greek,suniēmi,to understand,M15,Wisdom
insight,G5428,Greek,fronēsis,understanding,M15,Wisdom
insight,H0995,Hebrew,bin,to understand,M15,Wisdom
insight,H0998,Hebrew,bi.nah,understanding,M15,Wisdom
insight,H2938,Hebrew,ta.am,to perceive,M15,Wisdom
insight,H5094B,Hebrew,ne.hi.ru,illumination,,
insight,H7919A,Hebrew,sa.khal,be prudent,M15,Wisdom
insight,H7922,Hebrew,se.khel,understanding,M15,Wisdom
insight,H7924,Hebrew,sokh.le.ta.nu,insight,M43,Prophecy
insight,H8394,Hebrew,te.vu.nah,understanding,M15,Wisdom
insight,H8454,Hebrew,tu.shiy.yah,wisdom,M15,Wisdom
integrity,G0090,Greek,adiafthoria,unspoilable,,
integrity,G0273,Greek,amemptos,blameless,,
integrity,G0298,Greek,amōmētos,blameless,,
integrity,G0299,Greek,amōmos,blameless,,
integrity,G0573,Greek,haplous,sound,M13,Truth
integrity,G0658,Greek,apoteleō,to complete,,
integrity,G0861,Greek,aftharsia,incorruptibility,M12,Purity
integrity,G2005,Greek,epiteleō,to complete,,
integrity,G2279,Greek,ēchos,sound,,
integrity,G2675,Greek,katartizō,to complete,,
integrity,G3648,Greek,holoklēros,whole,,
integrity,G3833,Greek,panoplia,complete armor,,
integrity,G4537,Greek,salpizō,to sound a trumpet,,
integrity,G4931,Greek,sunteleō,to complete,,
integrity,G5353,Greek,fthongos,sound,,
integrity,,,,,,
integrity,H0530,Hebrew,e.mu.nah,faithfulness,M13,Truth
integrity,H3476,Hebrew,yo.sher,uprightness,M26,Righteousness
integrity,,,,,,
integrity,H4339,Hebrew,me.shar,uprightness,M26,Righteousness
integrity,H4974,Hebrew,me.tom,soundness,M12,Purity
integrity,,,,,,
integrity,,,,,,
integrity,H8535,Hebrew,tam,complete,M34,Perseverance
integrity,H8537,Hebrew,tom,integrity,M13,Truth
integrity,H8538,Hebrew,tum.mah,integrity,M13,Truth
integrity,H8549H,Hebrew,ta.mim,unblemished: blameless,M12,Purity
intention,G0816,Greek,atenizō,to gaze,,
intention,G1013,Greek,boulēma,plan,M17,Counsel
intention,G1014,Greek,boulomai,to plan,M15,Wisdom
intention,G1227,Greek,diablepō,to see clearly,,
intention,G1619,Greek,ektenōs,fervently,,
intention,G1771,Greek,ennoia,thought/purpose,M15,Wisdom
intention,G1963,Greek,epinoia,thought,M15,Wisdom
intention,G2212,Greek,zēteō,to seek,M41,Remembrance
intention,G3879,Greek,parakuptō,to stoop,,
intention,G5426,Greek,froneō,to reason,M15,Wisdom
intention,H0908,Hebrew,ba.da,to devise,,
intention,H1701,Hebrew,div.rah,cause,M17,Counsel
intention,H2161,Hebrew,za.mam,to plan,M15,Wisdom
intention,H3336,Hebrew,ye.tser,intention,M29,Desire
intention,H3615I,Hebrew,ka.lah,to end: decides,T2,Supplementary
intention,H4209,Hebrew,me.zim.mah,plot,M14,Deceit
intention,H4284,Hebrew,ma.cha.sha.vah,plot,M14,Deceit
intention,H4616,Hebrew,ma.an,because,T2,Supplementary
intention,H5668,Hebrew,a.vur,for the sake of,,
intention,H6660,Hebrew,tse.diy.yah,ambush,,
intention,H7760A,Hebrew,sum,to set: make,,
intention,H8245,Hebrew,sha.qad,to watch,,
intercession,G1783,Greek,enteuxis,intercession,M21,Prayer
intercession,G1793,Greek,entunchanō,to call on,M37,Calling
intercession,G5241,Greek,huperentunchanō,to intercede,M21,Prayer
intercession,H6293,Hebrew,pa.ga,to fall on,T2,Supplementary
jealousy,G2205,Greek,zēlos,zeal,M21,Prayer
jealousy,G3863,Greek,parazēloō,to make envious,M28,Envy
jealousy,G7600,Greek,zēlotupia,jealousy,,
jealousy,G7601,Greek,zēlōsis,jealousy,,
jealousy,,,,,,
jealousy,H7068,Hebrew,qin.ah,jealousy,M02,Anger
jealousy,H7069,Hebrew,qa.nah,to buy,,
jealousy,H7072,Hebrew,qan.no,jealous,M02,Anger
joy,G0020,Greek,agalliasis,joy,M04,Joy
joy,G0021,Greek,agalliaō,to rejoice,M04,Joy
joy,G2167,Greek,eufrosunē,joy,M04,Joy
joy,G2744,Greek,kauchaomai,to boast,M08,Pride
joy,G3685,Greek,oninēmi,to have joy,M04,Joy
joy,G4796,Greek,sunchairō,to rejoice with,M04,Joy
joy,G5463,Greek,chairō,to rejoice,M04,Joy
joy,G5479,Greek,chara,joy,M04,Joy
joy,G6110,Greek,agalliama,a leap for joy,M04,Joy
joy,H1523,Hebrew,gil,to rejoice,M04,Joy
joy,H1524A,Hebrew,gil,rejoicing,M04,Joy
joy,H1525,Hebrew,gi.lah,rejoicing,M04,Joy
joy,H1750,Hebrew,duts,to dance,,
joy,H1959,Hebrew,he.dad,shout,M42,Speech
joy,H2304,Hebrew,ched.vah,joy,M04,Joy
joy,H2305,Hebrew,ched.vah,joy,M04,Joy
joy,H4010,Hebrew,mav.li.git,cheer,M04,Joy
joy,H4885,Hebrew,ma.s.vo.s,rejoicing,M04,Joy
joy,H5539,Hebrew,sa.lad,to rejoice,M04,Joy
joy,H6681,Hebrew,tsa.vach,to cry aloud,M42,Speech
joy,H7440,Hebrew,rin.nah,cry,M42,Speech
joy,H7442A,Hebrew,run,to overcome,T2,Supplementary
joy,H7442B,Hebrew,ra.nan,to sing,M42,Speech
joy,H7444,Hebrew,ran.nen,to sing,T2,Supplementary
joy,H7797,Hebrew,su.s,to rejoice,M04,Joy
joy,H8055,Hebrew,sa.mach,to rejoice,M04,Joy
joy,H8056,Hebrew,sa.me.ach,glad,M04,Joy
joy,H8057,Hebrew,sim.chah,joy,M04,Joy
joy,H8342,Hebrew,sa.s.von,rejoicing,M04,Joy
justice,G1341,Greek,dikaiokrisia,justice,M26,Righteousness
justice,G1343,Greek,dikaiosunē,righteousness,M26,Righteousness
justice,G1349,Greek,dikē,condemnation,M26,Righteousness
justice,G1556,Greek,ekdikeō,to avenge,M26,Righteousness
justice,G1557,Greek,ekdikēsis,vengeance,M26,Righteousness
justice,G2118,Greek,euthutēs,righteousness,M26,Righteousness
justice,G2920,Greek,krisis,judgment,FLAG,Flag
justice,G2920,Greek,krisis,judgment,M26,Righteousness
justice,G6928,Greek,dikastērion,court of justice,M26,Righteousness
justice,H0197H,Hebrew,u.lam,Hall [of Justice],M26,Righteousness
justice,H1777,Hebrew,din,to judge,FLAG,Flag
justice,H1777,Hebrew,din,to judge,M26,Righteousness
justice,H1779,Hebrew,din,judgment,FLAG,Flag
justice,H1779,Hebrew,din,judgment,M26,Righteousness
justice,H1884,Hebrew,de.ta.var,judge,T2,Supplementary
justice,H4334,Hebrew,mi.shor,plain,,
justice,H4639H,Hebrew,ma.a.seh,deed: justice,,
justice,H4941G,Hebrew,mish.pat,justice: judgement,FLAG,Flag
justice,H4941G,Hebrew,mish.pat,justice: judgement,M26,Righteousness
justice,H4941H,Hebrew,mish.pat,justice,FLAG,Flag
justice,H4941H,Hebrew,mish.pat,justice,M26,Righteousness
justice,H4941I,Hebrew,mish.pat,justice: rule,M26,Righteousness
justice,H4941I,Hebrew,mish.pat,justice: rule,T2,Supplementary
justice,H4941J,Hebrew,mish.pat,justice: custom,M26,Righteousness
justice,H4941J,Hebrew,mish.pat,justice: custom,T2,Supplementary
justice,H4941K,Hebrew,mish.pat,[Hall of] Judgment,M26,Righteousness
justice,H5186,Hebrew,na.tah,to stretch,,
justice,H6415,Hebrew,pe.li.lah,judge,,
justice,H6662,Hebrew,tsad.diq,righteous,M26,Righteousness
justice,H6663,Hebrew,tsa.deq,to justify,M26,Righteousness
justice,H6664G,Hebrew,tse.deq,righteousness,M26,Righteousness
justice,H6666,Hebrew,tse.da.qah,righteousness,M26,Righteousness
justice,H8199,Hebrew,sha.phat,to judge,FLAG,Flag
justice,H8199,Hebrew,sha.phat,to judge,M26,Righteousness
kindness,G0018,Greek,agathos,good,M05,Love
kindness,G1074,Greek,genea,generation,,
kindness,G1085H,Greek,genos,family: kind,,
kindness,G1932,Greek,epieikeia,gentleness,M05,Love
kindness,G2261,Greek,ēpios,gentle,,
kindness,G3634,Greek,hoios,such as,,
kindness,G4164,Greek,poikilos,various,,
kindness,G4169,Greek,poios,what?,,
kindness,G4217,Greek,potapos,of what kind?,,
kindness,G5363,Greek,filanthrōpia,benevolence,M05,Love
kindness,G5449,Greek,fusis,nature,,
kindness,G5541,Greek,chrēsteuomai,be kind,M05,Love
kindness,G5543,Greek,chrēstos,good/kind,M05,Love
kindness,G5544,Greek,chrēstotēs,kindness,M05,Love
kindness,G8598,Greek,pantodapos,of all kinds,,
kindness,G8922,Greek,prosēnēs,kind,,
kindness,H0375,Hebrew,e.phoh,where?,,
kindness,H0929,Hebrew,be.he.mah,animal,,
kindness,H2177,Hebrew,zan,kind,,
kindness,H2178,Hebrew,zan,kind,,
kindness,H2603A,Hebrew,cha.nan,be gracious,M39,Blessing
kindness,H2616A,Hebrew,cha.sad,be kind,M05,Love
kindness,H2616B,Hebrew,cha.sad,to shame,M05,Love
kindness,H2616B,Hebrew,cha.sad,to shame,M07,Shame
kindness,H2617A,Hebrew,che.sed,kindness,M05,Love
kindness,H2623,Hebrew,cha.sid,pious,M05,Love
kindness,H2896A,Hebrew,tov,pleasant,M04,Joy
kindness,H3190,Hebrew,ya.tav,be good,M39,Blessing
kindness,H3610,Hebrew,kil.a.yim,mixture,,
kindness,H4327,Hebrew,min,kind,,
kindness,H5278,Hebrew,no.am,pleasantness,M04,Joy
kindness,H5375Q,Hebrew,na.sa,to lift: kindness,,
kindness,H6440N,Hebrew,pa.neh,face: kindness,,
kindness,H7356B,Hebrew,ra.cha.mim,compassion,M05,Love
knowledge,G0056,Greek,agnōsia,ignorance,,
knowledge,G1108,Greek,gnōsis,knowledge,,
knowledge,G1110,Greek,gnōstos gnōrimos,acquainted with,,
knowledge,G1492I,Greek,eidō,to perceive: know,,
knowledge,G1922,Greek,epignōsis,knowledge,,
knowledge,G1990,Greek,epistēmōn,knowing,M15,Wisdom
knowledge,G2467,Greek,isēmi,to know,,
knowledge,G4267,Greek,proginōskō,to know/choose,M37,Calling
knowledge,G4894,Greek,suneidō,be aware,M15,Wisdom
knowledge,G4907,Greek,sunesis,understanding,M15,Wisdom
knowledge,G4924,Greek,sunoikeō,to live with,T2,Supplementary
knowledge,G6063,Greek,oida,to know,M15,Wisdom
knowledge,G7396,Greek,epignōmosunē,knowledge,,
knowledge,G7454,Greek,epistēmē,higher knowledge,,
knowledge,H0998,Hebrew,bi.nah,understanding,M15,Wisdom
knowledge,H1843,Hebrew,de.a,knowledge,M15,Wisdom
knowledge,H1844,Hebrew,de.ah,knowledge,M15,Wisdom
knowledge,H1847,Hebrew,da.at,knowledge,M15,Wisdom
knowledge,H3045,Hebrew,ya.da,to know,M15,Wisdom
knowledge,,,,,,
knowledge,H4093,Hebrew,mad.da,knowledge,M15,Wisdom
knowledge,H4486,Hebrew,man.da,knowledge,M15,Wisdom
knowledge,H6213A,Hebrew,a.sah,to make: do,T2,Supplementary
knowledge,H6213H,Hebrew,a.sah,to make,,
knowledge,H7922,Hebrew,se.khel,understanding,M15,Wisdom
knowledge,H8451,Hebrew,to.rah,instruction,,
knowledge,H8454,Hebrew,tu.shiy.yah,wisdom,M15,Wisdom
likeness,G0407,Greek,andrizō,to act like a man,,
likeness,G0871,Greek,afomoioō,to make like,,
likeness,G1482,Greek,ethnikos,Gentile-like,,
likeness,G1483,Greek,ethnikōs,Gentile-way,,
likeness,G1504,Greek,eikōn,image,M43,Prophecy
likeness,G21422,Greek,toios,such-like,,
likeness,G2465,Greek,isangelos,like an angel,,
likeness,G2473,Greek,isopsuchos,like-minded,M05,Love
likeness,G3634,Greek,hoios,such as,,
